site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"High Town Block C, Midland Road Passage",,,2019-11-18,,0.16,7,6,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.413124 51.883154),SHLAA138,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/138-and-139.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA138
Station Quarter,,,2019-11-18,,1.48,413,375,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.412433 51.881328),SHLAA148,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/148-and-149.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA148
Marsh Farm Central Area,yes,,2019-11-18,,3.91,103,94,,local-authority-eng:LUT,,2018-12-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029QGKGLI000,permissioned,full planning permission,POINT(-0.453512 51.917995),SHLAA149,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/148-and-149.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA149
Power Court,,,2019-11-18,,7.21,605,550,Temporary permission for use as car parking exists (17/00976/TEMP),local-authority-eng:LUT,,2019-09-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IHI6YZKGM5018,permissioned,full planning permission,POINT(-0.40828 51.879618),SHLAA150,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/150-and-151.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA150
Moreton Park Estate,yes,,2019-11-18,,0.83,45,41,,local-authority-eng:LUT,,2018-07-27,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0020XNKGLI000,permissioned,full planning permission,POINT(-0.399109 51.892792),SHLAA160,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA160
"Oxen Industrial Estate, Oxen Road",,,2019-11-18,,0.6,53,48,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001UOTKGLI000,not permissioned,,POINT(-0.405778 51.887092),SHLAA161,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA161
Land at Caleb Close,yes,,2019-11-18,,2.5,229,208,The site also has extant permission (15/01507/OUT),local-authority-eng:LUT,,2018-03-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFDW6KG09800,permissioned,full planning permission,POINT(-0.448048 51.89343),SHLAA174,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA174
Car Parks on Dunstable Place,,,2019-11-18,,0.29,45,41,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.420048 51.879201),SHLAA175,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA175
Dalroad Industrial Estate,,,2019-11-18,,0.79,35,32,No planning history provided as site covers part of wider employment estate,local-authority-eng:LUT,,,,pending decision,,POINT(-0.434327 51.883456),SHLAA180,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/180-and-181.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA180
"The Windsor Castle, 12 Albert Road",yes,,2019-11-18,,0.08,131,119,The permission applies across this site and site reference SHLAA222,local-authority-eng:LUT,,2017-06-16,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M8UM6IKG09600,permissioned,full planning permission,POINT(-0.411712 51.875393),SHLAA183,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/182-and-183.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA183
142-144 Midland Road,yes,,2019-11-18,,0.08,52,47,"The site also benefits for other, extant permissions (17/02167/FUL)",local-authority-eng:LUT,,2018-12-18,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001P6MKGLI000,permissioned,full planning permission,POINT(-0.416343 51.883341),SHLAA188,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/187-and-188.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA188
Extension to Mall,,,2019-11-18,,2.4,39,35,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.415135 51.880502),SHLAA190,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/189-and-190.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA190
"Napier Park, Kimpton Road",yes,,2019-11-18,,24.44,1395,1268,Other parts of the site also have extant permission (16/01340/REM and 17/00283/FUL,local-authority-eng:LUT,,2017-08-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFQB2KG09600,permissioned,full planning permission,POINT(-0.395596 51.876775),SHLAA191,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/191-and-192.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA191
Rear of 66-76 Castle Street,,,2019-11-18,,0.21,12,11,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JDRB9ZKG47000,not permissioned,,POINT(-0.41756 51.874744),SHLAA198,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/197-and-198.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA198
27-37 Chapel Street,yes,,2019-11-18,,0.14,20,18,,local-authority-eng:LUT,,2017-03-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IGS8MXKGM5000,permissioned,full planning permission,POINT(-0.416962 51.876048),SHLAA199,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/199-and-200.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA199
37-47 Cheapside,,,2019-11-18,,0.11,65,59,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HDFKADKGD0000,not permissioned,,POINT(-0.414465 51.880151),SHLAA202,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/201-and-202.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA202
13-31 Dunstable Road,yes,,2019-11-18,,0.24,201,183,,local-authority-eng:LUT,,2017-11-17,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001YY1KGLI000,permissioned,full planning permission,POINT(-0.424499 51.881527),SHLAA208,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/207-and-208.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA208
"Land opposite Whitbread House, Flowers Way",yes,,2019-11-18,,0.45,350,318,,local-authority-eng:LUT,,2017-10-13,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001Z7AKGLI000,permissioned,full planning permission,POINT(-0.414248 51.876803),SHLAA210,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/209-and-210.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA210
33 Guildford Street,,,2019-11-18,,0.01,12,11,The permission applies across this site and site reference SHLAA214,local-authority-eng:LUT,,2019-06-21,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=N4JFA5KG09600,permissioned,full planning permission,POINT(-0.412953 51.880589),SHLAA213,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/213-and-214.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA213
35 Guildford Street,,,2019-11-18,,0.04,15,14,The permission applies across this site and site REFERENCE 213,local-authority-eng:LUT,,2019-06-21,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=N4JFA5KG09600,permissioned,full planning permission,POINT(-0.413071 51.880537),SHLAA214,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/213-and-214.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA214
39-51 John Street,,,2019-11-18,,0.03,43,39,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NAGKGLI000,not permissioned,,POINT(-0.412748 51.880227),SHLAA218,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/217-and-218.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA218
"Luton Town Football Club, Kenilworth Road",,,2019-11-18,,1.58,65,59,,local-authority-eng:LUT,,2019-07-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001ZW8KGLI000,permissioned,full planning permission,POINT(-0.431674 51.884113),SHLAA220,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/219-and-220.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA220
"Crescent House, 1-5 Latimer Road",yes,,2019-11-18,,0.17,131,119,The permission applies across this site and site reference SHLAA183,local-authority-eng:LUT,,2017-06-16,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M8UM6IKG09600,permissioned,full planning permission,POINT(-0.412548 51.875593),SHLAA222,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/221-and-222.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA222
43 Ridgway Road,yes,,2019-11-18,,0.22,15,14,,local-authority-eng:LUT,,2017-04-10,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=P5W32GKG05503,permissioned,full planning permission,POINT(-0.408363 51.888359),SHLAA241,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/241-and-243.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA241
Gloucester House Manor Road,yes,,2019-11-18,,0.1,6,5,,local-authority-eng:LUT,,2018-11-22,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001O3LKGLI000,permissioned,full planning permission,POINT(-0.40758 51.876389),SHLAA254,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/254-and-255.pdf,2019-11-18,brownfield-land/local-authority-eng/LUT/SHLAA254
"Chaucer House, 134 Biscot Road",yes,,2019-11-18,,0.14,,,,local-authority-eng:LUT,,2018-07-17,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001QLDKGLI000,permissioned,other,POINT(-0.428036 51.890512),SHLAA300,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/300-and-301.pdf,2018-12-28,brownfield-land/local-authority-eng/LUT/SHLAA300
