site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
153-161 The Broadway SW19,,,2020-01-10,,0,,,Extensions involving two additional floors and rear to provide additional offices.,local-authority-eng:MRT,,1998-08-05,,permissioned,full planning permission,POINT(-0.198697 51.418863),96P0219,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
Land At Batsworth Road CR4 3BX,,,2020-01-10,,0,,,Redevelopment of site by the erection of 4 light industrial units.,local-authority-eng:MRT,,2000-12-14,,permissioned,full planning permission,POINT(-0.179589 51.405681),99P1419,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
122-136 London Road CR4 3LB,,,2020-01-10,,0.61,25,25,REDEVELOPMENT TO PROVIDE 25 RESIDENTIAL UNITS (COMPRISING 21 HOUSES AND A BLOCK OF 4 FLATS) WITH NEW ACCESS ROAD AND ASSOCIATED PARKING PROVISION (OUTLINE APPLICATION),local-authority-eng:MRT,,2004-06-10,,permissioned,outline planning permission,POINT(-0.162665 51.412872),01/P0805,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
32 - 34 South Lodge Avenue CR4 1LU,,,2020-01-10,,0.03,5,5,ERECTION OF 2 STOREY EXTENSION ABOVE THE EXISTING SHOP T0 PROVIDE 5 RESIDENTIAL UNITS WITH OFF STREET PARKING PROVISION,local-authority-eng:MRT,,2001-11-15,,permissioned,full planning permission,POINT(-0.132342 51.399677),01/P1596,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
Land Adjacent To 4 Caesars Walk CR4 4LE,,,2020-01-10,,0.34,11,11,RENEWAL OF CONSENT DATED 5/2/98 ( REF: 97/P0066 ) FOR THE ERECTION OF 11 X 2 STOREY (THREE BEDROOM) HOUSES WITH ASSOCIATED OFF-STREET CAR PARKING.,local-authority-eng:MRT,,2003-11-12,,permissioned,full planning permission,POINT(-0.162485 51.396907),03/P0216,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
18 Lancaster Gardens SW19 5DG,,,2020-01-10,,0.08,,,DEMOLITION OF EXISTING HOUSE AND ERECTION OF A TWO-STOREY HOUSE WITH ADDITIONAL ACCOMMODATION IN THE ROOFSPACE AND A SINGLE-STOREY ADDITION TO THE REAR AND SIDE (OUTLINE APPLICATION).,local-authority-eng:MRT,,2004-12-05,,permissioned,outline planning permission,POINT(-0.215127 51.428305),03/P2198,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
Land At Rear And At 34 Coombe Lane SW20,,,2020-01-10,,0.04,5,5,"PARTIAL DEMOLITION OF EXISTING STRUCTURES; GROUND AND FIRST FLOOR REAR EXTENSIONS, FOUR STOREY REAR EXTENSION (TOP FLOOR OF ACCOMMODATION IN MANSARD STYLE ROOF) WITH UNDERCROFT PARKING (6 PARKING SPAC",local-authority-eng:MRT,,2006-04-05,,permissioned,full planning permission,POINT(-0.230442 51.409824),05/P0164,https://maps.london.gov.uk/brownfield-site-register/,2019-01-28
"Segas House, 49 Western Road CR4 3ED",,,2020-01-10,,3.97,137,137,Redevelopment to provide a mixed use scheme comprising 1.74 hectares of residential (Use Class within Class C3) and community uses (Use Class within Class D1 - 600 sq.m); 1.78 hectares of employment (,local-authority-eng:MRT,,2009-07-28,,permissioned,outline planning permission,POINT(-0.169528 51.406667),06/P0984,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
222-224 The Broadway SW19 1RY,,,2020-01-10,,0,14,14,Redevelopment to provide 14 flats and a retail or food & drink outlet on ground floor. Also provision of 3 off-street car parking spaces at rear.,local-authority-eng:MRT,,2000-12-14,,permissioned,full planning permission,POINT(-0.196674 51.419461),07/P0055,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
22 Deer Park Road SW19 3TL,,,2020-01-10,,0.26,,,DEMOLITION OF EXISTING SINGLE STOREY WAREHOUSE EXTENSION TO FRONT OF BUILDING. CONSTRUCTION OF A THREE STOREY WAREHOUSE (USE WITHIN CLASS B8) (GROSS FLOOR AREA 2859 SQ.M) ON SAME FOOTPRINT. 20 PARKIN,local-authority-eng:MRT,,2010-07-29,,permissioned,full planning permission,POINT(-0.18875 51.407793),07/P1133,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
"143 Part Of Ground, 1st & 2nd Floors Cannon Hill Lane SW20 9BZ",,,2020-01-10,,0.02,5,5,"PART SINGLE, PART DOUBLE STOREY REAR EXTENSION AND THIRD STOREY/MANSARD ROOF EXTENSION TO PROVIDE 3 X 1 BEDROOM AND 2 STUDIO FLATS WITH THE RETENTION OF TWO RETAIL UNITS AT GROUND FLOOR LEVEL, ALTERAT",local-authority-eng:MRT,,2011-06-24,,permissioned,full planning permission,POINT(-0.214258 51.403373),08/P0258,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
360-364 London Road CR4 3ND,,,2020-01-10,,0.12,14,14,"DEVELOPMENT OF A PART TWO, PART THREE AND PART FOUR-STOREY BUILDING COMPRISING 2 GROUND FLOOR B1 COMMERCIAL UNITS, 1 FIRST FLOOR B1 COMMERCIAL UNIT, 11 [4 X3 BEDROOM & 7 X 2 BEDROOM] SELF CONTAINED FL",local-authority-eng:MRT,,2009-12-15,,permissioned,full planning permission,POINT(-0.169283 51.400908),08/P2129,https://maps.london.gov.uk/brownfield-site-register/,2019-01-28
Sita Recycling Hallowfield Way CR4 3BQ,,,2020-01-10,,0.53,,,[REVISED PLANS HAVE BEEN RECEIVED] FORMATION OF AN 'ECO PARK' COMPRISING: AN EXTENSION TO EXISTING MATERIALS RECYCLING FACILITY WITH THE PROVISION OF NEW BUILDINGS PROVIDING A NEW ANAEROBIC DIGESTION,local-authority-eng:MRT,,2012-03-29,,permissioned,full planning permission,POINT(-0.174825 51.399645),08/P2724,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
1 York Road SW19 8TP,,,2020-01-10,,0.06,8,8,"ERECTION OF 8 x 1 BED FLATS AND 4 x B1 UNITS,WITHIN THREE STOREY BUILDING AND ERECTION OF A TWO STOREY BUILDING ACCOMMODATING TWO CLASS B1 OFFICE UNITS WITH ASSOCIATED LANDSCAPING, 2 x CAR PARKING SP",local-authority-eng:MRT,,2009-09-29,,permissioned,full planning permission,POINT(-0.188598 51.422547),08/P3098,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
421-445 London Road CR4 4BJ,,,2020-01-10,,0.17,,,DEMOLITION OF EXISTING BUILDINGS AND ERECTION OF A NEW THREE STOREY FIRE STATION.(OUTLINE APPLICATION WITH MEANS OF ACCESS ONLY TO BE DETERMINED AT THIS STAGE),local-authority-eng:MRT,,2009-03-25,,permissioned,outline planning permission,POINT(-0.172736 51.39723),09/P0154,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
Land Rear Of 216 - 218 Rowan Road SW16 5HX,,,2020-01-10,,0.18,8,8,"ERECTION OF A TERRACE OF 8 x 3 BEDROOM DWELLINGS TO REAR OF EXISTING LIDL STORE, WITH VEHICLE ACCESS FROM BYARDS CROFT",local-authority-eng:MRT,,2010-06-29,,permissioned,full planning permission,POINT(-0.138335 51.411049),09/P0196,https://maps.london.gov.uk/brownfield-site-register/,2019-01-28
8 Clement Road SW19 7RJ,,,2020-01-10,,0.09,,,DEMOLITION OF EXISTING DWELLING HOUSE AND GARAGE AND ERECTION OF A NEW DETACHED HOUSE.,local-authority-eng:MRT,,2009-06-25,,permissioned,full planning permission,POINT(-0.215004 51.426307),09/P0203,https://maps.london.gov.uk/brownfield-site-register/,2020-01-10
