site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former working men's club, New Road, Audley",yes,,2018-12-11,,0.33,12,12,15/0692/FUL. Erection of 12 houses,local-authority-eng:NEC,not owned by a public authority,2016-05-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=NSLI1MBMGW500&activeTab=summary,permissioned,full planning permission,POINT(-2.292382 53.055588),AB17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSLI1MBMGW500,2017-12-18,brownfield-land/local-authority-eng/NEC/AB17
"Land adjacent 31 Banbury Street, Talke",yes,,2018-12-11,,0.27,13,13,"14/00027/FUL. Erection of 13 new dwellings with associated access road, parking and landscaping",local-authority-eng:NEC,not owned by a public authority,2016-03-14,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MZJMHBBM4V000,permissioned,full planning permission,POINT(-2.258781 53.084966),BL24,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MZJMHBBM4V000,2017-12-18,brownfield-land/local-authority-eng/NEC/BL24
"Methodist Church, Chapel Street, Butt Lane",,,2018-12-11,,0.1,10,10,Site lapsed residential planning permission 14/00266/FUL,local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N3VI2EBM4V000,not permissioned,,POINT(-2.259612 53.088142),BL25,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N3VI2EBM4V000,2017-12-18,brownfield-land/local-authority-eng/NEC/BL25
"Land to the south of West Avenue, Kidsgrove",,,2018-12-11,,1.41,44,44,"15/00368/OUT. Outline planning application for residential development for 44 dwellings at West Avenue, Kidsgrove (Phase 4)",local-authority-eng:NEC,not owned by a public authority,2016-09-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNMN7MBMN3F00,permissioned,outline planning permission,POINT(-2.265407 53.086337),BL8,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNMN7MBMN3F00,2017-12-18,brownfield-land/local-authority-eng/NEC/BL8
"Wilmott Drive, Cross Heath, Newcastle-under-Lyme",yes,,2018-12-11,,8.8,276,276,"17/00281/FUL. Development of 276 dwellings, public open space and associated infrastructure works",local-authority-eng:NEC,not owned by a public authority,2018-05-16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONOB4WBMK6800,permissioned,full planning permission,POINT(-2.243963 53.023674),CH4,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOB4WBMK6800,2017-12-18,brownfield-land/local-authority-eng/NEC/CH4
"Heathcote Street, Chesterton (Chesterton Ex-Servicemens Club)",,,2018-12-11,,0.1,5,5,Part of lapsed mixed use residential permission 07/00620/OUT,local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JKJST1BM03T00,not permissioned,,POINT(-2.251107 53.043756),CT13,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT13.pdf,2017-12-18,brownfield-land/local-authority-eng/NEC/CT13
Ex Servicemens Club Heathcote Street,yes,,2018-12-11,,0.31,14,14,17/00417/FUL. Proposed residential development of 14 dwellings,local-authority-eng:NEC,not owned by a public authority,2017-09-28,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQ3EWWBMH0G00,permissioned,full planning permission,POINT(-2.250515 53.043873),CT22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQ3EWWBMH0G00,2017-12-18,brownfield-land/local-authority-eng/NEC/CT22
"Corona Park, Sandford Street, Chesterton",yes,,2018-12-11,,0.3,8,8,10/00480/FUL - Development commenced 8 completed.. Erection of 16 terraced dwellings (Amended Description),local-authority-eng:NEC,not owned by a public authority,2010-12-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=L7AIQNBM4V000&activeTab=summary,permissioned,full planning permission,POINT(-2.250297 53.043168),CT23,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=L7AIQNBM4V000,2017-12-18,brownfield-land/local-authority-eng/NEC/CT23
"Hulston Site, Birch House Road, Chesterton, Newcastle-under-Lyme",,,2018-12-11,,0.61,26,26,Has a resolution to grant planning permission subject to the entering into a section 106 agreement 17/01033/FUL,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,POINT(-2.255443 53.047141),CT9,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT9.pdf,2018-12-11,brownfield-land/local-authority-eng/NEC/CT9
"London Road, Chesterton (Bennett Arms)",,,2018-12-11,,0.15,7,7,09/00155/FUL - lapsed permisison for 7 dwellings. Demolition of existing public house and erection of seven dwellings,local-authority-eng:NEC,not owned by a public authority,2009-05-22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=KGT5XUBM06A00&activeTab=summary,permissioned,full planning permission,POINT(-2.241555 53.033535),HD18,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=KGT5XUBM06A00,2017-12-18,brownfield-land/local-authority-eng/NEC/HD18
