site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Ebbsfleet Central including car parks and land east of International Way,yes,,2017-12-19,,31.92,1000,1000,"Part of the site is within North Kent Enterprise Zone.. Development of upto 789,550sq.m gross floorspace comprising employment, residential, hotel and leisure uses supporting retail & community facilities & provision of car parking, open space, roads & infrastructure.",local-authority-eng:DAR,not owned by a public authority,2003-11-01,,permissioned,outline planning permission,POINT(0.319952 51.439187),1,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436513/01-Ebbsfleet-Central-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/1
"Rear of Two Brewers, 33 Lowfield Street, Dartford, Kent, DA1 1EW",yes,,2017-12-19,,0.02,5,5,"Site is adjacent to the Listed Two Brewers Pub, which is to be retained.. Demolition of the existing single storey rear extensions and erection of a five storey building to the rear of the existing building to provide 1 No. three bedroom, 6 No. one bedroom, and 4 No. two bedroom flats (11 units in total), car parking spaces, and additional floor space for the use of the existing public house",local-authority-eng:DAR,not owned by a public authority,2015-05-26,,permissioned,full planning permission,POINT(0.216467 51.443141),4,https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436516/04-Rear-of-Two-Brewers-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/4
"St Marys Church Hall, Church Hill, Stone, Kent, DA9 9BP",yes,,2017-12-19,,0.1,5,5,"Outline application for demolition of existing hall and erection of 4 x 3 bedroom and 2 x 2 bedroom apartments with communal parking, storage and amenity spaces.",local-authority-eng:DAR,not owned by a public authority,2015-08-25,,permissioned,outline planning permission,POINT(0.264852 51.45049),5,https://www.dartford.gov.uk/__data/assets/pdf_file/0008/436517/05-St-Marys-Church-Hall-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/5
"Depot Rear Of 2 Temple Hill Square, Dartford, Kent",yes,,2017-12-19,,0.02,5,5,Demolition of existing single storey building and perimeter wall to yard and the erection of a three storey building to provide 6 x 1 bed flats,local-authority-eng:DAR,owned by a public authority,2016-05-25,,permissioned,full planning permission,POINT(0.228769 51.450795),7,https://www.dartford.gov.uk/__data/assets/pdf_file/0009/436518/07-Depot-Rear-Of-Temple-Square-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/7
"Land Adjacent To The Rear Of 1-12 Cressener Place, Burnham Road, Dartford, Kent",yes,,2017-12-19,,0.14,5,5,Erection of a terrace of 5 No. 2 bedroom two storey houses with parking and amenity space,local-authority-eng:DAR,not owned by a public authority,2016-12-15,,permissioned,full planning permission,POINT(0.21178 51.450379),8,https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436519/08-Cressener-Place-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/8
"Former Fox And Hounds, Green Street Green Road, Dartford, Kent, DA2 7JR",yes,,2017-12-19,,0.09,5,5,"Demolition of former public house and erection of 6 x 2 bed houses with access, parking, amenity space and associated landscaping",local-authority-eng:DAR,not owned by a public authority,2017-05-22,,permissioned,full planning permission,POINT(0.251522 51.422346),9,https://www.dartford.gov.uk/__data/assets/pdf_file/0020/436520/09-Fox-and-Hounds-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/9
"Steam Crane Wharf, Lower Hythe Street, Dartford, Kent",,,2017-12-19,,0.48,19,19,Vacant site.. Residential development site.,local-authority-eng:DAR,not owned by a public authority,,,not permissioned,,POINT(0.218657 51.450015),10,https://www.dartford.gov.uk/__data/assets/pdf_file/0003/436521/10-Steam-Crane-Wharf-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/10
"Land East Of Lowfield Street, Dartford, Kent",yes,,2017-12-19,,2.52,100,100,"Development comprising (a) detailed permission for the demolition of existing buildings, refurbishment of No. 26 Lowfield Street and the construction of 188 dwellings, retail units, office, caf´┐Ż/micro-brewery, detailed landscape strategy, car parking, new internal access roads, sustainable urban drainage systems; and associated infrastructure and earthworks (b) outline permission, with all matters reserved except access, for the demolition of existing buildings and the erection of up to 360 dwellings, flexibility for the following Use Classes:- A1 (retail), A2 (financial and professional services), A3 (restaurants and cafes) and D1 (non-residential institutions) fronting Lowfield Street, new internal access roads, car parking, sustainable urban drainage systems; and associated landscaping, infrastructure and earthworks.",local-authority-eng:DAR,not owned by a public authority,2017-08-07,,permissioned,full planning permission,POINT(0.216727 51.441967),14,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436522/14-Land-East-of-Lowfield-Street-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/14
"Former Croxton and Garry Site (North of London Road), Tiltman Avenue Swanscombe Kent",yes,,2017-12-19,,2.57,150,150,"Application is currently in with Ebbsfleet Development Coorporation (EDC). Outline planning application for residential development of up to 220 dwellings including new vehicular access to Tiltman Avenue, creation of a development platform and associated works.",local-authority-eng:DAR,not owned by a public authority,,,pending decision,outline planning permission,POINT(0.296563 51.45168),15,https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436555/15-Former-Croxton-and-Garry-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/15
"Station Approach, Dartford, Kent, DA1 1BP",yes,,2017-12-19,,1.9,70,70,Mixed use development site adjacent to Dartford Train Station.,local-authority-eng:DAR,mixed ownership,,,not permissioned,,POINT(0.218512 51.447041),17,https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436524/17-Station-Approach-Brownfiled-Land.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/17
