site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land parcel south of Quercus Road, Quercus Road (Matbro SIAC), Tetbury",,,2017-12-01,,5,224,224,"Only 50 of the Outline permission remain not started (see 13/04451/REM, 15/03479/REM and 16/02483/REM for parts of the site that are under construction). Approximately 124 dwellings, 50 sheltered units and 50 extra care apartments",local-authority-eng:COT,not owned by a public authority,2013-09-26,,permissioned,outline planning permission,POINT(-2.150873 51.644468),12/01792/OUT,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=389657.000000&StartNorthing=193974.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Former filling station on the A40 Windrush Section, Windrush",yes,,2017-11-13,,0.15,12,12,Has planning permission for 12 dwellings. Erection of 12 dwellings,local-authority-eng:COT,not owned by a public authority,2016-08-02,,permissioned,full planning permission,POINT(-1.969337 51.71774),15/03385/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418936.000000&StartNorthing=212498.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"First Floor, 27 Dyer Street, Cirencester",yes,,2017-11-13,,0.16,6,6,Has planning permission for six dwellings. Change of use of gym to create six apartments,local-authority-eng:COT,not owned by a public authority,2017-03-08,,permissioned,full planning permission,POINT(-1.964243 51.716606),16/05023/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402567.000000&StartNorthing=201987.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Ullenwood Court, Ullenwood, Coberley",yes,,2018-11-23,,6.57,20,20,Has planning permission for 20 dwellings (supersedes application 14/05225/OUT). Residential re-development consisting of 20 units,local-authority-eng:COT,not owned by a public authority,2017-07-12,,permissioned,outline planning permission,POINT(-2.08577 51.851571),17/00323/OUT,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=394189.000000&StartNorthing=1217001.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Land Adjacent Fosse Lodge, Stratford Road, Moreton-In-Marsh",yes,,2018-11-23,,0.21,10,10,Has planning permission for ten dwellings. Redevelopment of former scrapyard for the erection of 10 dwellings,local-authority-eng:COT,not owned by a public authority,2018-02-15,,permissioned,full planning permission,POINT(-1.698598 51.997462),17/00842/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420790.000000&StartNorthing=233267.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2018-11-23
"50-52 Lewis Lane, Cirencester",yes,,2017-11-13,,0.04,7,7,Has planning permission for seven dwellings. Change of use from shop to seven flats,local-authority-eng:COT,not owned by a public authority,2017-08-10,,permissioned,full planning permission,POINT(-1.962767 51.715634),17/02205/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402669.000000&StartNorthing=201879.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Former filling station on the A40 Windrush section, Windrush",yes,,2018-11-23,,1.17,16,16,Has planning permission for 16 dwellings (supersedes application 13/02463/OUT). Conversion of partially constructed motel building to form 16 apartments,local-authority-eng:COT,not owned by a public authority,2017-08-04,,permissioned,outline planning permission,POINT(-1.727007 51.811519),17/02435/OUT,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418917.000000&StartNorthing=212578.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Land at White Hart Lane, Stow-on-the-Wold",yes,,2018-11-23,,0.06,7,7,Has planning permission for seven dwellings (supersedes application 14/03649/FUL). Erection of 7 dwellings (1 detached dwelling and 6 semi-detached 1-bed dwellings),local-authority-eng:COT,not owned by a public authority,2017-11-21,,permissioned,full planning permission,POINT(-1.720612 51.930895),17/03081/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=419307.000000&StartNorthing=1225857.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Former Hospital Site, Moreton-in-Marsh",,,2017-12-01,,0.79,20,20,Has planning permission for 20 dwellings. Residential development to provide 20 homes (19 retirement homes and 1 open market),local-authority-eng:COT,not owned by a public authority,2017-11-21,,permissioned,full planning permission,POINT(-1.704864 51.992506),17/03221/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420362.000000&StartNorthing=232714.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Stow Agricultural Services, Lower Swell Road, Stow-on-the-Wold",,,2018-11-23,,0.19,7,7,Has planning permission for seven dwellings (supersedes application 14/00188/FUL). Demolition of existing buildings and the erection of 7 residential dwellings,local-authority-eng:COT,not owned by a public authority,2018-03-22,,permissioned,full planning permission,POINT(-1.726148 51.92937),17/04749/FUL,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418913.000000&StartNorthing=225693.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2017-11-13
"Quest House, London Road, Fairford",,,2018-11-23,,0.18,8,8,Has planning permission for eight dwellings. Change of use from existing building to flats,local-authority-eng:COT,not owned by a public authority,2018-02-07,,permissioned,full planning permission,POINT(-1.759431 51.706961),17/04958/OPANOT,http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=416720.000000&StartNorthing=200941.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,2018-11-23
