site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Meadow Road Industrial Site, Meadow Road, Carlton",,,2020-12-11,,1.18,40,35,Outline planning application for up to 40 dwellings (2018/0045) granted in October 2018 subject to the signing of the s106.,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.082693 52.961695),G7,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C7,2017-04-01,brownfield-land/local-authority-eng/GED/G7
"Rolleston Drive (NCC Offices), Rolleston Drive, Arnold",yes,,2020-12-11,,3.64,140,131,The site is allocated in the Local Planning Document (site H1). Full planning application (2020/1054) for 131 dwellings was submitted in October 2020 and pending consideration.,local-authority-eng:GED,owned by a public authority,,,pending decision,,POINT(-1.116093 53.003151),G18,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C18,2017-04-01,brownfield-land/local-authority-eng/GED/G18
"Bestwood Business Park, Park Road, Bestwood Village",,,2020-12-11,,6.01,220,220,The site is allocated in the Local Planning Document (site H13).,local-authority-eng:GED,not owned by a public authority,,,not permissioned,,POINT(-1.180971 53.020485),G20,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C20,2017-04-01,brownfield-land/local-authority-eng/GED/G20
"Brookfields Garden Centre, Mapperley Plains, Arnold",yes,,2020-12-11,,3.52,90,90,The site is allocated in the Local Planning Document (site H2). Outline planning permission for up to 32 homes on part of the site (to the rear of Brookfields Garden Centre) (2017/0155) granted in March 2020 and includes s106.,local-authority-eng:GED,not owned by a public authority,2020-03-26,,permissioned,outline planning permission,POINT(-1.102291 53.004843),G49,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C49,2017-04-01,brownfield-land/local-authority-eng/GED/G49
"Bestwood Hotel, Park Road, Bestwood Village",yes,2017-12-19,2019-12-13,,0.15,12,12,Site built in December 2017.,local-authority-eng:GED,not owned by a public authority,2015-09-24,,permissioned,full planning permission,POINT(-1.175971 53.022213),G73,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C73,2017-04-01,brownfield-land/local-authority-eng/GED/G73
"Mansfield Lane (110-112), Mansfield Lane, Calverton",yes,,2020-12-11,,0.11,6,6,The site has full planning permission for 6 homes (2004/1471). Construction work started on plot 1 in July 2009 and no progress since.,local-authority-eng:GED,not owned by a public authority,2004-12-21,,permissioned,full planning permission,POINT(-1.081316 53.041728),G154,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C154,2017-04-01,brownfield-land/local-authority-eng/GED/G154
"Burton Road, Burton Road, Carlton",yes,,2020-12-11,,0.06,8,8,Planning permission (2006/0202) for 3 dwellings lapsed in April 2009. Information from the previous SHLAA 2019 consultation indicates that the Council are still working on proposals to redevelop the site for social housing.,local-authority-eng:GED,owned by a public authority,,,not permissioned,,POINT(-1.085946 52.967507),G209,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C209,2017-04-01,brownfield-land/local-authority-eng/GED/G209
"Fraser Street (Site of 36), Fraser Street, Newstead",yes,2017-12-06,2019-12-13,,0.2,8,8,Site built in December 2017.,local-authority-eng:GED,not owned by a public authority,2016-10-04,,permissioned,full planning permission,POINT(-1.225328 53.069804),G216,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C216,2017-04-01,brownfield-land/local-authority-eng/GED/G216
"Westdale Lane East (72-74), Westdale Lane East, Carlton",yes,,2020-12-11,,0.09,10,10,Full planning permission for 10 new apartments (2020/0828) granted in November 2020.,local-authority-eng:GED,not owned by a public authority,2020-11-02,,permissioned,full planning permission,POINT(-1.087858 52.974199),G229,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C229,2017-04-01,brownfield-land/local-authority-eng/GED/G229
"Sol Construction Ltd, Vale Road, Carlton",yes,,2020-12-11,,0.74,44,44,Construction work delayed on site (2008/0287). Full planning application to vary condition 12 of 2008/0287 for minor changes and amend previously agreed s106 planning obligation (2016/0347) was refused in December 2018. Appeal allowed in June 2019.,local-authority-eng:GED,not owned by a public authority,2008-07-03,,permissioned,full planning permission,POINT(-1.092242 52.956599),G260,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C260,2017-04-01,brownfield-land/local-authority-eng/GED/G260
