site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former Bere Regis primary school, Rye Hill, Bere Regis",yes,,2017-12-31,,0.3,9,9,Only part of site brownfield - school building SHLAA 6/03/1336,local-authority-eng:PUR,owned by a public authority,,,not permissioned,,POINT(-2.218153 50.747808),BR/03/001,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-03-001
"Binnegar Hall, East Stoke, Wareham",yes,,2017-12-31,,1.66,50,50,"SHLAA 6/11/1337. Alterations, extensions and changes of use of existing buildings to Class C3 residential use - 23 dwellings - 9 houses and 14 flats/maisonettes",local-authority-eng:PUR,not owned by a public authority,2016-07-01,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43598,permissioned,full planning permission,POINT(-2.165649 50.683987),BR/11/002,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-11-002
"Kemps Country House Hotel, East Stoke, Wareham",yes,,2017-12-31,,0.1,6,6,"Other application number 6/2015/0005. Change of use of Kemps Country House to 6 dwellings with associated alteration works, extension to the coach house, parking and landscaping.",local-authority-eng:PUR,not owned by a public authority,2015-09-03,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43391,permissioned,full planning permission,POINT(-2.171199 50.683471),BR/11/003,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-11-003
"Bere Farm, Lytchett Minster",yes,,2017-12-31,,0.51,15,15,SHLAA 6/15/1373,local-authority-eng:PUR,not owned by a public authority,,,not permissioned,,POINT(-2.083202 50.740534),BR/15/004,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-15-004
"32 Poole Road, Upton",yes,,2017-12-31,,0.06,6,6,Only part of site brownfield|whole site includes garden development. Demolish existing buildings and erect 3 flats and 7 seven town houses with associated parking; alter existing vehicular access. Part of site brownfield.,local-authority-eng:PUR,not owned by a public authority,2016-07-28,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=44577,permissioned,full planning permission,POINT(-2.023549 50.737322),BR/15/005,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-15-005
"Former Police Station Premises, Argyle Road and Kings Road West, Swanage",yes,,2017-12-31,,0.03,6,6,Alterations and extensions to former police station to facilitate conversion to 6 dwellings,local-authority-eng:PUR,not owned by a public authority,2016-12-22,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=45183,permissioned,,POINT(-1.964994 50.609202),BR/20/006,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-20-006
"Cauldron Barn caravan site, Swanage",yes,,2017-12-31,,0.39,6,6,SHLAA 6/20/1332,local-authority-eng:PUR,not owned by a public authority,,,not permissioned,,POINT(-1.966571 50.616507),BR/20/007,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-20-007
"former grammar school, Northbrook Road, Swanage",yes,,2017-12-31,,0.93,40,40,Only part of the former school site is brownfield -the majority is that which was orginally set aside as a site for Swanage School.,local-authority-eng:PUR,not owned by a public authority,,,permissioned,,POINT(-1.964128 50.620479),BR/20/008,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-20-008
"1 The Pier Head, High St, Swanage",yes,,2017-12-31,,0.16,8,8,"Other application numbers 6/2014/0166|6/2011/0812. Demolition Pier Head Building and associated out buildings, erect two new buildings to form eight flats, restaurant, pizza oven, ice cream parlour and gallery. Landscape site and form new vehicular parking in basement",local-authority-eng:PUR,not owned by a public authority,2015-07-31,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43215,permissioned,full planning permission,POINT(-1.953617 50.607528),BR/20/009,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-20-009
"Wareham Autopoint, North Street, Wareham",yes,,2017-12-31,,0.12,10,10,,local-authority-eng:PUR,not owned by a public authority,,,not permissioned,,POINT(-2.112478 50.689402),BR/23/010,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,2017-12-31,brownfield-land/local-authority-eng/PUR/BR-23-010
