site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Hanover Cottage, 6 Claremont Lane, Esher, KT10 9DW",yes,,2018-04-02,,0.3187,13,13,Development comprising 9 houses and 4 flats with associated parking and landscaping following the demolition of existing buildings.,local-authority-eng:ELM,not owned by a public authority,,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2018/3749'&appno:PARAM=2018/3749&address:PARAM=HanoverCottage,6ClaremontLane,Esher,Surrey,KT109DW&northing:PAR",pending decision,full planning permission,POINT(-0.364576 51.364984),61,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=513950.91982897202&startNorthing=164148.95055544699",2018-04-02
"110 Fairmile Lane, Cobham, KT11 2BX",yes,,2018-04-02,,0.1145,8,8,Detached two-storey building with rooms in the roof space consisitigng of 8 flats with additional access from Fairacres with associated parking and lanscaping following demolition of existing garage.,local-authority-eng:ELM,not owned by a public authority,,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2018/3184'&appno:PARAM=2018/3184&address:PARAM=110FairmileLane,Cobham,Surrey,KT112BX&northing:PARAM=161371&easti",pending decision,full planning permission,POINT(-0.394279 51.340433),60,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=511942.94994852901&startNorthing=161373.05527852799",2018-04-02
"11 Cross Road, Weybridge, Surrey, KT13 9NX",yes,,2018-04-01,,0.0228,5,5,Change of use from Drinking Establishment (A4) (284sqm) to Residential (C3) to provide 4 flats and 1 terraced house and alterations to fenestration following demolition of existing single storey rear projection,local-authority-eng:ELM,not owned by a public authority,2017-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=11+cross+road,permissioned,full planning permission,POINT(-0.439641 51.373935),27,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=508704.132294813&startNorthing=165030.526410349",2017-12-15
"Sherwood House, 40 Severn Drive, Walton-on-Thames, KT12 3BH",yes,,2018-04-01,,0.5234,30,30,"Two-storey side/ rear extension to west side of building, two-storey rear extension to east of building, alterations to existing parking and new access and associated landscaping following demolition of existing plant room",local-authority-eng:ELM,not owned by a public authority,2018-09-05,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2017/3822'&appno:PARAM=2017/3822&address:PARAM=SherwoodHouse,SevernDrive,Walton-on-thames,Surrey,KT123BH&north",permissioned,full planning permission,POINT(-0.396959 51.379142),42,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=511662.16676300601&startNorthing=165673.606874474",2018-04-01
"9 Ashley Road, Walton-on-Thames, Surrey, KT12 1HY",yes,,2018-04-01,,0.0669,5,5,Part two/part first floor side and two storey and single storey rear extensions and conversion of part of first floor to provide five flats,local-authority-eng:ELM,not owned by a public authority,2014-12-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt12+1hy,permissioned,full planning permission,POINT(-0.417162 51.383352),1,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=510246.08625001798&startNorthing=166111.28356850601",2017-12-15
"Lincoln Court, Old Avenue, Weybridge, Surrey, KT13 0PH",yes,,2018-04-01,,0.3138,6,6,Detached part four/part three/part two storey building with basement parking containing 15 flats following demolition of existing block of flats and 2 existing garage blocks,local-authority-eng:ELM,not owned by a public authority,2016-03-24,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=lincoln+court,permissioned,full planning permission,POINT(-0.441193 51.363496),4,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=508620.78529801301&startNorthing=163867.34963040601",2017-12-15
"83 High Street, Walton-On-Thames, Surrey, KT12 1DU",yes,,2017-12-15,,0.017,6,6,PD Prior Notification: Change of use from Office (B1a) to Residential (C3),local-authority-eng:ELM,not owned by a public authority,2018-10-02,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=83+high+street,permissioned,full planning permission,POINT(-0.366184 51.368652),12,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=513829.86327065201&startNorthing=164554.38710624",2017-12-15
"Station House, The Parade, Claygate Esher, Surrey, KT10 0PB",yes,,2018-04-01,,0.0856,8,8,"6 two-storey terraced dwellings, conversion of existing detached dwelling into 1 x shared dwelling (HMO) and 2 x flats, alterations to fenestration and associated hardstanding and landscaping following demolition of side extension",local-authority-eng:ELM,not owned by a public authority,2018-10-26,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2018/2847'&appno:PARAM=2018/2847&address:PARAM=StationHouse,TheParade,Claygate,Esher,Surrey,KT100PB&northing:",permissioned,permission in principle,POINT(-0.348204 51.360751),36,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=515101.23072017397&startNorthing=163703.819992467",2018-10-26
"Site of Molesey Centre for the Community, School Road, Sandra House and Radnor House Hansler Grove, East Molesey, Surrey, KT8 9JL",yes,,2018-04-01,,0.517,6,6,"Development comprising 2 detached three storey buildings, 1 part two/part three storey building and a terrace of 5 houses (total of 50 residential units) with associated parking and new pedestrian access following demolition of Molesey Community Centre, Radnor House and Sandra House (260sqm)",local-authority-eng:ELM,not owned by a public authority,2016-03-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt8+9jl,permissioned,full planning permission,POINT(-0.352318 51.399578),5,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=514717.79139052099&startNorthing=168015.03574854601",2017-12-15
"96 and 96R Walton Road, East Molesey, Surrey, KT8 0DL",yes,,2018-04-01,,0.0382,5,5,PD Prior Notification : Change of use from Office (B1a) to Residential (C3),local-authority-eng:ELM,not owned by a public authority,2016-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=96+walton+road,permissioned,full planning permission,POINT(-0.355177 51.399901),7,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=514518.10837479401&startNorthing=168046.5",2017-12-15
