site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land Between 94A Willow Street and Oak Street, Oswestry",,,2017-12-22,,0.06,6,6,Lapsed Outline Planning Permission previously granted for 6 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,10/00540/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/10-00540-OUT
"Phoenix Garage, Great Hales Street, Market Drayton",,,2017-12-22,,0.31,14,14,Lapsed Full Planning Permission previously granted for a residential development of 14 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,10/00968/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/10-00968-FUL
"Land At 1 Pinkham, Cleobury Mortimer",,,2017-12-22,,0.3,9,9,Lapsed Full Planning Permission previously granted for a residential development of 9 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,10/01319/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/10-01319-FUL
"Pentons Haulage And Coldstore, School Road, Ruyton XI Towns, Shrewsbury, Shropshire, SY4 1JT",,,2017-12-22,,4.77,80,80,Outline Planning Permission previously granted on the 2011-12-23 (10/04143/OUT) for 94 dwellings. The application subsequently lapsed. |There remains a known interest in bringing this site forward for residential development.. Lapsed Outline Planning Permission previously granted for 80 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,10/04143/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/10-04143-OUT
"6 St Marys Street, Market Drayton",,,2017-12-22,,0.03,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,11/00983/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/11-00983-FUL
"Land at 1 Forge Way, Dorrington, Shrewsbury",,,2017-12-22,,0.05,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,11/02325/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/11-02325-FUL
"Coach Garage, Village Road, Childs Ercall, Market Drayton",,,2017-12-22,,0.19,5,5,Lapsed Outline Planning Permission previously granted for 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,11/03859/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/11-03859-OUT
"7 Claremont Street, Shrewsbury",,,2017-12-22,,0.04,7,7,Lapsed Full Planning Permission previously granted for a residential development of 7 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,,11/04508/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/11-04508-FUL
"Bromfield, 66 Spring Gardens, Shrewsbury, Shropshire, SY1 2TE",yes,,2017-12-22,,0.13,9,9,Outline application for the erection of nine open market one affordable dwelling to include layout and access following demolition of existing dwelling.,local-authority-eng:SHR,not owned by a public authority,2016-03-16,,permissioned,outline planning permission,,13/00022/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/13-00022-OUT
"McKeand Smith & Co Ltd, Station Road, Albrighton, Wolverhampton, WV7 3EA",yes,,2017-12-22,,0.17,9,9,"New Planning Application (17/02469/FUL) pending consideration on the site.. Change of use from B1 to C3 (dwelling houses); Demolition of outbuildings and office block; Conversion of existing workshop buildings to form 2 no. 2 bed dwellings; Erection of 4 no. 3 bed dwellings, 1 no. 2 bed dwelling and 1 no. 2 bed flat above garaging; Access improvements; Parking provision; and Outside waste storage.",local-authority-eng:SHR,not owned by a public authority,2014-09-08,,permissioned,full planning permission,,13/00097/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22,brownfield-land/local-authority-eng/SHR/13-00097-FUL
