site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"St Martin's Hospital, Canterbury",yes,,2017-11-23,,6.39,163,163,Strategic Allocation in Local Plan. Allocated for 164 Units,local-authority-eng:CAT,,,,Not Permissioned,,POINT(1.106021 51.277165),BR-002,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=616725,157695,27700&scale=2000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-002
"Land Adjacent to Canterbury West Station, Canterbury",yes,,2018-02-08,,0.22,20,20,Existing Allocation in Local Plan. Allocated for erection of 20 dwellings,local-authority-eng:CAT,mixed ownership,,,Not Permissioned,,POINT(1.076847 51.285042),BR-004,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=614654,158485,27700&scale=500",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-004
"Kingsmead Depot, Kingsmead Road, Canterbury",yes,,2017-11-23,,3.85,32,32,Existing Allocation in Local Plan. Full Application is pending decision. Demolition of existing buildings and erection of 40 dwellings,local-authority-eng:CAT,mixed ownership,,,pending decision,,POINT(1.087569 51.285578),BR-005,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=615399,158576,27700&scale=2000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-005
"Former Employment Exchange, St Johns Lane, Canterbury",,,2017-11-23,,0.08,24,24,Existing Allocation in Local Plan. Allocated for 24 Dwellings,local-authority-eng:CAT,,,,Not Permissioned,,POINT(1.078092 51.276419),BR-006,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=614781,157530,27700&scale=500",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-006
"Canterbury East Station (North side) Car Park, Canterbury",yes,,2017-11-23,,0.48,24,24,Existing Allocation in Local Plan. Allocated for erection of 24 dwellings,local-authority-eng:CAT,,,,Not Permissioned,,POINT(1.078642 51.273697),BR-007,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=614832,157229,27700&scale=1000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-007
"Northgate Car Park, Norhgate, Canterbury",,,2017-11-23,,0.21,21,21,Existing Allocation in Local Plan. Allocated for erection of 21 dwellings,local-authority-eng:CAT,mixed ownership,,,Not Permissioned,,POINT(1.086126 51.284168),BR-008,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=615305,158415,27700&scale=500",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-008
"Castle Street Car Park, Canterbury",,,2017-11-23,,0.28,54,54,Existing Allocation in Local Plan. Allocated for erection of 54 dwellings,local-authority-eng:CAT,owned by a public authority,,,Not Permissioned,,POINT(1.075498 51.275579),BR-009,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=614604,157429,27700&scale=1000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-009
"BT Car park, Upper Chantry Lane, Canterbury",yes,,2017-11-23,,0.43,20,20,Existing Allocation in Local Plan. Allocated for erection of 20 dwellings,local-authority-eng:CAT,,,,Not Permissioned,,POINT(1.085929 51.274162),BR-010,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=615338,157302,27700&scale=1000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-010
"Holmans Meadow Car Park, Dover Street, Canterbury",,,2017-11-23,,0.54,20,20,Existing Allocation in Local Plan. Allocated for erection of 20 dwellings,local-authority-eng:CAT,owned by a public authority,,,Not Permissioned,,POINT(1.083241 51.275564),BR-011,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=615144,157450,27700&scale=1000",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-011
"Rosemary Lane Car Park, Rosemary Lane, Canterbury",yes,,2017-11-23,,0.27,20,20,Existing Allocation in Local Plan. Allocated for erection of 20 dwellings,local-authority-eng:CAT,owned by a public authority,,,Not Permissioned,,POINT(1.075695 51.276806),BR-012,"https://mapping.canterbury.gov.uk/webapps/Brownfield_Sites/?center=614612,157566,27700&scale=500",2017-11-01,brownfield-land/local-authority-eng/CAT/BR-012
