site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Warren Close, Brandon",yes,,2020-12-17,,0.39,23,23,"Brownfield, previous library and preschool",,not owned by a public authority,,,,,,BF006,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF006,2017-09-01,
"Land Off Gas House Lane, Brandon",yes,,2020-12-17,,0.35,10,10,"Brownfield, previous gasworks",,not owned by a public authority,2019-01-09,,,outline planning permission,,BF007,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF007,2017-09-01,
"Land rear of 65, 69, 73 Station Road, Lakenheath",yes,,2020-12-17,,0.81,24,24,"Brownfield- gardens within settlement boundary, but not town",,,,,,,,BF012,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF012,2017-09-01,
"District Council Offices, College Heath Road, Mildenhall",yes,,2020-12-17,,2.01,89,89,Brownfield- Council offices,,owned by a public authority,,,,,,BF015,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF015,2017-09-01,
"Land At Wamil Court, Mildenhall",yes,,2020-12-17,,0.62,18,18,Brownfield - care home,,owned by a public authority,2020-09-03,,,full planning permission,,BF016,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,2017-09-01,
"Former Swimming Pool Site, Newmarket",yes,,2020-12-17,,0.26,14,14,Brownfield - old swimming pool site and disused public house within settlement boundary,,not owned by a public authority,2016-03-10,,,outline planning permission,,BF019,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,2017-09-01,
"St Felix Middle School Site, Newmarket",yes,,2020-12-17,,1.39,50,50,"Mixed - outbuildings associated with school, in settlement boundary",,owned by a public authority,,,,,,BF020,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,2017-09-01,
"Land Off Turnpike Road, Red Lodge",yes,,2020-12-17,,2.56,132,132,"Mixed - residential, haulage depot, garage",,mixed ownership,,,,,,BF021,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF021,2017-09-01,
"Bury St Edmunds Garden Centre, Bury St Edmunds",yes,,2020-12-17,,1.37,30,30,Brownfield - garden centre,,not owned by a public authority,,,,,,BF031,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF031,2017-09-01,
"Garages And Bus Depot, Cotton Lane, Bury St Edmunds",yes,,2020-12-17,,0.65,50,50,Brownfield - bus depot and car repairs/ dealership,,not owned by a public authority,,,,,,BF032,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF032,2017-09-01,
