site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Oakley House Leicester Street Brighton,yes,,2019-12-09,,0.08,5,5,Added due to response from landowner that site could be developed. Considered min 5 attainable,local-authority-eng:BNH,owned by a public authority,,,not permissioned,,POINT(-0.128851 50.822008),BLR0001,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/blr0001-oakley-house-leicester-street.pdf,2018-12-17,brownfield-land/local-authority-eng/BNH/BLR0001
17 Marmion Road Hove,yes,,2019-12-09,,0.07,5,5,Development commenced 201617,local-authority-eng:BNH,not owned by a public authority,2015-11-03,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR5ZDMXE257|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR65DMXE247,permissioned,full planning permission,POINT(-0.187844 50.834469),PP4588,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/pp4588-17-marmion-road-hove.pdf,2017-10-03,brownfield-land/local-authority-eng/BNH/PP4588
20 Sackville Road & 78 Pembroke Crescent Hove,yes,,2019-12-09,,0.07,5,5,Development commenced 201617,local-authority-eng:BNH,not owned by a public authority,2016-03-01,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR63DMXE559,permissioned,full planning permission,POINT(-0.178456 50.830455),PP4653,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/pp4653-20-sackville-road-78-pembroke-crescent-hove.pdf,2017-10-03,brownfield-land/local-authority-eng/BNH/PP4653
19 Oriental Place Brighton,yes,,2019-12-09,,0.01,5,5,Development not started on site 201718,local-authority-eng:BNH,not owned by a public authority,2017-11-14,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?keyVal=ORSGA5DMGSF00&activeTab=summary,permissioned,full planning permission,POINT(-0.153472 50.823408),PP5659,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/pp5659-19-oriental-place-brighton.pdf,2018-11-06,brownfield-land/local-authority-eng/BNH/PP5659
2 - 4 Sackville Road Hove,yes,,2019-12-09,,0.07,5,5,Development commenced 2019,local-authority-eng:BNH,not owned by a public authority,2018-05-02,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OW7I5MDMLCM00,permissioned,full planning permission,POINT(-0.178882 50.829383),PP5771,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP5771%202%20to%204%20Sackville%20Road%20Hove.pdf,2019-12-09,brownfield-land/local-authority-eng/BNH/PP5771
45 Portland Road Hove,yes,,2019-12-09,,0.02,5,5,Development Not Started 2019,local-authority-eng:BNH,not owned by a public authority,2019-03-11,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PJDKC8DM0PA00,permissioned,other,POINT(-0.181022 50.819622),PP5925,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP5925%2045%20Portland%20Road%20Hove.pdf,2019-12-09,brownfield-land/local-authority-eng/BNH/PP5925
Gas Works Site Boundary Road Brighton,,,2019-12-16,yes,2.34,340,340,The Gas Works site is included within CPP1 policy DA2 Brighton Marina. The Gas Works Site is an existing Strategic Allocation for business floorspace 85 residential units and some ancillary retail. Land slopes to the south - opportunities for higher density development. Southern part of sites contains non-operational land formally used for storage and production of gas. The northern part of the site is occupied by 2 operational gas holders. The northern part of site is owned by Southern Gas Network plc and use would require decommissioning and removal of gasholders. Owners of site consider there is a reasonable prospect that residential development will take place on the land within 5 years,local-authority-eng:BNH,mixed ownership,,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PDG5TVDM0PA00|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR7SDMXE993,not permissioned,,POINT(-0.105411 50.816018),SHLAA0001,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0001-gas-works-site-boundary-road-brighton.pdf,2017-09-18,brownfield-land/local-authority-eng/BNH/SHLAA0001
Land at Brighton Marina (Inner Harbour),,,2019-12-16,,11.52,1000,1000,Brighton Marina & Black Rock Development Area. Strategic Allocation. Adjacent to Local Wildlife Site. No planning app. Call for Sites 2017. No site wide planning history.,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.104173 50.812931),SHLAA0003,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0003-land-at-brighton-marina-inner-harbour.pdf,2017-09-26,brownfield-land/local-authority-eng/BNH/SHLAA0003
Land at Brighton Marina (Outer Harbour),yes,,2019-12-16,,5.33,661,661,Phase 1 complete 201516 (195) Phase 2 (244) Commenced 2016/17. Brighton Marina Inner Harbour is a Strategic Allocation within the DA2 Development Area within CPP1. Call for Sites 2017. Public exhibition for proposed remaining sites Nov 2018. New application for Phase 2 received April 2019 for 480 units,local-authority-eng:BNH,not owned by a public authority,2006-07-04,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PPA1IFDM0PA00|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR61DMXE980|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR67DMXE520|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6EDMXE556|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR73DMXE858|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR79DMXE336,permissioned,full planning permission,POINT(-0.105988 50.810874),SHLAA0004,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0004-land-at-brighton-marina-outer-harbour.pdf,2017-09-18,brownfield-land/local-authority-eng/BNH/SHLAA0004
Preston Barracks Lewes Road Brighton,yes,,2019-12-16,,1.96,363,363,Development substantially commenced. Strategic Allocation. Planning app BH2017/00492 includes Preston Barracks site as part of wider site including Brighton University Mithras House and Watts sites as part of a the Strategic Allocation within policy DA3 – Lewes Road in CPP1. The Preston Barracks site brings forward the residential requirement of the allocation.,local-authority-eng:BNH,not owned by a public authority,2017-12-22,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL5ZO4DMHIF00,permissioned,full planning permission,POINT(-0.121107 50.842677),SHLAA0014,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0014-preston-barracks-lewes-road-brighton.pdf,2017-09-18,brownfield-land/local-authority-eng/BNH/SHLAA0014
BT Site bottom side Freshfield Road,,,2019-12-16,,0.6,45,45,Eastern Street/Edward Street Development Area. Site currently used by British Telecom (sui generis use) for employment purposes. Existing employment use of the site should be retained on this non designated site.,local-authority-eng:BNH,not owned by a public authority,,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR75DMXE948,not permissioned,,POINT(-0.125698 50.82203),SHLAA0027,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0027-bt-site-bottom-side-freshfield-road.pdf,2017-09-26,brownfield-land/local-authority-eng/BNH/SHLAA0027
Brighton Youth Centre 64 Edward Street Grosvenor Place,,,2019-12-16,,0.07,11,11,Eastern Street/Edward Street Development Area. Possible ownership constraints. Site protected under policy HO20. Community use to be incorporated into new development,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.130685 50.822289),SHLAA0028,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0028-brighton-youth-centre-64-edward-street-grosvenor-place.pdf,2017-09-26,brownfield-land/local-authority-eng/BNH/SHLAA0028
Former Municipal Market Circus Street Brighton,yes,,2019-12-16,,0.79,142,142,Development substantially commenced 201819 - Strategic Allocation - Commenced 2015/16,local-authority-eng:BNH,not owned by a public authority,2015-03-19,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR62DMXE124|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZR63DMXE207&activeTab=summary|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZR6BDMXE145&activeTab=summary,permissioned,full planning permission,POINT(-0.134399 50.824939),SHLAA0030,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0030-former-municipal-market-circus-street-brighton.pdf,2017-09-18,brownfield-land/local-authority-eng/BNH/SHLAA0030
Edward St (Amex House),yes,,2019-12-16,,1.8,168,168,Eastern Street/Edward Street Development Area. Call for Sites 2017. The quantity of housing proposed for this site is based upon SPD04 Edward Street Quarter which was adopted in March 2006. There are two options set out in the SPD - Option 1 was selected. Implementation of this scheme is reliant upon the support of Amex. Strategic Allocation Application Submitted,local-authority-eng:BNH,not owned by a public authority,2018-10-25,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P3IQ96DM0P100|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6RDMXE754|https://planningapps.brighton-hove.gov.uk/online-applications/simpleSearchResults.do?action=firstPage|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZR5ZDMXE699&activeTab=summary|http://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR65DMXE802|http://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6EDMXE524|http://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6QDMXE171,permissioned,full planning permission,POINT(-0.132822 50.823187),SHLAA0032,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0032-edward-st-amex-house.pdf,2017-09-26,brownfield-land/local-authority-eng/BNH/SHLAA0032
PO Sorting Office Denmark Villas Hove,,,2019-12-16,,0.59,67,67,Added due to response from landowner that site could be developed in 6-10 years. 67 units considered possible to allow for a possible employment element.,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.168366 50.834282),SHLAA0035,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0035-po-sorting-denmark-villas.pdf,2018-12-17,brownfield-land/local-authority-eng/BNH/SHLAA0035
(Smoky Estate) Corner of Church Road Lincoln Road & Gladstone Road Portslade,,,2019-12-16,,0.32,32,32,Emerging City Plan Part 2 Allocation 32 Units,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.214775 50.833966),SHLAA0041,https://new.brighton-hove.gov.uk/sites/default/files/planning_bc_regen/policy/brownfield-sites/shlaa0041-smoky-estate-corner-of-church-road-lincoln-road-gladstone-road-portslade.pdf,2017-09-26,brownfield-land/local-authority-eng/BNH/SHLAA0041
