site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Land South of Wilson Street Anlaby with Anlaby Common,yes,,2017-12-04,,0.32,10,10,15/03991/PLF (PP),local-authority-eng:ERY,not owned by a public authority,2016-07-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03991/PLF,permissioned,full planning permission,POINT(-0.434049 53.745454),127,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/127
Land At St Catherines Cottage And Jesfield Main Street Barmby Moor,yes,,2017-12-04,,0.27,10,10,12/01316/PLF (PP),local-authority-eng:ERY,not owned by a public authority,2012-07-25,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01316/PLF,permissioned,full planning permission,POINT(-0.821252 53.931332),129,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/129
Land East of Glebe Gardens Beeford,yes,,2017-12-04,,0.79,14,14,15/02387/OUT (PP),local-authority-eng:ERY,not owned by a public authority,2016-04-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02387/OUT,permissioned,outline planning permission,POINT(-0.278492 53.972804),130,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/130
"Ringley Farm, 79 High Street Bempton",yes,,2017-12-04,,0.16,5,5,15/01744/OUT (PP),local-authority-eng:ERY,not owned by a public authority,2016-07-19,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01744/OUT,permissioned,outline planning permission,POINT(-0.182897 54.13166),191,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2017-12-04,brownfield-land/local-authority-eng/ERY/191
Longcroft Lower School Church Road Beverley,yes,,2017-12-04,,2.27,68,68,BEV-C (AD),local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.453076 53.851319),91,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/91
Beverley College Gallows Lane Beverley,yes,,2017-12-04,,2.73,36,36,14/00428/STREM (PP),local-authority-eng:ERY,not owned by a public authority,2014-04-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00428/STREM,permissioned,reserved matters approval,POINT(-0.445788 53.847676),131,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/131
Land South of Holme Church Lane Beverley,yes,,2017-12-04,,0.52,16,16,BEV-F (AD),local-authority-eng:ERY,not owned by a public authority,,,not permissioned,,POINT(-0.410796 53.840996),90,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/90
South of Lord Roberts Road Beverley,yes,,2017-12-04,,1,16,16,BEV-N (AD),local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.427489 53.840112),59,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/59
Land at Chantry Lane Junction Beverley,yes,,2017-12-04,,0.11,16,16,15/00532/PLF (PE),local-authority-eng:ERY,not owned by a public authority,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00532/PLF,pending decision,,POINT(-0.421797 53.841253),192,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2017-12-04,brownfield-land/local-authority-eng/ERY/192
"Keldgate Manor, Keldgate Beverley",yes,,2017-12-04,,0.53,16,16,16/01259/STPLF (PP),local-authority-eng:ERY,not owned by a public authority,2016-11-02,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01259/STPLF,permissioned,full planning permission,POINT(-0.427174 53.837642),193,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2017-12-04,brownfield-land/local-authority-eng/ERY/193
Land at Burlington Centre/Priory View Bridlington,yes,,2017-12-04,,1.56,49,49,BRID-D (AD),local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.204625 54.095993),65,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/65
25 Pinfold Street Bridlington,yes,,2017-12-04,,0.2395,5,5,15/00202/PLF (PP),local-authority-eng:ERY,not owned by a public authority,2015-03-16,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00202/PLF,permissioned,outline planning permission,POINT(-0.204142 54.095505),136,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12,brownfield-land/local-authority-eng/ERY/136
45 Scarborough Road Bridlington,yes,,2017-12-04,,0.28,9,9,15/01006/PLF (PP),local-authority-eng:ERY,not owned by a public authority,2016-10-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01006/PLF,permissioned,full planning permission,POINT(-0.207719 54.094237),194,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2017-12-04,brownfield-land/local-authority-eng/ERY/194
