site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
400 Hoe Street,yes,,2017-12-06,,0.2,38,38,Demolition of existing buildings. Construction of building(3 to 5 storeys) to form 38 residential units (16 x 1 bed 17 x 2 bed and 5 x 3 bed) and 395sq m commercial space at ground floor level (use class A1 A2 B1 and D1). Provision of amenity space,local-authority-eng:WFT,not owned by a public authority,2016-11-25,,permissioned,full planning permission,POINT(-0.016641 51.577243),142872,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/142872
52a Radbourne Crescent,yes,,2017-12-06,,0.18,11,11,Residential redevelopment. Demolition of existing building and construction of 3 to 4 storey building to form 27 residential self-contained flats (6x1 bed 13x2 bed 4x3 bed 4x4 bed) Provision of 13 car parking space cycle store and refuse collection,local-authority-eng:WFT,not owned by a public authority,2016-02-15,,permissioned,full planning permission,POINT(0.000055 51.59133),150325,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/150325
Rowden Parade,yes,,2017-12-06,,0.15,30,30,Residential development. Demolition of existing building and construction of 2 to 5 storey building including basement to provide 30 residential units (14 x 1 bed 11 x 2 bed and 5 x 3 bed). Amenitys space provision of 20 x surface level car parking spaces,local-authority-eng:WFT,not owned by a public authority,2017-06-20,,permissioned,full planning permission,POINT(-0.016651 51.608178),160233,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/160233
1a Old Church Road,yes,,2017-12-06,,0.15,9,9,First and second floor extensions and conversion of upper floors into9 flats (2x1 bed 5x2 bed and 2x3 bed),local-authority-eng:WFT,not owned by a public authority,2017-02-16,,permissioned,full planning permission,POINT(-0.017183 51.617179),150891,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/150891
676-678 High Road Leytonstone,yes,,2017-12-06,,0.15,9,9,Partial demolition of the existing building and construction of part one part two-storey rear extension and a three-storey building comprising of retail floor space (Class use A1/A3 and nine residential units (3 x 1 bedroom 5 x 2 bedroom 1 x 3 bedroo,local-authority-eng:WFT,not owned by a public authority,2017-01-25,,permissioned,full planning permission,POINT(0.011777 51.568765),162160,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/162160
489-495 Grove Green Road,yes,,2017-12-06,,0.12,9,9,Demolition of existing building and construction of 3 to 4 storey buildings to form 'community arts space'(271sqm; use class D1) at ground floor level and 9 x residential units (3 x 1 bed 2 x 2 bed 2 x 3 bed 2 x 4 bed) at ground and upper floors,local-authority-eng:WFT,not owned by a public authority,2016-01-19,,permissioned,full planning permission,POINT(0.006288 51.566988),150538,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/150538
Land to the Rear 35-47 Jordan Court,yes,,2017-12-06,,0.11,5,5,the demolition of existing garages and construction of 5 x 3-bedroom houses.,local-authority-eng:WFT,not owned by a public authority,2014-11-14,,permissioned,full planning permission,POINT(-0.004999 51.623249),2014/1061/OUT,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/2014-1061-OUT
30-32 Sutherland Road,yes,,2017-12-06,,0.09,6,6,A mixed use redevelopment. Construction of 3 to 4 storey building involving part ground first second and third floor extensions to provide 9 self-contained flats (2x1 bed 2x2 bed 5x3 bed). Provision of 1190sqm retail space (use class A1 B1 and B8),local-authority-eng:WFT,not owned by a public authority,2016-07-25,,permissioned,full planning permission,POINT(-0.038615 51.592828),151966,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/151966
139 Francis Road,yes,,2017-12-06,,0.09,6,6,Demolition of workshop buildings and construction of 5 x 3 bedroomhouses and 1 x 1 bedroom flat,local-authority-eng:WFT,not owned by a public authority,2017-04-11,,permissioned,full planning permission,POINT(-0.004711 51.563606),162547,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/162547
20 Coopers Lane,yes,,2017-12-06,,0.07,6,6,Demolition of existing warehouse/office buildings and construction ofsix dwellinghouses (5 x 4 bedroom 1 x 3 bedroom),local-authority-eng:WFT,not owned by a public authority,2017-03-21,,permissioned,full planning permission,POINT(-0.009535 51.569434),160955,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/160955
404-424 High Road Leyton,yes,,2017-12-06,,0.07,9,9,Demolition of existing garage building and construction of (1 to 3)storey building to provide (56sqm) retail space at ground floor leveland 9 self-contained flats (3 x 1 bed 4 x 2 bed 2 x 3 bed) on groundand upper floors,local-authority-eng:WFT,not owned by a public authority,2017-07-28,,permissioned,full planning permission,POINT(-0.010672 51.563545),153511,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/153511
74 Oakfield Road,yes,,2017-12-06,,0.06,10,10,Change of Use from (Use Class B8) storage to (Use Class C3)residential to provide 10 self-contained flats.,local-authority-eng:WFT,not owned by a public authority,2017-03-08,,permissioned,other,POINT(-0.032675 51.594293),162017,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/162017
