site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"High Town Block C, Midland Road Passage",,,2018-12-28,,0.16,7,6,No planning history provided as site covers multiple plots with multiple histories. https://www.luton.gov.uk/ENVIRONMENT/PLANNING/REGIONAL%20AND%20LOCAL%20PLANNING/HIGHTOWN-MASTERPLAN/Pages/default.aspx,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.413124 51.883154),SHLAA138,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/138-and-139.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA138
Station Quarter,,,2018-12-28,,1.48,413,375,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.412433 51.881328),SHLAA148,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/148-and-149.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA148
Marsh Farm Central Area,yes,,2018-12-28,,3.91,93,93,"Erection of 24 one bedroom and 58 two bedroom flats and 5 two bedroom, 3 three bedroom and 3 four bedroom houses together with associated works after demolition of the Purley Centre",local-authority-eng:LUT,,2018-12-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029QGKGLI000,permissioned,full planning permission,POINT(-0.453512 51.917995),SHLAA149,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/148-and-149.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA149
Power Court,,,2018-12-28,,7.21,550,550,"Temporary permission for use as car parking exists (17/00976/TEMP). Outline planning permission, with all matters reserved except for access, for mixed use development comprising residential floorspace (use class C3)",local-authority-eng:LUT,not owned by a public authority,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IHI6YZKGM5018,pending decision,,POINT(-0.40828 51.879618),SHLAA150,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/150-and-151.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA150
Moreton Park Estate,yes,,2018-12-28,,0.83,40,40,Erection of 41 dwellinghouses comprising of 20 two bedroom and 21 three bedroom with associated amenity space and parking.,local-authority-eng:LUT,,2018-07-27,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0020XNKGLI000,permissioned,full planning permission,POINT(-0.399109 51.892792),SHLAA160,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA160
"Oxen Industrial Estate, Oxen Road",,,2018-12-28,,0.60,53,48,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001UOTKGLI000,not permissioned,,POINT(-0.405778 51.887092),SHLAA161,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA161
Land at Caleb Close,yes,,2018-12-28,,2.50,224,224,"The site also has extant permission (15/01507/OUT). Re-development of site to provide 224 residential units comprising of 21 Two Bedroom houses, 20 Three Bedroom houses and 75 one bedroom flats and 108 two bedroom flats with associated car parking and landscaping.",local-authority-eng:LUT,,2018-03-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFDW6KG09800,permissioned,full planning permission,POINT(-0.448048 51.89343),SHLAA174,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA174
Car Parks on Dunstable Place,,,2018-12-28,,0.29,45,41,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.420048 51.879201),SHLAA175,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA175
Dalroad Industrial Estate,,,2018-12-28,,0.79,35,32,No planning history provided as site covers part of wider employment estate,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.434327 51.883456),SHLAA180,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/180-and-181.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA180
"The Windsor Castle, 12 Albert Road",yes,,2018-12-28,,0.08,119,119,"The permission applies across this site and site reference SHLAA222. Erection of three 4 to 9 storey buildings comprising 137 one bedroom, 99 two bedroom and 2 studios with associated paths, fences, walls, cycle storage and soft landscaping.",local-authority-eng:LUT,,2017-06-16,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M8UM6IKG09600,permissioned,full planning permission,POINT(-0.411712 51.875393),SHLAA183,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/182-and-183.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA183
142-144 Midland Road,yes,,2018-12-28,,0.08,40,40,"The site also benefits for other, extant permissions (17/02167/FUL). Erection of an extension to the seventh floor over the terrace spaces to the east and west sides, and an eighth floor with terrace roof over to create a further 6 flats.",local-authority-eng:LUT,,2018-12-18,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001P6MKGLI000,permissioned,full planning permission,POINT(-0.416343 51.883341),SHLAA188,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/187-and-188.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA188
Extension to Mall,,,2018-12-28,,2.40,39,35,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,POINT(-0.415135 51.880502),SHLAA190,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/189-and-190.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA190
"Napier Park, Kimpton Road",yes,,2018-12-28,,24.44,1205,1205,Other parts of the site also have extant permission (16/01340/REM and 17/00283/FUL. Erection of 685 flats comprised of 424 one bedroom and 261 two bedroom units,local-authority-eng:LUT,,2017-08-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFQB2KG09600,permissioned,full planning permission,POINT(-0.395596 51.876775),SHLAA191,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/191-and-192.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA191
Rear of 66-76 Castle Street,,,2018-12-28,,0.21,12,11,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JDRB9ZKG47000,not permissioned,,POINT(-0.41756 51.874744),SHLAA198,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/197-and-198.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA198
27-37 Chapel Street,yes,,2018-12-28,,0.14,18,18,Erection of 18 x 1 Bed units at rear of 27-37 Chapel St,local-authority-eng:LUT,,2017-03-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IGS8MXKGM5000,permissioned,full planning permission,POINT(-0.416962 51.876048),SHLAA199,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/199-and-200.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA199
37-47 Cheapside,,,2018-12-28,,0.11,65,59,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HDFKADKGD0000,not permissioned,,POINT(-0.414465 51.880151),SHLAA202,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/201-and-202.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA202
41 - 43 Dudley Street,yes,,2018-12-28,,0.13,54,54,"Erection of 3, 4 and 5 storey building comprising of 38 one bedroom and 16 two bedroom flats with associated car/cycle parking and amenity space",local-authority-eng:LUT,,2017-05-18,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001OYJKGLI000,permissioned,full planning permission,POINT(-0.415658 51.884231),SHLAA207,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/207-and-208.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA207
13-31 Dunstable Road,yes,,2018-12-28,,0.24,214,214,"Erection of 214 flats, comprising 195 one bedroom flats, 15 two bedroom flats and 4 three bedroom flats, Part 8 and part 12 storey building with associated access, car parking and landscaping",local-authority-eng:LUT,,2017-11-17,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001YY1KGLI000,permissioned,full planning permission,POINT(-0.424499 51.881527),SHLAA208,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/207-and-208.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA208
"Land opposite Whitbread House, Flowers Way",yes,,2018-12-28,,0.45,318,318,Erection of three new mixed-use development blocks comprising 318 residential units with balconies,local-authority-eng:LUT,,2017-10-13,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001Z7AKGLI000,permissioned,full planning permission,POINT(-0.414248 51.876803),SHLAA210,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/209-and-210.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA210
33 Guildford Street,,,2018-12-28,,0.01,12,11,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NB4KGLI000,not permissioned,,POINT(-0.412953 51.880589),SHLAA213,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/213-and-214.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA213
35 Guildford Street,,,2018-12-28,,0.04,15,14,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001T3BKGLI000,not permissioned,,POINT(-0.413071 51.880537),SHLAA214,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/213-and-214.pdf,2017-12-01,brownfield-land/local-authority-eng/LUT/SHLAA214
