site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Ebbsfleet Central including car parks and land east of International Way,,,2019-12-16,,31.92,3382,1000,,local-authority-eng:DAR,not owned by a public authority,2003-11-01,,permissioned,outline planning permission,POINT(0.321166 51.439855),1,https://www.dartford.gov.uk/__data/assets/pdf_file/0006/885849/001-Ebbsfleet-Central-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/1
"Rear of Two Brewers, 33 Lowfield Street, Dartford DA1 1EW",yes,,2019-12-16,,0.04,11,11,,local-authority-eng:DAR,not owned by a public authority,2015-05-26,https://publicaccess.dartford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N5BF90BQ9N000,permissioned,full planning permission,POINT(0.216323 51.443171),4,"https://www.dartford.gov.uk/__data/assets/pdf_file/0008/885851/004-Two-Brewers,-Lowfield-Street-BLR2019.pdf",2017-12-19,brownfield-land/local-authority-eng/DAR/4
"St Marys Church Hall, Church Hill, Stone, DA9 9BP",yes,,2019-12-16,,0.1,6,6,,local-authority-eng:DAR,not owned by a public authority,2018-11-09,https://publicaccess.dartford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PDGD5VBQ00L00,permissioned,reserved matters approval,POINT(0.26488 51.45048),5,https://www.dartford.gov.uk/__data/assets/pdf_file/0012/885855/005-St-Marys-Church-Hall-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/5
"Land Adjacent To The Rear Of 1-12 Cressener Place, Burnham Road, Dartford",yes,,2019-12-16,,0.14,5,5,,local-authority-eng:DAR,not owned by a public authority,2016-12-16,https://publicaccess.dartford.gov.uk/online-applications/applicationDetails.do?keyVal=O7DEOJBQGO900&activeTab=summary,permissioned,full planning permission,POINT(0.211807 51.45038),8,https://www.dartford.gov.uk/__data/assets/pdf_file/0007/885859/008-Land-Adjacent-To-The-Rear-Of-1-12-Cressener-Place-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/8
"Steam Crane Wharf, Lower Hythe Street, Dartford",,,2019-12-16,,0.48,30,19,,local-authority-eng:DAR,not owned by a public authority,,,not permissioned,,POINT(0.218695 51.45025),10,"https://www.dartford.gov.uk/__data/assets/pdf_file/0008/885860/010-Steam-Crane-Wharf,-Lower-Hythe-Street-BLR2019.pdf",2017-12-19,brownfield-land/local-authority-eng/DAR/10
"Land East Of Lowfield Street, Dartford",yes,,2019-12-16,,2.55,548,548,,local-authority-eng:DAR,not owned by a public authority,2017-09-07,https://publicaccess.dartford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHKJDCBQMMW00,permissioned,full planning permission,POINT(0.216804 51.442101),14,https://www.dartford.gov.uk/__data/assets/pdf_file/0009/885861/014-Land-East-of-Lowfield-Street-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/14
"Former Croxton and Garry Site, Tiltman Avenue, Swanscombe",yes,,2017-12-19,,2.57,220,220,,local-authority-eng:DAR,not owned by a public authority,2018-12-12,http://applications.ebbsfleetdc.org.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVFNE0UAKRW00,permissioned,outline planning permission,POINT(0.296768 51.451775),15,https://www.dartford.gov.uk/__data/assets/pdf_file/0011/885863/015-Former-Croxton-and-Garry-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/15
"Station Approach, Dartford DA1 1BP",,,2019-12-16,,1.76,274,106,,local-authority-eng:DAR,mixed ownership,,,not permissioned,,POINT(0.218567 51.447005),17,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/885865/017-Station-Approach-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/17
"Thames Europort (Dartford International Ferry Terminal), Clipper Boulevard, Dartford",yes,2019-12-16,2017-12-19,,17.93,,,,local-authority-eng:DAR,not owned by a public authority,,,not permissioned,,POINT(0.264299 51.455321),18,,2017-12-19,brownfield-land/local-authority-eng/DAR/18
"Glentworth Club Site, 154 Lowfield Street, Dartford DA1 1JB",,,2019-12-16,,0.55,31,10,,local-authority-eng:DAR,not owned by a public authority,,,not permissioned,,POINT(0.216359 51.440338),19,https://www.dartford.gov.uk/__data/assets/pdf_file/0005/885866/019-Glentworth-Club-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/19
"Former Co-Op 20-54 Hythe Street and Westgate Car Park, Kent Road, Dartford",yes,,2019-12-16,,1.08,140,60,,local-authority-eng:DAR,mixed ownership,,,not permissioned,,POINT(0.215652 51.445657),20,https://www.dartford.gov.uk/__data/assets/pdf_file/0006/885885/020-Former-Co-Op-and-Westgate-Car-Park-BLR2019.pdf,2017-12-19,brownfield-land/local-authority-eng/DAR/20
