site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Site of The Vigo public house, Hartside, Birtley",yes,,2017-12-21,,0.2,11,4,DC/17/00742/FUL. 10 houses,local-authority-eng:GAT,not owned by a public authority,2017-09-13,,permissioned,full planning permission,POINT(-1.563122 54.882501),HLA1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLA1
"BAE Systems, Mitchell St, Birtley",yes,,2017-12-21,yes,11.12,367,222,DC/11/00546/OUT (expired),local-authority-eng:GAT,not owned by a public authority,,,not permissioned,,POINT(-1.583329 54.898145),HLA19,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLA19
"Bleach Green, Elm Rd, Blaydon",yes,,2017-12-21,,4.84,202,97,,local-authority-eng:GAT,mixed ownership,,,not permissioned,,POINT(-1.709765 54.960635),HLB1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLB1
"Blaydon Bank / Litchfield Lane, Winlaton",yes,,2017-12-21,,0.1,7,6,DC/15/00974/FUL. 6 town houses,local-authority-eng:GAT,mixed ownership,2016-01-22,,permissioned,full planning permission,POINT(-1.702211 54.952635),HLB2,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLB2
"Ramsay Street, Winlaton",yes,,2017-12-21,,0.07,10,8,DC/15/00258/FUL. 8 assisted living flats,local-authority-eng:GAT,mixed ownership,2017-08-04,,permissioned,full planning permission,POINT(-1.721252 54.956257),HLB3,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLB3
"MetroGreen - Derwent West Bank, Derwenthaugh Rd, Blaydonl",,,2017-12-21,,8.65,200,173,,local-authority-eng:GAT,mixed ownership,,,not permissioned,,POINT(-1.721801 54.954549),HLB5,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLB5
"Shibdon House, Shibdon Rd, Blaydon",yes,,2017-12-21,,0.03,7,6,DC/15/00998/COU. conversion from office use to 6 flats,local-authority-eng:GAT,not owned by a public authority,2016-01-26,,permissioned,full planning permission,POINT(-1.683695 54.960005),HLB7,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLB7
"Boulevard SW, St Bede's Dr, Gateshead",yes,,2017-12-21,,1.22,61,54,Increased site capacity compared to the SHLAA owing to re-allocation of capacity within the Exemplar Neighbourhood.,local-authority-eng:GAT,mixed ownership,,,not permissioned,,POINT(-1.59739 54.960525),HLC1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLC1
"Pipewellgate, Gateshead",yes,,2017-12-21,,0.56,275,112,,local-authority-eng:GAT,mixed ownership,,,not permissioned,,POINT(-1.608743 54.957492),HLC3,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLC3
"Hudson St car park, Gateshead",yes,,2017-12-21,,0.39,165,78,,local-authority-eng:GAT,not owned by a public authority,,,not permissioned,,POINT(-1.602033 54.964365),HLC4,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,2017-12-21,brownfield-land/local-authority-eng/GAT/HLC4
