site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Pouparts Yard And Land Rear Of 84A Hampton Road Twickenham,,31/08/2018,2017-12-13,,0.03,9,9,,local-authority-eng:RIC,not owned by a public authority,2009-12-11,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=08/0225/FUL,permissioned,full planning permission,POINT(-0.346989 51.441514),RBR/17/0001,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0001
84 Whitton Road Twickenham TW1 1BS,,31/07/2018,2017-12-13,,0.03,9,9,,local-authority-eng:RIC,not owned by a public authority,2014-10-20,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=10/1864/FUL,permissioned,full planning permission,POINT(-0.334522 51.452895),RBR/17/0006,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0006
Becketts Wharf And Osbourne House Becketts Place Hampton Wick,,07/03/2011,2017-12-13,,0.2,11,11,,local-authority-eng:RIC,not owned by a public authority,2011-03-07,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=11/0468/PS192,permissioned,full planning permission,POINT(-0.309585 51.41343),RBR/17/0007,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0007
Twickenham Railway Station London Road Twickenham,,14/03/2015,2017-12-13,,1.18,115,115,,local-authority-eng:RIC,owned by a public authority,2012-03-30,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=11/1443/FUL,permissioned,full planning permission,POINT(-0.329285 51.450531),RBR/17/0008,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0008
37 Grosvenor Road Twickenham TW1 4AD,,02/04/2018,2017-12-13,,0.01,7,7,,local-authority-eng:RIC,not owned by a public authority,2012-03-30,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=11/3248/FUL,permissioned,full planning permission,POINT(-0.330351 51.447961),RBR/17/0009,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0009
Lockcorp House 75 Norcutt Road Twickenham TW2 6SR,yes,,2020-12-13,,0.02,15,15,,local-authority-eng:RIC,not owned by a public authority,2020-06-19,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=19/2789/FUL,permissioned,full planning permission,POINT(-0.341648 51.447691),RBR/17/0011,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0011
HMP Latchmere House Church Road Ham Richmond TW10 5HH,,02/05/2016,2017-12-13,,2.53,42,42,,local-authority-eng:RIC,owned by a public authority,2015-01-05,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=14/0451/FUL,permissioned,full planning permission,POINT(-0.296546 51.428),RBR/17/0012,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0012
29 Charles Street Barnes London,,14/08/2018,2017-12-13,,0.1,5,5,,local-authority-eng:RIC,not owned by a public authority,2014-12-18,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=14/2490/FUL,permissioned,full planning permission,POINT(-0.253685 51.470539),RBR/17/0014,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0014
2 Broad Street Teddington TW11 8RF,,04/04/2018,2017-12-13,,0.01,5,5,,local-authority-eng:RIC,not owned by a public authority,2015-04-20,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=14/3011/FUL,permissioned,full planning permission,POINT(-0.339627 51.425996),RBR/17/0015,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0015
Richmond Film Services Park Lane Richmond TW9 2RA,,01/07/2016,2017-12-13,,0.12,8,8,,local-authority-eng:RIC,not owned by a public authority,2015-04-30,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=14/3780/FUL,permissioned,full planning permission,POINT(-0.303913 51.463586),RBR/17/0016,https://maps.london.gov.uk/brownfield-sites/,2017-12-13,brownfield-land/local-authority-eng/RIC/RBR-17-0016
