site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Queen Arms Yard, Margate",yes,,2017-12-18,,0.11,24,24,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.381276 51.389522),S189,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S189
"Cottage Car Park, New Street, Margate",,,2017-12-18,,0.32,32,32,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.380975 51.388955),S411,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S411
"Margate Town Centre, (south of New Street, Margate)",,,2017-12-18,,0.99,27,27,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.380986 51.388325),S412,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S412
"Adjacent to 9 Minnis Road, Birchington",,,2017-12-18,,0.22,11,11,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.302269 51.376468),S019,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S019
End of Seafield Road,yes,,2017-12-18,,1.15,16,16,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.403737 51.335557),S106,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S106
"Adjacent to 8 Chapel Place, Ramsgate",,,2017-12-18,,0.09,6,6,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.401785 51.390592),S112,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S112
Adjacent to 21 Royal Road & 9 Townley Street,,,2017-12-18,,0.28,18,18,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.413276 51.330773),S113,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S113
"Gas Works Boundary Road, Ramsgate",yes,,2017-12-18,,1.34,96,96,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.421086 51.338667),S168,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S168
Former Airport site Manston,yes,,2017-12-18,,3.2E+2,,,Local plan allocation part brownfield. Strategic allocation,local-authority-eng:THA,not owned by a public authority,,,pending decision,,POINT(1.352058 51.348967),SP05,https://planning.thanet.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O5Z2F2QE00300,2017-12-05,brownfield-land/local-authority-eng/THA/SP05
Land at Wilderness Hill and Dane Road,yes,,2017-12-18,,0.44,14,14,Local plan allocation. Housing allocation,local-authority-eng:THA,not owned by a public authority,,,not permissioned,,POINT(1.391287 51.387452),S174,https://consult.thanet.gov.uk/consult.ti/TPODLP/viewCompoundDoc?docid=6059444&partid=6059540&sessionid=&voteid=,2017-12-05,brownfield-land/local-authority-eng/THA/S174
