site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"ADJ 44 BULL LANE, DARLASTON",,,2017-12-29,,0.14,6,6,planning permission expired,local-authority-eng:WLL,,,,not permissioned,,POINT(-2.048198 52.556875),HO1358,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO1358
POOL STREET (site of former 12 to 15),,,2017-12-29,,0.09,10,10,planning permission expired,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.974013 52.582095),HO1346,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO1346
"FORMER WORKS SITE C/O CEMETERY ROAD,VILLIERS STREET,WILLENHALL,WEST MIDLANDS",,,2017-12-29,,0.16,14,14,planning permission expired,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-2.054252 52.588469),HO0162a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0162a
"Adjoining 15 Joynson Street, Darlaston",,,2017-12-29,,0.08,5,5,planning permission expired,local-authority-eng:WLL,,,,not permissioned,,POINT(-2.029924 52.56516),HO0039b,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0039b
144 WALSTEAD ROAD,,,2017-12-29,,0.09,7,7,,local-authority-eng:WLL,not owned by a public authority,2016-12-14,,permissioned,full planning permission,POINT(-1.96797 52.564278),HO1133,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO1133
"Former Petrol Station corner of Bentley Mill Way, Wolverhampton Road West, Walsall",,,2017-12-29,,0.1,21,21,planning permission expired,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-2.021951 52.584738),HO0217a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0217a
"60,WALSALL ROAD,WILLENHALL,WALSALL,WEST MIDLANDS",,,2017-12-29,,0.39,24,24,planning permission expired,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-2.040783 52.585602),HO0137a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0137a
"Corner of Edison Road and Arkwright Road, Beechdale, Walsall",,,2017-12-29,,0.1,11,11,planning permission expired,local-authority-eng:WLL,,,,not permissioned,,POINT(-2.006773 52.600669),HO0205,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0205
"BENTLEY MOOR CLUB,BENTLEY DRIVE,WALSALL,WEST MIDLANDS",,,2017-12-29,,0.27,10,10,,local-authority-eng:WLL,not owned by a public authority,2015-02-15,,permissioned,full planning permission,POINT(-2.002129 52.587987),HO0185,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0185
"25,CROFT STREET,WILLENHALL,WALSALL,WEST MIDLANDS,WV132NU",,,2017-12-29,,0.05,8,8,planning permission expired,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-2.058655 52.585487),HO1355,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO1355
