site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Bowesfield Riverside Phase 1,,,2017-12-21,,65.45,148,148,13/1667/RNW (10/0244/OUT). Residential development and shop (250 square metres),local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.315471 54.54524),452,https://www.stockton.gov.uk/media/876517/brownfield_register_452.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/452
"Kingfisher Way, Bowesfield Park",yes,,2017-12-21,,13.63,37,37,11/2450/OUT. Residential development of up to 37 dwellings,local-authority-eng:STT,not owned by a public authority,2012-08-16,,permissioned,outline planning permission,POINT(-1.315912 54.542941),506,https://www.stockton.gov.uk/media/876520/brownfield_register_506.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/506
"77 Station Road, Billingham",yes,,2017-12-21,,1.74,12,12,15/0604/OUT. Demolition of existing building and construction of residential development,local-authority-eng:STT,not owned by a public authority,2015-06-15,,permissioned,outline planning permission,POINT(-1.295577 54.59725),630,https://www.stockton.gov.uk/media/876528/brownfield_register_630.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/630
"South of Kingfisher Way, Bowesfield",,,2017-12-21,,5.39,30,20,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.317983 54.542018),EPY15,https://www.stockton.gov.uk/media/876514/brownfield_register_epy15.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/EPY15
Former Roseworth Public House,yes,,2017-12-21,,2.03,12,12,16/2835/FUL. 12 dwelling houses and 2no. apartments with associated off street parking,local-authority-eng:STT,not owned by a public authority,2017-05-12,,permissioned,full planning permission,POINT(-1.340055 54.588954),268,https://www.stockton.gov.uk/media/876523/brownfield_register_268.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/268
"Day Nursery, Martinet Road",yes,,2017-12-21,,0.91,14,14,16/2898/OUT. Three storey 14 unit block of flats (demolition of existing building).,local-authority-eng:STT,not owned by a public authority,2017-06-30,,permissioned,outline planning permission,POINT(-1.301559 54.539768),698,https://www.stockton.gov.uk/media/876525/brownfield_register_698.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/698
Boathouse Lane,,,2017-12-21,,71.71,500,250,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.311529 54.556307),S1,https://www.stockton.gov.uk/media/876526/brownfield_register_s1.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/S1
"Car Lot, Parkin Street",yes,,2017-12-21,,1.92,43,43,16/1026/OUT. Residential development of 43 flats,local-authority-eng:STT,not owned by a public authority,2016-07-19,,permissioned,outline planning permission,POINT(-1.315391 54.568515),203,https://www.stockton.gov.uk/media/876519/brownfield_register_203.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/203
"Alma House, Alma Street",yes,,2017-12-21,,6.18,40,30,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.315272 54.569153),S23,https://www.stockton.gov.uk/media/876527/brownfield_register_s23.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/S23
Tees Marshalling Yard,,,2017-12-21,,344.86,1300,900,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.288144 54.561043),T1,https://www.stockton.gov.uk/media/876521/brownfield_register_t1.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/T1
Land off Grangefield Road (Millfield),,,2017-12-21,,171.55,800,500,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.324424 54.565681),S7,https://www.stockton.gov.uk/media/876516/brownfield_register_s7.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/S7
Magister Road,,,2017-12-21,,6.03,35,20,,local-authority-eng:STT,not owned by a public authority,,,not permissioned,,POINT(-1.298296 54.539012),T13,https://www.stockton.gov.uk/media/876522/brownfield_register_t13.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/T13
Navigation Way,yes,,2017-12-21,,39.25,150,96,16/1603/OUT,local-authority-eng:STT,owned by a public authority,2017-10-20,,permissioned,outline planning permission,POINT(-1.291806 54.563015),674,https://www.stockton.gov.uk/media/876518/brownfield_register_674.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/674
Railway Street,,,2017-12-21,,43.33,200,120,07/1265/FUL,local-authority-eng:STT,owned by a public authority,,,not permissioned,,POINT(-1.31402 54.574601),S31,https://www.stockton.gov.uk/media/876515/brownfield_register_s31.pdf,2017-12-21,brownfield-land/local-authority-eng/STT/S31
