site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Sturgeon Avenue - The Spinney,,,2017-12-15,,0.85172,60,40,,local-authority-eng:NGM,not owned by a public authority,2007-06-22,,not permissioned,,POINT(-1.174028 52.916768),'9/702,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-702
"Canal Quarter - Waterway Street , Traffic Street",,,2016-06-24,,1.07273,125,75,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,POINT(-1.150888 52.945624),'9/527,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-527
"Waterside - Cattle Market, Cattle Market Road",,,2017-12-15,,3.34493,80,50,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,POINT(-1.135481 52.943533),'9/1638,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-1638
Site Of Mellors Court Sullivan Close Nottingham,yes,,2017-12-15,,0.55261,26,26,,local-authority-eng:NGM,not owned by a public authority,2016-12-22,,permissioned,full planning permission,POINT(-1.121944 52.963302),'9/2287,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2287
"Ellis and Everard site, Haydn Road",yes,,2017-12-15,,1.01335,29,29,,local-authority-eng:NGM,not owned by a public authority,2016-09-06,,permissioned,outline planning permission,POINT(-1.164508 52.977005),'9/169,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-169
"William Olds Youth Centre, 84 Chiltern Way",yes,,2017-12-15,,0.35421,20,20,,local-authority-eng:NGM,owned by a public authority,,,not permissioned,,POINT(-1.156241 53.001353),'9/2258,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2258
198 Sneinton Dale,yes,,2016-06-24,,0.10946,6,6,,local-authority-eng:NGM,not owned by a public authority,2013-07-10,,permissioned,full planning permission,POINT(-1.121772 52.954253),'9/2014,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-2014
"2 - 4 , Clinton Terrace, Derby Road NG7 1LY",yes,,2017-12-15,,0.09556,11,11,,local-authority-eng:NGM,not owned by a public authority,2015-10-14,,permissioned,full planning permission,POINT(-1.164166 52.954907),'9/2181,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2181
"St Peters Vicarage And Church Hall, 177 Hartley Road",yes,,2016-06-24,,0.2523,7,7,,local-authority-eng:NGM,not owned by a public authority,2014-02-17,,permissioned,full planning permission,POINT(-1.179497 52.959653),'9/1917,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-1917
Car park site of 192 North Sherwood Street,yes,,2016-06-24,,0.02958,8,8,,local-authority-eng:NGM,not owned by a public authority,2012-02-09,,permissioned,full planning permission,POINT(-1.151949 52.962714),'9/1793,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-1793
5-7 Waverley Street and 146 Portland Road,,,2017-12-15,,0.11798,11,11,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,POINT(-1.158786 52.959885),'9/2254,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2254
Wilkinson Street - Former PZ Cussons,,,2017-12-15,,6.60433,90,65,,local-authority-eng:NGM,not owned by a public authority,2010-11-30,,not permissioned,,POINT(-1.178439 52.970727),'9/384,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-384
15 Long Row Nottingham NG1 2DH,yes,,2016-06-24,,0.04001,6,6,,local-authority-eng:NGM,not owned by a public authority,2013-12-23,,permissioned,full planning permission,POINT(-1.148881 52.953995),'9/2011,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-2011
"Blackstone Walk Meadows (regeneration site) , Blackstone Walk Meadows",yes,,2017-12-15,,0.51567,23,23,,local-authority-eng:NGM,owned by a public authority,2017-01-31,,permissioned,full planning permission,POINT(-1.148911 52.94311),'9/2240,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2240
Chalfont Drive - Former Government Buildings,yes,,2017-12-15,,13.79297,433,433,,local-authority-eng:NGM,not owned by a public authority,2015-11-20,,permissioned,full planning permission,POINT(-1.19795 52.964172),'9/507,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-507
410 - 414 Radford Road NG7 7NP,yes,,2017-12-15,,0.05006,8,8,,local-authority-eng:NGM,not owned by a public authority,2015-06-02,,permissioned,full planning permission,POINT(-1.174335 52.971838),'9/2163,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2163
"561 Valley Road , NG5 1JG",yes,,2017-12-15,,0.03567,7,7,,local-authority-eng:NGM,not owned by a public authority,2015-08-11,,permissioned,other,POINT(-1.174054 52.980063),'9/2173,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2173
"Robin Hood Chase, St Ann's Well Road",,,2017-12-15,,0.47366,17,11,,local-authority-eng:NGM,owned by a public authority,2010-07-23,,not permissioned,,POINT(-1.138094 52.963088),'9/1579,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-1579
"Old Town Hall, Highbury Road",yes,,2017-12-15,,0.04831,21,21,,local-authority-eng:NGM,not owned by a public authority,2017-03-21,,permissioned,full planning permission,POINT(-1.195887 53.000192),'9/2252,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2252
"Hyson Green Community Centre, St Pauls Avenue",yes,,2016-06-24,,0.07856,12,12,,local-authority-eng:NGM,not owned by a public authority,2014-08-26,,permissioned,full planning permission,POINT(-1.17206 52.965995),'9/1119,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-1119
"Canal Quarter - Queens Road, East of Nottingham Station, Queens Road",,,2017-12-15,,1.23858,200,150,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,POINT(-1.141916 52.946828),'9/525,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-525
Edwards Lane - Former Haywood School Site,yes,,2017-12-15,,3.36849,14,14,,local-authority-eng:NGM,not owned by a public authority,2014-12-12,,permissioned,full planning permission,POINT(-1.15039 52.994097),'9/1667,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-1667
35 Wiverton Road,yes,,2017-12-15,,0.02548,5,5,,local-authority-eng:NGM,not owned by a public authority,2014-08-08,,permissioned,full planning permission,POINT(-1.159273 52.96941),'9/1570,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-1570
"Meadows Q Blocks: Site At Saffron Gardens And Beardsley Gardens And Site Of The Former Cromarty Court (Site A), Site At Middle Furlong Gardens (Site B), Site At Tarbert Close (Site C) And Bosworth Walk (Site D), NG2 1PR, Saffron Gardens And Beardsley Gard",yes,,2017-12-15,,1.569,54,54,,local-authority-eng:NGM,owned by a public authority,2014-11-14,,permissioned,full planning permission,POINT(-1.157609 52.941322),'9/2139,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2139
47 Hungerhill Road,,,2016-06-24,,0.22146,5,5,,local-authority-eng:NGM,not owned by a public authority,2012-04-20,,not permissioned,,POINT(-1.13795 52.96536),'9/26,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-26
Site Of 43A Gregory Boulevard Nottingham,yes,,2017-12-15,,0.07953,23,23,,local-authority-eng:NGM,not owned by a public authority,2016-09-13,,permissioned,full planning permission,POINT(-1.169686 52.965821),'9/2314,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-2314
Denewood Crescent - Denewood Centre,yes,,2016-06-24,,3.04035,120,90,,local-authority-eng:NGM,owned by a public authority,,,not permissioned,,POINT(-1.219769 52.970735),'9/653,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-653
Canal Quarter - Arkwright Street East,,,2017-12-15,,1.43609,140,100,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,POINT(-1.145729 52.945587),'9/529,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-529
"Land north of canal and Sainsbury's, Castle Boulevard",,,2017-12-15,,0.0955,40,40,,local-authority-eng:NGM,not owned by a public authority,2015-01-20,,not permissioned,,POINT(-1.162422 52.94719),'9/594,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15,brownfield-land/local-authority-eng/NGM/-9-594
"Former Childrens Home, 383-387 Woodborough Road",yes,,2016-06-24,,0.70416,11,11,,local-authority-eng:NGM,not owned by a public authority,2015-04-14,,permissioned,full planning permission,POINT(-1.138845 52.974215),'9/402,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-402
Beechdale Road - South of Former Co-op Dairy,yes,,2016-06-24,,0.94731,36,36,,local-authority-eng:NGM,not owned by a public authority,2015-12-04,,permissioned,full planning permission,POINT(-1.202591 52.965129),'9/506,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-506
"Prestige Windows, 602 The Wells Road",yes,,2016-06-24,,0.05882,16,16,,local-authority-eng:NGM,not owned by a public authority,2015-07-08,,permissioned,full planning permission,POINT(-1.130739 52.980331),'9/596,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24,brownfield-land/local-authority-eng/NGM/-9-596
