site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"LAND ADJACENT TO 9 CHAUNTRY ROAD, ALFORD",,,2017-05-22,,0.12,3,3,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(0.176245 53.259722),AL036,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/AL036
"FORMER STRAVEN FACTORY SITE, WEST STREET, ALFORD",,,2017-05-22,,0.64,41,41,,local-authority-eng:ELI,,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(0.178685 53.260528),AL204,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/AL204
"LAND TO REAR OF 98 - 102 HIGH STREET, CONINGSBY",,,2017-05-22,,0.64,35,35,,local-authority-eng:ELI,not owned by a public authority,2007-09-19,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(-0.166338 53.108798),C&T024,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/C-T024
"REAR OF 1 LOUTH ROAD, HOLTON LE CLAY",yes,,2017-05-22,,0.98,19,19,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(-0.063318 53.502229),HLC206,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/HLC206
"LAND ADJ MANOR FARM, SKEGNESS ROAD, HOGSTHORPE",yes,,2017-05-22,,0.56,10,10,,local-authority-eng:ELI,not owned by a public authority,2017-04-28,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,reserved matters approval,POINT(0.299495 53.221604),HOG305,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/HOG305
"LAND TO REAR OF 10 - 12 STANHOPE ROAD, HORNCASTLE",,,2017-05-22,,0.25,5,5,,local-authority-eng:ELI,not owned by a public authority,2016-05-20,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,outline planning permission,POINT(-0.110344 53.21105),HOR016,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/HOR016
"LAND AT THE WONG, HORNCASTLE",,,2017-05-22,,0.47,12,12,,local-authority-eng:ELI,owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(-0.114559 53.206232),HOR050,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/HOR050
"LAND ADJ TO GREYSTONES, LINCOLN ROAD, HORNCASTLE",yes,,2017-05-22,,0.29,52,52,,local-authority-eng:ELI,not owned by a public authority,2016-09-29,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(-0.12404 53.210489),HOR063,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/HOR063
"LAND OFF EVE STREET, LOUTH",yes,,2017-05-22,,0.07,4,4,,local-authority-eng:ELI,not owned by a public authority,2012-07-19,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(-0.00356 53.369717),LO021,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO021
"LAND TO REAR OF PROPERTY OFF HORTONS YARD, KIDGATE, LOUTH",yes,,2017-05-22,,0.07,2,2,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(-0.002642 53.365557),LO096,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO096
"LAND TO REAR OF THE KINGS HEAD PH, MERCER ROW, LOUTH",yes,,2017-05-22,,0.04,2,2,,local-authority-eng:ELI,not owned by a public authority,2016-06-16,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(-0.005651 53.365371),LO099,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO099
"LAND OFF LONDON ROAD, ADJOINING CEMETRY, LOUTH",yes,,2017-05-22,,1.10,20,20,,local-authority-eng:ELI,not owned by a public authority,2015-12-11,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,outline planning permission,POINT(-0.002194 53.362306),LO134,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO134
"LAND OFF RAMSGATE ROAD, LOUTH",yes,,2017-05-22,,1.20,57,57,,local-authority-eng:ELI,not owned by a public authority,2015-09-29,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(0.005495 53.372467),LO307,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO307
"WALLIS HOUSE, BIRCH ROAD, LOUTH",,,2017-05-22,,1.33,20,20,,local-authority-eng:ELI,owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(0.013119 53.365722),LO312,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO312
"KEDDINGTON ROAD NURSERIES, KEDDINGTON ROAD, LOUTH",yes,,2017-05-22,,0.43,33,33,,local-authority-eng:ELI,not owned by a public authority,2017-02-15,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(0.002189 53.374747),LO323,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO323
"LAND OFF STEWTON LANE, LOUTH",,,2017-05-22,,0.15,1,1,,local-authority-eng:ELI,not owned by a public authority,2016-07-29,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(0.016517 53.359667),LO331,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO331
"LAND AT LEGBOURNE ROAD, LOUTH",,,2017-05-22,,2.09,55,55,,local-authority-eng:ELI,not owned by a public authority,2016-11-21,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,outline planning permission,POINT(0.01356 53.355593),LO339,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO339
"LAND OFF KEDDINGTON ROAD, LOUTH",,,2017-05-22,,0.67,33,33,,local-authority-eng:ELI,not owned by a public authority,2017-02-15,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(0.001607 53.3746),LO507,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO507
"VICTORIA ROAD, LOUTH",,,2017-05-22,,0.38,10,10,,local-authority-eng:ELI,owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,POINT(0.008907 53.372713),LO530,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/LO530
"CHARTER HOUSE, MANBY PARK, MANBY",yes,,2017-05-22,,1.00,42,42,,local-authority-eng:ELI,not owned by a public authority,2011-04-07,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,POINT(0.095985 53.363215),MAN306,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22,brownfield-land/local-authority-eng/ELI/MAN306
