site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land Bounded By Somerleyton Road, Coldharbour Lane And Railway",yes,,2017-12-15,,1.61,304,304,"Lambeth Local Plan allocated site (Site 14). “Demolition of existing buildings (with the exception of Carlton Mansions) and redevelopment to provide a residential-led, mixed use development comprising 304 new dwellings and non-residential uses including a theatre (Sui Generis) and employment, retail and community uses (Use class B1/D1/A1/A2).",local-authority-eng:LBH,mixed ownership,2017-03-23,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NUTFJUBO0I800|https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZRAVLBOJME00,permissioned,full planning permission,POINT(-0.109487 51.460578),BLR001,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR001
Fenwick Estate South,yes,,2017-12-15,,0.47,55,55,"Demolition of existing buildings and site clearance works to provide 55 social rented units (Use Class C3), a replacement community hall (Use Class D1), associated landscaping and parking.",local-authority-eng:LBH,owned by a public authority,2017-02-10,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NUTTNKBO0IB00,permissioned,full planning permission,POINT(-0.127148 51.463811),BLR003,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR003
12-20 Wyvil Road,yes,,2017-12-15,,0.38,278,278,"Part of Lambeth Local Plan allocated site (Site 11). “Demolition of existing buildings and redevelopment of the site to provide a residential-led mixed-use development in a part 1/part 5/part 35/36 storey building to the North/North East and an 8 storey building to the South (fronting onto Wyvil Road) comprising 278 residential units, office and retail floorspace.",local-authority-eng:LBH,not owned by a public authority,2017-09-06,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCIUJFBO0GI00,permissioned,full planning permission,POINT(-0.126519 51.481984),BLR005,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR005
93 King's Avenue,yes,,2017-12-15,,0.29,5,5,"Redevelopment of the land to the rear of Peter's Court involving relocation of the sub-station, the demolition of the existing disused garages and erection of five three-storey, 3 bedroom mews-style houses.",local-authority-eng:LBH,not owned by a public authority,2017-06-27,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONMVRYBOGKM00,permissioned,full planning permission,POINT(-0.129258 51.452703),BLR006,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR006
"Olive Morris House, 18 Brixton Hill",yes,,2017-12-15,,0.28,74,74,"“Demolition of the existing council offices and the erection of a part 6, part 7 storey building comprising 74 residential units (Use Class C3) along with commercial floorspace (flexible A1/B1/D1/D2 use classes) at ground and basement levels plus an energy centre, car and cycle parking and a service bay at basement level, roof level installations and associated works.“",local-authority-eng:LBH,owned by a public authority,2015-10-15,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NMX66CBOJX200,permissioned,full planning permission,POINT(-0.118181 51.457804),BLR007,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR007
"Texaco Garage, 36-46 Albert Embankment",yes,,2017-12-15,,0.19,166,166,"Demolition of all structures associated with the petrol filling station and redevelopment of the site to provide a residential-led, mixed use development, comprising the retention and refurbishment of Vintage house and development of ground plus 24 storeys in the form of two towers, linked at ground to fifth floor, and consisting of retail/restaurant use (Use Class A1/A3), office (Use Class B1) and 166 residential units.",local-authority-eng:LBH,not owned by a public authority,2017-10-13,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2AEV2BO0GI00,permissioned,full planning permission,POINT(-0.122704 51.489297),BLR009,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR009
340A Clapham Road,yes,,2017-12-15,,0.19,62,62,"“Redevelopment of the site involving demolition of existing building and erection of a building up to 9 storeys in height plus basement level to provide offices (Use Class B1) at lower ground and ground floor, a cafe (Use Class A1) at ground floor and 62 residential units (Use Class C3) at upper floor levels.",local-authority-eng:LBH,not owned by a public authority,2017-06-21,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7S7DBOFLE00,permissioned,full planning permission,POINT(-0.126699 51.469496),BLR010,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR010
151 Palace Road,yes,,2017-12-15,,0.09,9,9,"“Demolition of the existing B1 unit and erection of a part 3 and part 4 storey building to provide a B1 unit at basement and ground level, and 9 residential dwellings above.",local-authority-eng:LBH,not owned by a public authority,2017-09-20,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQEK6SBOKBH00,permissioned,full planning permission,POINT(-0.106856 51.439295),BLR012,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR012
85 Brixton Hill,yes,,2017-12-15,,0.06,7,7,Erection of a six storey building including lower ground level and mansard roof to provide seven self contained flats.,local-authority-eng:LBH,not owned by a public authority,2017-06-15,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEBQZMBOJAK00,permissioned,full planning permission,POINT(-0.118747 51.454908),BLR014,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR014
44 Clapham Common South Side,yes,,2018-12-17,,1.41,293,293,"“Demolition of the existing buildings and the redevelopment of the site incorporating the erection of six buildings ranging from four to 10 storeys above ground plus landscaped gardens and public square. Mixed-use scheme comprises a waste transfer facility at basement level, B1 office accommodation, A3 café and up to 297 residential units.",local-authority-eng:LBH,not owned by a public authority,2018-03-29,https://planning.lambeth.gov.uk/online-applications/applicationDetails.do?keyVal=OL40Z6BOKOL00&activeTab=summary,permissioned,full planning permission,POINT(-0.138801 51.45763),BLR017,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/LBH/BLR017
