site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Victoria Business Park, St James Park Road",yes,,2017-12-13,,0.41,44,44,Full planning permission (N/2014/1163) for the erection of 44 flats. Currently under construction.,local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.909323 52.239076),BFR0146,https://www.northampton.gov.uk/downloads/file/10105/bfr0146,2017-12-13
Ransome Road/Nunn Mills Road,yes,,2017-12-13,,13.61,1020,1020,Majority of the site is owned by HCA.,local-authority-eng:NOR,mixed ownership,,,not permissioned,,POINT(-0.889384 52.227805),BFR0181,https://www.northampton.gov.uk/downloads/file/10045/bfr0181,2017-12-13
"St Marys Middle School, Grange Road",yes,,2017-12-13,,2.66,31,31,N/2015/1074-Permission for 81 residential units approved and currently under construction.,local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.851218 52.261465),BFR0189,https://www.northampton.gov.uk/downloads/file/10051/bfr0189,2016-06-29
"Blackthorn Middle School, Blackthorn Road",yes,,2017-12-13,,3.23,128,128,Site was formerly Blackthorn Middle School and now vacant. Outline planning permission for residential development has lapsed in October 2017.,local-authority-eng:NOR,owned by a public authority,,,not permissioned,outline planning permission,POINT(-0.814142 52.269257),BFR0191,https://www.northampton.gov.uk/downloads/file/10049/bfr0191,2016-06-29
"Parklands Middle School, Devon Way",yes,,2017-12-13,,4.93,98,98,N/2006/1052 (WNDC app) Outline App for residential development withdrawn (23 Jan 2012),local-authority-eng:NOR,owned by a public authority,,,not permissioned,,POINT(-0.874267 52.271068),BFR0205,https://www.northampton.gov.uk/downloads/file/10046/bfr0205,2017-12-13
"Green Oaks Primary, Bective Road",yes,,2017-12-13,,1.83,58,58,N/2016/1007 Full Planning Permission for 82 dwellings granted on 24.02.2017,local-authority-eng:NOR,not owned by a public authority,,,permissioned,permission in principle,POINT(-0.894085 52.265848),BFR0211,https://www.northampton.gov.uk/downloads/file/10047/bfr0211,2016-06-29
"Kingsthorpe Middle School, Northfield Way",yes,,2017-12-13,,5.57,179,179,Outline application N/2015/0647 and reserved matters application N/2016/0572 for residential development comprising 195 dwellings were approved in 2016.,local-authority-eng:NOR,not owned by a public authority,,,permissioned,reserved matters approval,POINT(-0.904459 52.268849),BFR0214,https://www.northampton.gov.uk/downloads/file/10050/bfr0214,2016-06-29
Railway Station Car Park,yes,,2017-12-13,,2.12,270,270,Forms part of Policy 19 (Castle Station) in the Central Area Action Plan (adopted 2013). No planning history found.,local-authority-eng:NOR,mixed ownership,,,not permissioned,,POINT(-0.905585 52.237643),BFR0288,https://www.northampton.gov.uk/downloads/file/10048/bfr0288,2016-06-29
Orchard Hill,yes,,2017-12-13,,0.64,20,20,"N/2016/1075 Full planning permission for Wilson House, 2 Orchard Hill, for change of use from office to D1 to include place of worship, day nursery, conference room, bookshop, intenet caf�, office, parking.",local-authority-eng:NOR,,,,permissioned,full planning permission,POINT(-0.822736 52.248941),BFR0326,https://www.northampton.gov.uk/downloads/file/10052/bfr0326,2017-12-13
Chronicle & Echo North,yes,,2017-12-13,,1.03,24,24,"N/2016/1434 (temporary car park, Great Russell Street): proposed construction of 12 dwellings (approved). N/2016/0319 (temporary car park, Great Russell Street): erect 24 maisonettes (refused). N/2014/1279 (former Top of the Town Nightclub): Construction of three storey building to provide offices, 12 flats and basement parking.",local-authority-eng:NOR,mixed ownership,,,permissioned,full planning permission,POINT(-0.890483 52.242887),BFR0335,https://www.northampton.gov.uk/downloads/file/10053/bfr0335,2017-12-13
