site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Site of Mount Pleasant Hospital, Frederick Road, St Leonards",yes,,2019-12-21,,1.84,56,40,Refused planning application for half of the proposed site. Planning applications pending for 3 portions of site,local-authority-eng:HAS,not owned by a public authority,,http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_114879|http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_116561|http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_116555|http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_116552,pending decision,,POINT(-6.527118 55.057399),BL1,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL1.pdf,,brownfield-land/local-authority-eng/HAS/BL1
"123-125 West Hill Road, Hastings (former Malmesbury House)",,,2019-12-21,,0.7,117,117,,local-authority-eng:HAS,not owned by a public authority,1989-09-11,http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_3205,permissioned,reserved matters approval,POINT(-6.555933 55.019365),BL2,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL2.pdf,,brownfield-land/local-authority-eng/HAS/BL2
"Hastings Station Yard (Part), Hastings (also known as Station Plaza, Station Approach, Devonshire Road)",,,2019-12-21,,0.44,103,103,Site is part of last uncompleted and unimplemented phase of larger station plaza redevelopment,local-authority-eng:HAS,not owned by a public authority,2009-11-11,http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_84409,permissioned,full planning permission,POINT(-6.545737 55.043934),BL3,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL3.pdf,,brownfield-land/local-authority-eng/HAS/BL3
"Former Observer Building, 53 Cambridge Road, Hastings",,,2019-12-21,,0.07,50,39,,local-authority-eng:HAS,not owned by a public authority,2018-06-18,http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_103671,permissioned,full planning permission,POINT(-6.551242 55.041857),BL4,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL4.pdf,,brownfield-land/local-authority-eng/HAS/BL4
"Seaside Road, West St Leonards",,,2019-12-21,,2.22,120,120,Site part of wider West Marina redevelopmnet area to potentially include mix of commerical residential and leisure uses,local-authority-eng:HAS,owned by a public authority,,,Not permissioned,,POINT(-6.558371 55.016994),BL5,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL5.pdf,,brownfield-land/local-authority-eng/HAS/BL5
"Broomgrove Redevelopment area, Former Power Station, Ore Valley, Hastings",,,2019-12-21,,2.35,50,50,,local-authority-eng:HAS,owned by a public authority,,,Not permissioned,,POINT(-6.528718 55.053257),BL6,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL6.pdf,,brownfield-land/local-authority-eng/HAS/BL6
"12-19 Braybrooke Terrace, Hastings",,,2019-12-21,,0.23,25,25,,local-authority-eng:HAS,not owned by a public authority,,,Not permissioned,,POINT(-6.546061 55.041076),BL7,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL7.pdf,,brownfield-land/local-authority-eng/HAS/BL7
"Taxi Office, Site of Former social club, St John's Road, St Leonards",,,2019-12-21,,0.12,30,30,,local-authority-eng:HAS,not owned by a public authority,,,Not permissioned,,POINT(-6.550178 55.032583),BL8,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL8.pdf,,brownfield-land/local-authority-eng/HAS/BL8
"Site of former West St Leonards Primary School, Bexhill Road, Hastings",,,2019-12-21,,3.92,100,100,Application for health centre on part of the site,local-authority-eng:HAS,owned by a public authority,2019-02-14,http://publicaccess.hastings.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_HSTBC_DCAPR_115732,permissioned,,POINT(-6.554335 55.014217),BL10,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL10.pdf,,brownfield-land/local-authority-eng/HAS/BL10
"Gambier House, 111 West Hill Road, Hastings",,,2019-12-21,,0.23,15,15,,local-authority-eng:HAS,not owned by a public authority,,,Not permissioned,,POINT(-6.556381 55.021488),BL11,https://www.hastings.gov.uk/content/planning/planning_policy/pdfs/BL11.pdf,,brownfield-land/local-authority-eng/HAS/BL11
