site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Rope Walks car park, Bridport",,,2017-12-15,,0.4,20,20,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=549,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.760141 50.733216),WD/BRID/070,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=346451,92898,27700",2017-12-31
"Depot, Church Street",yes,,2017-12-15,,0.2,6,6,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=526,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.757339 50.731732),WD/BRID/002,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=346647,92731,27700",2017-12-31
"St Swithins Road, Bridport",yes,,2017-12-15,,0.3,20,20,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=527,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.762945 50.736624),WD/BRID/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=346257,93279,27700",2017-12-31
Cerne Abbas C of E VC First School,,,2017-12-15,,0.15,4,4,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=568,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.479043 50.809907),WD/CERN/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366344,101260,27700",2017-12-31
Damers School Site,yes,,2017-12-15,,1.5,68,68,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=607,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.448446 50.712323),WD/DORC/022,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368434,90395,27700",2017-12-31
Woodmead Car Park,,,2017-12-15,,0.22,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=620,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.936136 50.727052),WD/LYME/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=334022,92355,27700",2017-12-31
Woodroffe School,,,2017-12-15,,3.15,100,100,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=621,local-authority-eng:WDO,owned by a public authority,,,not permissioned,,POINT(-2.94856 50.729749),WD/LYME/002,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=333149,92666,27700",2017-12-31
Garages rear of 1-11 Half Acres,yes,,2017-12-15,,0.11,7,7,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=460,local-authority-eng:WDO,not owned by a public authority,,,not permissioned,,POINT(-2.522784 50.944283),WD/SHER/005,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=363368,116224,27700",2017-12-31
Government Buildings Enlarged site,,,2017-12-15,,1.95,136,136,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=602,local-authority-eng:WDO,mixed ownership,,,not permissioned,,POINT(-2.426952 50.709886),WD/DORC/017,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=369950,90115,27700",2017-12-31
Land off Halfacre Lane,,,2017-12-15,,0.16,5,5,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=515,local-authority-eng:WDO,not owned by a public authority,,,not permissioned,,POINT(-2.751312 50.810152),WD/BEAM/018,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=347161,101447,27700",2017-12-31
