site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"91 Barton Lane, Eccles",,,2017-12-01,,0.22,10,10,Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,not permissioned,,POINT(-2.341964 53.480512),S/BAR/003,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.480512/-2.341964,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-003
"Woodlands Garage, Barton Lane, Eccles",,,2017-12-01,,0.17,10,10,Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,not permissioned,,POINT(-2.350523 53.476846),S/BAR/004,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.476846/-2.350523,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-004
"Land formerly 140 Trafford Road, Eccles",,,2017-12-01,,0.23,13,13,Undetermined planning application 15/66736/OUT. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,pending decision,,POINT(-2.34779 53.481026),S/BAR/009,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481026/-2.347790,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-009
"70-71 Barton Road, Eccles, Manchester",yes,,2017-12-01,,0.14,25,25,Planning permission 16/68643/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 25 apartments.,local-authority-eng:SLF,not owned by a public authority,2017-06-29,,permissioned,full planning permission,POINT(-2.355147 53.476297),S/BAR/027,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.476297/-2.355147,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-027
"4 Lewis Street, Eccles",,,2017-12-01,,0.02,1,1,Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,not permissioned,,POINT(-2.354342 53.481812),S/BAR/039,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481812/-2.354342,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-039
"Land between 53 and 55 Nelson Street, Eccles, M30 0GZ",yes,,2017-12-01,,0.05,4,4,Planning permission 14/65579/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 4 houses.,local-authority-eng:SLF,not owned by a public authority,2014-12-22,,permissioned,full planning permission,POINT(-2.355428 53.484475),S/BAR/057,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.484475/-2.355428,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-057
"61 Cromwell Road, Eccles, Salford, M30 0GX",yes,,2017-12-01,,0.02,3,3,Planning permission 17/69846/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 4 apartments and loss of one house.,local-authority-eng:SLF,not owned by a public authority,2015-12-04,,permissioned,full planning permission,POINT(-2.3518 53.484126),S/BAR/070,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.484126/-2.351800,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-070
"Red Lion, 12 Chapel, Street, Eccles, M30 0RQ",yes,,2017-12-01,,0.01,3,3,Planning permission 15/66295/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 4 apartments. Loss of 1 apartment.,local-authority-eng:SLF,not owned by a public authority,2015-12-07,,permissioned,full planning permission,POINT(-2.358721 53.481934),S/BAR/071,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481934/-2.358721,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-071
"Former council storage and distribution place, 25 Clifford Street, Eccles, M30 7HR",yes,,2017-12-01,,0.17,9,9,Planning permission 16/67990/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 9 houses.,local-authority-eng:SLF,not owned by a public authority,2016-08-05,,permissioned,full planning permission,POINT(-2.363126 53.477177),S/BAR/075,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.477177/-2.363126,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-075
"272 Liverpool Road, Eccles, M30 0RZ",yes,,2017-12-01,,0.01,2,2,Planning permission 16/68460/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 apartments.,local-authority-eng:SLF,not owned by a public authority,2016-08-19,,permissioned,full planning permission,POINT(-2.356454 53.482185),S/BAR/077,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.482185/-2.356454,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-077
"119-125 Liverpool Road, Eccles, Manchester, M30 0ND",yes,,2017-12-01,,0.02,3,3,Planning permission 16/67714/P3JPA. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 3 apartments.,local-authority-eng:SLF,not owned by a public authority,2016-05-30,,permissioned,full planning permission,POINT(-2.348791 53.483129),S/BAR/078,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.483129/-2.348791,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-078
"63 Liverpool Road, Eccles, M30 0WB",yes,,2017-12-01,,0.01,1,1,Planning permission 16/68014/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 apartments and loss of one house.,local-authority-eng:SLF,not owned by a public authority,2016-06-03,,permissioned,full planning permission,POINT(-2.347496 53.483134),S/BAR/079,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.483134/-2.347496,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-079
"94 Shakespeare Crescent, Eccles, M30 0PE",yes,,2017-12-01,,0.01,1,1,Planning permission 16/68412/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 apartments. Loss of one house.,local-authority-eng:SLF,not owned by a public authority,2016-09-05,,permissioned,full planning permission,POINT(-2.352831 53.483493),S/BAR/080,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.483493/-2.352831,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-080
"232 Liverpool Road, Eccles, Salford, M30 0PF",yes,,2017-12-01,,0.00,2,2,Planning permission 16/67712/FU. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 apartments.,local-authority-eng:SLF,not owned by a public authority,2017-04-03,,permissioned,full planning permission,POINT(-2.353504 53.482705),S/BAR/082,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.482705/-2.353504,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-082
"White Lion, 127-133 Liverpool Road, Eccles, M30 0ND",yes,,2017-12-01,,0.02,1,1,Planning permission 17/70158/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 apartments. Loss of 1 apartment.,local-authority-eng:SLF,not owned by a public authority,2017-10-25,,permissioned,full planning permission,POINT(-2.349004 53.483099),S/BAR/083,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.483099/-2.349004,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BAR-083
Land at Boothstown Basin,,,2017-12-01,,0.74,18,18,Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,not permissioned,,POINT(-2.411581 53.499522),S/BEL/016,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#18/53.499522/-2.411581,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BEL-016
"Malkins Wood Farm, Vicars Hall Lane, Worsley, M28 1JA",yes,,2017-12-01,,0.06,2,2,Planning permission 14/65498/P3MPA Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 2 houses.,local-authority-eng:SLF,not owned by a public authority,2014-12-08,,permissioned,full planning permission,POINT(-2.427205 53.486385),S/BEL/032,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.486385/-2.427205,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BEL-032
"Land adjacent to 45 Hindburn Drive, Worsley, Manchester, M28 1XY",yes,,2017-12-01,,0.02,1,1,Planning permission 17/69772/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 1 house.,local-authority-eng:SLF,not owned by a public authority,2017-07-07,,permissioned,full planning permission,POINT(-2.41537 53.511575),S/BEL/033,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.511575/-2.415370,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BEL-033
"500 Ellenbrook Road, Worsley, M28 1ES",yes,,2017-12-01,,0.03,1,1,Planning permission 17/69404/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 1 house.,local-authority-eng:SLF,not owned by a public authority,2017-06-23,,permissioned,full planning permission,POINT(-2.410597 53.508335),S/BEL/034,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.508335/-2.410597,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BEL-034
"Land adjacent to 45 Hindburn Drive, Worsley, M28 1XY",yes,,2017-12-01,,0.02,1,1,Planning permission 17/70397/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 1 house.,local-authority-eng:SLF,not owned by a public authority,2017-09-15,,permissioned,full planning permission,POINT(-2.41537 53.511575),S/BEL/035,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.511575/-2.415370,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BEL-035
"Former Royal Archer Public House, Lower Broughton Road",,,2017-12-01,,0.48,36,36,Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,not permissioned,,POINT(-2.264023 53.491479),S/BRO/004,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.491479/-2.264023,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BRO-004
"Land to the north of Priory Grove, Salford, M7 2HF",yes,,2017-12-01,,0.23,7,7,Planning permission14/65517/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.. Gross addition of 7 houses.,local-authority-eng:SLF,not owned by a public authority,2015-01-28,,permissioned,full planning permission,POINT(-2.267595 53.503597),S/BRO/010,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.503597/-2.267595,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BRO-010
"Land Formerly Griffin Hotel, 298 Lower Broughton Road, Salford",,,2017-12-01,,0.28,59,59,Planning permission 17/70056/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.,local-authority-eng:SLF,not owned by a public authority,,,pending decision,,POINT(-2.269781 53.498968),S/BRO/032,https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.498968/-2.269781,2017-12-01,brownfield-land/local-authority-eng/SLF/S-BRO-032
