site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Alma Street, Wednesbury",,,2016-06-30,,0.52,19,19,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.005119 52.553922),28,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/28
"Old Cross Street, Tipton",,,2016-06-30,,0.48,14,14,,local-authority-eng:SAW,,2014-09-29,,,full planning permission,POINT(-2.069724 52.529593),265,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/265
"Park Lane West ( South Staffs Depot ), Tipton",,,2017-12-01,,2.95,103,103,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.064953 52.522709),354,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/354
"Orchard Street, Burnt Tree, Tipton",,,2017-12-01,,0.28,30,30,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.06214 52.51435),440,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/440
"Dudley Road East (Brades Hall), Brades Hall, Oldbury",,,2017-12-01,,1.85,58,58,43 units completed 15 under construction,local-authority-eng:SAW,,2016-10-07,,,full planning permission,POINT(-2.031948 52.51527),463,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/463
"Birmingham Road, Oldbury",,,2017-12-01,,0.68,41,41,3 complete 2 under construction.,local-authority-eng:SAW,not owned by a public authority,2013-06-21,,,full planning permission,POINT(-2.011005 52.502859),585,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/585
"Hawes Lane, Rowley Regis",,,2016-06-30,,0.56,20,20,,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-2.047815 52.48505),764,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/764
"Reservoir Road, Rowley Regis",,,2016-06-30,,0.76,30,30,Part SMBC and part private,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.038199 52.485413),768,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/768
"Cradley Road / Bannister Road, Cradley Heath",,,2016-06-30,,0.52,12,12,,local-authority-eng:SAW,,2016-01-26,,,reserved matters approval,POINT(-2.07946 52.476672),856,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/856
"Beever Road, Great Bridge",,,2016-06-30,,1.01,35,35,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.037006 52.536503),1170,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/1170
"land at Horseley Heath, Alexandra Road, and Lower Church Lane, Tipton",,,2016-06-30,,2.30,60,60,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.047745 52.529361),1183,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/1183
"Peel Street, Tipton",,,2017-12-01,,1.04,58,58,,local-authority-eng:SAW,not owned by a public authority,2014-09-29,,,full planning permission,POINT(-2.055374 52.523631),1186,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/1186
former Accles and Pollock Sports Ground Brades Rise Oldbury,,,2017-12-01,,6.36,199,199,"11 not started, 2 under construction",local-authority-eng:SAW,,2016-06-09,,,full planning permission,POINT(-2.033548 52.506765),1189,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SAW/1189
Messenger Road Smethwick,,,2017-12-01,,2.94,103,103,"Site nearly complete, 3 units remain",local-authority-eng:SAW,,2013-04-25,,,full planning permission,POINT(-1.959084 52.494195),1193,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SAW/1193
"Mill Street, Great Bridge",,,2017-12-01,,0.92,36,36,"12 units completed, 24 under construction",local-authority-eng:SAW,,2016-04-08,,,full planning permission,POINT(-2.035776 52.529374),1203,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/1203
"Mill Street, Great Bridge",,,2017-12-01,,0.87,30,30,Allocated part of site,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.035776 52.529374),1203a,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30,brownfield-land/local-authority-eng/SAW/1203a
