site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former Magistrates’ Court, Pikes Hill, Lyndhurst, SO43 7AY",yes,,2019-12-11,,0.04,5,5,An element of residential use would be considered alongside employment as part of a mixed use redevelopment of this employment site,,owned by a public authority,,,not permissioned,,POINT(-1.57827 50.877638),BFS1,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Garage Site, Foldsgate Close, Lyndhurst SO43 7BY",yes,,2019-12-11,,0.02,2,2,,,owned by a public authority,,,not permissioned,,POINT(-1.578666 50.877882),BFS2,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Redmayne Engineering Site, Station Approach, Brockenhurst, SO42 7TW",yes,,2019-12-11,,0.39,9,9,"Demolition of redundant industrial buildings and construction of mixed use development including 9no dwellings, 4no office/retail units on ground floor and 5 no office units at first floor level, carports, parking and landscaping. Existing access retained.",,not owned by a public authority,2018-11-20,,permissioned,full planning permission,POINT(-1.57353 50.81754),BFS3,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Land at Railway Station, Brockenhurst, SO42 7TW",yes,,2019-12-11,,0.35,10,10,,,,,,not permissioned,,POINT(-1.575547 50.814319),BFS4,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Former Service Station, 128 Lyndhurst Road, Ashurst, SO40 7AS",yes,,2019-12-11,,0.05,2,2,,,not owned by a public authority,,,not permissioned,,POINT(-1.522698 50.892675),BFS5,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Land adjoining Cranleigh Paddock Residential Home, Calpe Avenue, Lyndhurst, SO43 7EP",yes,,2019-12-11,,0.35,18,18,,,not owned by a public authority,,,not permissioned,,POINT(-1.579084 50.875707),BFS6,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Lyndhurst Park Hotel, 78 High Street, Lyndhurst, SO43 7NL",yes,,2019-12-11,,1.61,50,50,allocated in adopted local plan,,not owned by a public authority,,,not permissioned,,POINT(-1.572011 50.87204),BFS7,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Oak Lodge Dental Surgery, Rhinefield Road, Brockenhurst, SO42 7SR",yes,,2019-12-11,,0.15,1,1,"Planning application partly implemented; demolition of existing, new access",,not owned by a public authority,2005-08-15,,permissioned,full planning permission,POINT(-1.581436 50.82238),BFS8,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"Watersplash Hotel, The Rise, Brockenhurst, SO42 7ZP",yes,2019-03-31,2019-12-11,,0.5,26,26,3 villas to create 24 age restricted apartments; construction commenced 2018,,not owned by a public authority,2017-04-26,,permissioned,full planning permission,POINT(-1.578147 50.818753),BFS9,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
"First and Second Floor, 49-49A High Street, Lyndhurst, SO43 7BE",yes,2019-03-31,2019-12-11,,0.03,6,6,Change of use of office building to 6 apartments,,not owned by a public authority,2016-08-15,,permissioned,other,POINT(-1.575217 50.872708),BFS10,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,2017-12-20,
