site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former working men's club, New Road, Audley",yes,12/12/2019,2020-12-12,,0.33,,,15/00692/FUL - Erection of 12 dwellings. Now completed.,local-authority-eng:NEC,not owned by a public authority,2016-05-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0016SIBMLI000,permissioned,full planning permission,POINT(-2.292382 53.055588),AB17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSLI1MBMGW500,2017-12-18,brownfield-land/local-authority-eng/NEC/AB17
"Land at Wedgewood Avenue, Wood Lane",,,2020-12-12,,0.16,,,Site promoted by registered provider.,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,POINT(-2.284465 53.04953),AB29,,2019-12-12,brownfield-land/local-authority-eng/NEC/AB29
West Avenue (North West Site) Kidsgrove,,,2020-12-12,,2.88,,,20/00501/FUL - Residential development for 66 dwellings. Pending decision as of 12/12/2020.,local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=QCQXR3BMGBL00,pending decision,full planning permission,POINT(-2.267113 53.087567),BL7,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PYA1YPBM01S00,2019-12-12,brownfield-land/local-authority-eng/NEC/BL7
"Land adjacent to roundabout at West Avenue, Kidsgrove",,,2020-12-12,,1.42,,,15/00368/OUT - Residential development for 44 dwellings. Now lapsed as of 07/09/2019.,local-authority-eng:NEC,not owned by a public authority,2016-09-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0017IRBMLI000,not permissioned,other,POINT(-2.265407 53.086337),BL8,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNMN7MBMN3F00,2017-12-18,brownfield-land/local-authority-eng/NEC/BL8
"Land adjacent 31 Banbury Street, Talke",,,2020-12-12,,0.27,,,14/00027/FUL - Erection of 13 new dwellings. Now lapsed as of 14/03/2019.,local-authority-eng:NEC,not owned by a public authority,2016-03-14,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NSIBMLI000,not permissioned,other,POINT(-2.688926 53.33974),BL24,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MZJMHBBM4V000,2020-12-12,brownfield-land/local-authority-eng/NEC/BL24
"Land adjacent St Savior's Primary School, Congleton Road, Butt Lane",,,2020-12-12,,0.16,,,Site promoted by registered provider.,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,,BL31,,2020-12-12,brownfield-land/local-authority-eng/NEC/BL31
"Land between Johnson Avenue and Liverpool Road, Cross Heath",,,2020-12-12,,0.23,,,09/00045/FUL - Demolition of existing bungalow and erection of eight dwellings. Stalled development as of 12/12/2020.,local-authority-eng:NEC,not owned by a public authority,2009-03-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0015ADBMLI000,permissioned,full planning permission,POINT(-2.236159 53.027163),CH12,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=KEA2Q4BM06500,2019-12-12,brownfield-land/local-authority-eng/NEC/CH12
"Wilmott Drive, Cross Heath, Newcastle-under-Lyme",yes,,2020-12-12,,8.79,,,17/00281/FUL - Development of 276 dwellings. Under construction.,local-authority-eng:NEC,not owned by a public authority,2018-05-16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IIY4TKBMY3000,permissioned,full planning permission,POINT(-2.243963 53.023674),CH4,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOB4WBMK6800,2017-12-18,brownfield-land/local-authority-eng/NEC/CH4
"Dragon Square, Rosevale Court",,12/12/2020,2020-12-12,,0.35,,,Site promoted by registered provider. Site now encapsulated within site reference CT17 in brownfield register.,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,other,POINT(-2.253582 53.043811),CT12,,2019-12-12,brownfield-land/local-authority-eng/NEC/CT12
"Heathcote Street, Chesterton (Chesterton Ex-Servicemens Club)",yes,12/12/2020,2020-12-12,,0.1,,,18/00559/FUL - Proposed 10 no. two bedroom self contained flats. Now completed.,local-authority-eng:NEC,not owned by a public authority,2019-03-08,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001M94BMLI000,permissioned,full planning permission,POINT(-2.250345 53.043764),CT13,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PC1SPJBMJF700,2017-12-18,brownfield-land/local-authority-eng/NEC/CT13
