site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Newcombe House, 319-323 Battersea Park Road",yes,,2019-03-31,,0.02,9,9,,local-authority-eng:WND,not owned by a public authority,2019-03-28,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2018/5826,permissioned,full planning permission,POINT(-0.155988 51.474161),WBR/17/0002,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0002
"Battersea Technology College and 3 Culovert Road, 401 Battersea Park Road (Harris Academy)",yes,,2019-03-31,,1.9,38,38,,local-authority-eng:WND,owned by a public authority,2017-09-11,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/4188,permissioned,outline planning permission,POINT(-0.159109 51.473176),WBR/17/0003,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0003
"Lock up garages, 26-40 Balham New Road",yes,,2019-03-31,,0.07,8,8,,local-authority-eng:WND,not owned by a public authority,2017-09-25,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/2817,permissioned,full planning permission,POINT(-0.146166 51.446461),WBR/17/0004,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0004
"Our Lady of Mount Carmel and St Joseph Church, 8 Battersea Park Road",yes,,2019-03-31,,0.17,20,20,,local-authority-eng:WND,not owned by a public authority,2014-10-28,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/1471,permissioned,full planning permission,POINT(-0.146976 51.47731),WBR/17/0005,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0005
81-87 Upper Tooting Road,yes,,2019-03-31,,0.1,18,18,,local-authority-eng:WND,not owned by a public authority,2017-12-20,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/5443,permissioned,full planning permission,POINT(-0.162411 51.433633),WBR/17/0006,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0006
94-94a Longley Road,yes,,2019-03-31,,0.07,9,9,,local-authority-eng:WND,not owned by a public authority,2017-11-24,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/3823,permissioned,full planning permission,POINT(-0.167037 51.420854),WBR/17/0007,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0007
191-195 Balham High Road,,23/04/2018,2019-03-31,,0.07,9,9,,local-authority-eng:WND,not owned by a public authority,2016-03-04,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/6304,permissioned,full planning permission,POINT(-0.154081 51.441478),WBR/17/0008,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0008
89-93 Putney High Street,,30/01/2019,2019-03-31,,0.07,15,15,,local-authority-eng:WND,not owned by a public authority,2017-09-06,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0560,permissioned,full planning permission,POINT(-0.215423 51.4633),WBR/17/0009,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0009
"Chelsea Bridge Wharf (southern site), Queenstown Road (Phase 5, Residential Blocks F & G (Lanson House & Burnelli House))",yes,,2019-03-31,,0.92,7,7,,local-authority-eng:WND,not owned by a public authority,2016-04-05,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/5875,permissioned,full planning permission,POINT(-0.148467 51.481381),WBR/17/0011,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0011
"Former Domus Tiles site, 31-33 Parkgate Road/Elcho Street (27-33 Parkgate Road & 2-42 Elcho Street)",yes,,2019-03-31,,0.54,118,118,,local-authority-eng:WND,not owned by a public authority,2015-06-30,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/3837,permissioned,full planning permission,POINT(-0.168789 51.479586),WBR/17/0012,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0012
"Cringle Dock, Cringle Street",,04/07/2018,2020-01-14,,1.21,422,422,,local-authority-eng:WND,,,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0319,not permissioned,,POINT(-0.14137 51.482365),WBR/17/0013,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0013
"South Lambeth Goods Depot, Cringle St./Battersea Park Rd., Kirtling Street (Battersea Power Station)",yes,,2019-03-31,,15.2,3853,3853,,local-authority-eng:WND,not owned by a public authority,2017-11-27,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/5353,permissioned,reserved matters approval,POINT(-0.144593 51.481733),WBR/17/0014,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0014
"Springfield Hospital site, 61 Glenburnie Road",yes,,2019-03-31,,33.26,839,839,,local-authority-eng:WND,,2012-06-22,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2010/3703,permissioned,outline planning permission,POINT(-0.171064 51.436708),WBR/17/0015,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0015
"Garages between 77 & 85, Ravenslea Road",yes,,2019-03-31,,0.04,5,5,,local-authority-eng:WND,not owned by a public authority,2012-12-19,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2012/3960,permissioned,full planning permission,POINT(-0.160923 51.445255),WBR/17/0016,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0016
"Dovercourt, 98 York Road (Lookers Volkswagen)",,10/12/2018,2019-03-31,,0.43,173,173,,local-authority-eng:WND,not owned by a public authority,2015-12-18,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/5308,permissioned,full planning permission,POINT(-0.177994 51.46866),WBR/17/0017,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0017
79-85 Putney High Street,yes,31/03/2019,2019-03-31,,0.04,5,5,,local-authority-eng:WND,not owned by a public authority,2013-05-10,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2013/1068,permissioned,full planning permission,POINT(-0.215399 51.463542),WBR/17/0018,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0018
"Battersea Park Studios, 2 Shuttleworth Road (131 Battersea High Street)",yes,,2019-03-31,,0.29,71,71,,local-authority-eng:WND,not owned by a public authority,2017-11-06,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0764,permissioned,full planning permission,POINT(-0.172561 51.471687),WBR/17/0019,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0019
526 Garratt Lane,yes,,2019-03-31,,0.03,8,8,,local-authority-eng:WND,not owned by a public authority,2015-09-17,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/3161,permissioned,full planning permission,POINT(-0.18738 51.437079),WBR/17/0020,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0020
"208-214 York Road and, 4 Chatfield Road",yes,,2019-03-31,,0.19,51,51,,local-authority-eng:WND,not owned by a public authority,2015-06-24,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/4626,permissioned,full planning permission,POINT(-0.180738 51.465564),WBR/17/0021,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0021
"New Covent Garden Market, Nine Elms Lane (Combined Main Market, Entrance site and Thessaly College site)",yes,,2019-03-31,,24.57,2915,2915,,local-authority-eng:WND,,2019-03-22,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2018/5698,permissioned,reserved matters approval,POINT(-0.138398 51.480025),WBR/17/0023,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0023
"Battersea Gasholder, 101 Prince of Wales Drive",yes,,2019-03-31,,2.96,955,955,,local-authority-eng:WND,,2017-10-31,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/5595,permissioned,full planning permission,POINT(-0.146507 51.47893),WBR/17/0024,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0024
"56-70, 56-66 Putney High Street (Wereldhave Site)",yes,,2019-03-31,,0.35,95,95,,local-authority-eng:WND,,2016-04-29,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/7344,permissioned,full planning permission,POINT(-0.215764 51.464528),WBR/17/0025,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0025
"Ram Brewery, Capital Studios & Duvall Works, Ram Street/Armoury Way/Wandsworth High Street (The Ram Quarter)",,,2019-03-31,,2.62,662,662,,local-authority-eng:WND,not owned by a public authority,2016-12-02,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/6029,permissioned,outline planning permission,POINT(-0.192587 51.458274),WBR/17/0027,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0027
"B and Q Depot, Smugglers Way",yes,,2019-03-31,,1.41,517,517,,local-authority-eng:WND,not owned by a public authority,2019-03-29,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0580,permissioned,full planning permission,POINT(-0.190787 51.461556),WBR/17/0028,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0028
"Peabody Estate, St Johns Hill",yes,,2019-03-31,,2.27,379,379,,local-authority-eng:WND,not owned by a public authority,2019-01-15,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/5837,permissioned,full planning permission,POINT(-0.170994 51.461887),WBR/17/0029,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0029
"Homebase, Swandon Way",yes,,2019-03-31,,1,385,348,,local-authority-eng:WND,,2018-08-02,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/7356,permissioned,full planning permission,POINT(-0.188927 51.461266),WBR/17/0030,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0030
"Homebase, 198 York Road",yes,,2019-03-31,,0.82,299,275,,local-authority-eng:WND,,2019-01-17,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2018/5903,permissioned,full planning permission,POINT(-0.179577 51.466526),WBR/17/0031,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0031
"Market Towers, 1 Nine Elms Lane (One Nine Elms)",yes,,2019-03-31,,0.74,494,494,,local-authority-eng:WND,not owned by a public authority,2016-06-21,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/5942,permissioned,full planning permission,POINT(-0.127639 51.484269),WBR/17/0034,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0034
"Land rear of 4-24, Thrale Road (Land rear of Mitcham Lane)",yes,,2019-03-31,,0.2,6,6,,local-authority-eng:WND,not owned by a public authority,2016-05-27,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/7118,permissioned,full planning permission,POINT(-0.141749 51.42516),WBR/17/0035,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0035
"Battersea Power Station Phase 4A, Sleaford Street (Sleaford Street Industrial Estate & Dairy Crest Distribution Depot)",yes,,2019-03-31,,1.04,386,386,,local-authority-eng:WND,not owned by a public authority,2016-11-21,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/3778,permissioned,full planning permission,POINT(-0.139178 51.478895),WBR/17/0036,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0036
"Royal Mail Group Site, Ponton Road (Nine Elms Parkside)",yes,,2019-03-31,,5.23,1950,1950,,local-authority-eng:WND,not owned by a public authority,2019-03-29,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/6764,permissioned,reserved matters approval,POINT(-0.135402 51.480733),WBR/17/0037,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0037
"Christies Auctioneers Depot, 40-42 Ponton Road (The Residence)",,31/03/2019,2019-03-31,,1.07,514,514,,local-authority-eng:WND,,2017-03-16,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/4720,permissioned,full planning permission,POINT(-0.133242 51.480725),WBR/17/0038,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0038
"Former Prices Candles Factory, 110 York Road",yes,,2019-03-31,,0.79,136,136,,local-authority-eng:WND,not owned by a public authority,,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0745,pending decision,,POINT(-0.178879 51.467765),WBR/17/0039,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0039
"Tidbury Court, Stewarts Road",yes,,2019-03-31,,0.26,10,10,,local-authority-eng:WND,owned by a public authority,2014-11-10,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/4516,permissioned,full planning permission,POINT(-0.142293 51.47809),WBR/17/0040,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0040
"Land rear of 88, Thurleigh Road",,31/03/2019,2019-03-31,,0.22,8,8,,local-authority-eng:WND,not owned by a public authority,2014-09-24,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/3016,permissioned,full planning permission,POINT(-0.155483 51.4524),WBR/17/0041,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0041
25-29 Tooting High Street,yes,,2019-03-31,,0.11,14,14,,local-authority-eng:WND,not owned by a public authority,2016-04-22,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/6050,permissioned,full planning permission,POINT(-0.166401 51.428839),WBR/17/0042,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0042
"The Alchemist, 225 St Johns Hill",,22/08/2018,2019-03-31,,0.04,5,5,,local-authority-eng:WND,not owned by a public authority,2016-09-15,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/0647,permissioned,full planning permission,POINT(-0.179294 51.459507),WBR/17/0043,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0043
"Ima House, 20 Northfields",,,2019-03-31,,0.14,29,29,,local-authority-eng:WND,not owned by a public authority,2011-12-05,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2010/0271,permissioned,full planning permission,POINT(-0.200545 51.462003),WBR/17/0044,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0044
19-21 Mitcham Road,yes,,2019-03-31,,0.19,19,19,,local-authority-eng:WND,not owned by a public authority,2016-08-12,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/5383,permissioned,full planning permission,POINT(-0.166925 51.427957),WBR/17/0045,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13,brownfield-land/local-authority-eng/WND/WBR-17-0045
