site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Eastcott Hill Bus Depot,yes,,2017-12-21,,0.56,22,22,Estimated capacity using density multiplier,local-authority-eng:SWD,not owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/propertyDetails.do?activeTab=relatedCases&keyVal=001JJPPTLI000,not permissioned,,POINT(-1.78069 51.5541),s0080,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0080
"Pinehurst Branch Library and lock-up garages to rear, The Circle",,,2017-12-21,,0.17,7,7,Estimated capacity using density multiplier,local-authority-eng:SWD,owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/propertyDetails.do?activeTab=relatedCases&keyVal=001JXYPTLI000,not permissioned,,POINT(-1.78003 51.5837),s0081,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0081
Land bounded by Netherton Close/ Cranemore Avenue/ Keswick Road,,,2017-12-21,,0.17,7,7,Estimated capacity using density multiplier,local-authority-eng:SWD,owned by a public authority,,,not permissioned,,POINT(-1.74496 51.5506),s0082,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0082
"Windmill Hill School, Uxbridge Road",yes,,2017-12-21,,1.25,50,50,Estimated capacity using density multiplier,local-authority-eng:SWD,owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=LHUE2LPT04V00,not permissioned,,POINT(-1.84054 51.548),s0083,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0083
Land to the rear of 1-7 Green Road,,,2017-12-21,,0.21,8,8,Estimated capacity using density multiplier,local-authority-eng:SWD,not owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=ZZZZOJPTXT002,not permissioned,,POINT(-1.7669 51.5854),s0086,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0086
Garages and Land East of Wingfield Avenue,,,2017-12-21,,0.23,9,9,Estimated capacity using density multiplier,local-authority-eng:SWD,owned by a public authority,,,not permissioned,,POINT(-1.78135 51.5973),s0087,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0087
Ex- Oakfield University Campus,yes,,2017-12-21,,5.16,140,140,Estimated capacity using density multiplier,local-authority-eng:SWD,owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=KHJ7U3PT04W00,not permissioned,,POINT(-1.7506 51.564),s0088,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0088
"Coal Yard, Signal Way",yes,,2017-12-21,,0.18,8,8,"Demolition of existing buildings and erection of 8no. two storey terrace houses with associated parking, access road and landscaping.",local-authority-eng:SWD,not owned by a public authority,2014-10-23,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=MAAHL1PT97000,permissioned,full planning permission,POINT(-1.77411 51.5487),s0090,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0090
"Woolworths Distribution Centre, Faraday Road, Dorcan Industrial Estates",yes,,2017-12-21,,9.31,165,165,Outline Application for up to 165no. dwellings and associated works (Means of access not reserved).,local-authority-eng:SWD,not owned by a public authority,2016-02-22,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NH3AY3PT97000,permissioned,outline planning permission,POINT(-1.7265 51.5571),s0091,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0091
Aspen House and Granville Street Car Park,yes,,2017-12-21,,1.27,118,118,"Allocated in Central Area Action Plan. Resolution to grant outline permission for up to 118no flats and commercial uses (A1, A2, A3, A4, A5 and B1a) at October 2017 Planning Committee.",local-authority-eng:SWD,owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OOC8Z9PTM9P00,pending decision,,POINT(-1.78379 51.5594),s0100,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0100
Tented Market,yes,,2017-12-21,,0.14,101,101,"Allocated in Central Area Action Plan. Resolution to grant permission for 101 flats, 4no. A3 units and 1no. A1 unit at October 2017 planning committee",local-authority-eng:SWD,owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=OOLNTBPTMBI00,pending decision,,POINT(-1.78738 51.5596),s0101,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0101
Kimmerfields (remainder),yes,,2017-12-21,,4.34,405,405,"Allocated in the Central Area Action Plan with outline consent for 450 dwellings in total on the site with 45 already completed - 405 residual.. Outline application seeking redevelopment to provide mixed-use development to include office, residential, shops, restaurants & cafes, drinking establishments, hot food takeaways, healthcare facilities (including a PCT Healthcare facility), hotel, leisure, car parking (including multi-storey car park), bus interchange, public realm and associated highways works - Access not reserved.",local-authority-eng:SWD,owned by a public authority,2012-05-22,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=LKMDETPT0FL00,permissioned,outline planning permission,POINT(-1.78204 51.5637),s0102,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0102
Thornhill Industrial Estate,yes,,2017-12-21,,5.09,105,105,"Alllocated in the SBC Local Plan (Policy RA3). Outline application for the erection of up to 115no. dwellings and associated works with access from Thornhill Road, footpath improvements and public open space (Means of access not reserved) pending determination",local-authority-eng:SWD,not owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NG3QDVPT97000,pending decision,,POINT(-1.72666 51.5861),s0111,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0111
Crown Timber Site,yes,,2017-12-21,,3.17,47,47,"Alllocated in the SBC Local Plan (Policy RA3). Outline application for the erection of up to 47no. dwellings and associated works with access from Thornhill Road, footpath improvements and public open space (Means of access not reserved) pending determination",local-authority-eng:SWD,not owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NG3QDNPT97000,pending decision,,POINT(-1.72878 51.5871),s0112,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0112
Site of disused retail units on Devizes Road,yes,,2017-12-21,,0.08,8,8,Allocated in the Wroughton Neighbourhood Plan (RH6 site DP1),local-authority-eng:SWD,not owned by a public authority,,,not permissioned,,POINT(-1.79059 51.5231),s0113,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0113
Sites of garages on Perrys Lane,yes,,2017-12-21,,0.11,5,5,Allocated in the Wroughton Neighbourhood Plan (RH6 site DP4),local-authority-eng:SWD,not owned by a public authority,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=ZZZZOMPTXT223,not permissioned,,POINT(-1.7928 51.526),s0115,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,2017-12-21,brownfield-land/local-authority-eng/SWD/s0115
