site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Swan Quay, Belvedere Road, Faversham",,,2018-03-20,,0.3,10,10,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site comprises four buildings formerly used by the Frank and Whitorne Joinery Company and is adjacent to Faversham creek.,local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,POINT(0.891776 51.318282),BF/023,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-023
"The Foundry, Rushenden Road, Queenborough",yes,,2018-03-20,yes,0.37,37,37,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site comprises a former foundry and is open, flat and adjacent to Queenborough Creek.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,POINT(0.747297 51.414737),BF/136,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-136
"Former Nicholls Transport site, Lydbrook Close, Sittingbourne",yes,,2018-03-20,yes,1.7,70,70,The site has an application currently pending consideration.. Outline (All Matters Reserved) for up to 70 residential units and detailed approval for associated land raising and improvement of A2/Lydbrook Close junction.. The site comprises the former Nicholls Transport depot which has now been vacant for a number of years and is surrounded by dwellings close to the A2.,local-authority-eng:SWL,not owned by a public authority,,,pending decision,outline planning permission,POINT(0.719076 51.341017),BF/167,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-167
"152 Staplehurst Road, Sittingbourne",,,2018-03-20,yes,1.8,75,75,"The site is allcoated within the adopted Local Plan.. The site comprises a flat piece of land within a predominantly residential area, with some commercial/industrial use too. It is adjacent to the railway line to the north.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,POINT(0.718908 51.345221),BF/237,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-237
"West Street, Queenborough",,,2018-03-20,yes,1.45,80,80,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site comrises land including business offices, dockyard buildings and wharfs adjacent to Queenborough Creek.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,POINT(0.741481 51.415863),BF/256,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-256
"Faversham Industrial Estate, Graveney Road, Faversham",yes,,2018-03-20,yes,2.9,105,105,"The site was recently granted planning permission and works are expected to commence imminently.. Development of the site to provide 105 residential units, comprising 72 houses and 33 flats, and associated, parking, landscaping and open space.. The site comprises a former industrial site which had a number of warehouse/office buildings. The site is bounded by Graveney Road, the wider countryside and a railway line.",local-authority-eng:SWL,not owned by a public authority,2017-12-20,,permissioned,full planning permission,POINT(0.908941 51.313076),BF/257,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-257
"Land West of Rushenden Road, Queenborough",yes,,2018-03-20,yes,13.31,379,379,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site is mostly vacant but with some industrial units and buildings still in use. It is surrounded by Rushenden Road to the east and Queenborough Creek to the west.,local-authority-eng:SWL,owned by a public authority,,,not permissioned,,POINT(0.745006 51.415394),BF/258,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-258
"Bell Centre, Bell Road, Sittingbourne",yes,,2018-03-20,,0.9,165,120,"The site has an application currently pending consideration.. Proposed mixed use development comprising 165 no. residential apartments, medical centre and pharmacy across three blocks with associated parking and landscaping, refurbishment of existing Bell House with retention of offices and an additional storey.. The site comprises the former Bell Shopping Centre which was demolished a number of years ago. The land has been vacant since and fronts Bell Road close to Sittingbourne town centre.",local-authority-eng:SWL,not owned by a public authority,,,pending decision,full planning permission,POINT(0.739581 51.338596),BF/265,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-265
"Provender Mill, New Creek Road, Faversham",yes,,2018-03-20,yes,0.95,10,10,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site sits between Faversham Creek and New Creek Road and contains a number of designated heritage assets.,local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,POINT(0.897152 51.320942),BF/275,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-275
"Land South of Queenborough Creek, Queenborough",,,2018-03-20,yes,7.0,380,380,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site lies to the south of Queenborough Creek and falls partly within the Queenborough Conservation Area, with a number of designated heritage assets close by.",local-authority-eng:SWL,mixed ownership,,,not permissioned,,POINT(0.745006 51.415394),BF/281,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2018-03-20,brownfield-land/local-authority-eng/SWL/BF-281
