site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Land to rear of 50/52 Brackenhurst Road,yes,,,,0.28,8,8,Large existing residential plots. Site would require clearance of existing homes to allow its development. Previously granted permission on appeal - now expired. Development must consider the creation of appropraite access.,,,,,not permissioned,,POINT(-3.800509 53.7708),Bab1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Garages off Bowness Close,yes,,,,0.12,10,10,"Derelict and underused parking provision, considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision, and have regard to the nearby Springfield Brook and adjacent allotments.",,,,,not permissioned,,POINT(-3.793497 53.773602),Bab3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Parking area, Santos Close",yes,,,,0.07,5,5,Off road car park that is considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision.,,owned by a public authority,,,not permissioned,,POINT(-3.856022 53.820752),BW1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Dunsmore Avenue Garages (rear of 412 and 440),yes,,,,0.1,6,6,Open public space considered to be readily available. Development will need to conisder the loss of informal parking space.,,,,,not permissioned,,POINT(-3.872495 53.807578),BW3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Former Stretton Avenue Offices and vacant land to the south,yes,,,,0.72,34,34,"Recently cleared former commercial building and office site with off street parking and open public space, considered to be a viable redevelopment option that is unconstrained. Development will need to satisfy the employment and community facilities protection policies of the coventry local plan 2016.",,owned by a public authority,2016-10-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784784,not permissioned,full planning permission,POINT(-3.87445 53.809516),BW22,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Chace Primary School, Robin Hood Road",yes,,,,1.46,53,53,Site situated in established residential area and is considered suitable. Long-term redevelopment opportunity.,,,,,not permissioned,,POINT(-3.871907 53.808019),BW35,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Social Club, Grange Avenue",yes,,,,0.51,20,20,"Community building with off street parking, considered to be a viable redevelopment option that is available. Development will beed to be mindful that the site is situated adjacent to a SSSI. Development will need to satisfy the loss of community facilities policy in the coventry local plan 2016.",,mixed ownership,,,not permissioned,,POINT(-3.869111 53.82231),BW36,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Wisteria Lodge, Earlsdon Avenue South",yes,,,,0.49,12,12,Vacant site considered to be a viable redevelopment option that is available. Development will need to conisder the trees that could be identified for protection.,,owned by a public authority,,,not permissioned,,POINT(-3.858655 53.772807),E1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Land at Sir Henry Parks Road (COVRAD and CoovPress),yes,,,,6.1,110,110,Commercial / Industrial site considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-3.853888 53.757616),E2a+b,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Former Spencer Sports and Social club,yes,,,,0.26,12,12,Spencer Sports and Social club with off road parking considered to be a viable redevelopment option that is available. Development will need to consider the noise from the railway line.,,,,,not permissioned,,POINT(-3.84564 53.773277),E3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Bob Mansfield Heating and Plumbing, Warwick Street",yes,,,,0.17,19,19,Commercial building with off road car park considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,,,2014-04-07,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=752836,not permissioned,full planning permission,POINT(-3.852198 53.76816),E4,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Training Centre between George Eliot Road (rear of 29-77) and canal,yes,,,,0.43,20,20,Training centre considered to be a viable redevelopment option. Development will need to ensure a suitable access is created and satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-3.793181 53.795378),F2,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Copper Beech Road, Rear of 37-49 Lythalls Lane",yes,,,,0.1593,12,12,Vehicle storage yard considered to be a viable redevelopment option that is available. Development will need to mitigate noise concerns from the A4444.,,,,,not permissioned,,POINT(-3.788294 53.791865),F3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Burbidge and Son, Awson Street / Stoney Stanton Road",yes,,,,0.89,42,42,Factory Unit. Development will need to mitigate noise concerns from nearby land uses and will need to satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-3.809042 53.793837),F4,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Cromwell Street, Bright Street",yes,,,,0.57,27,27,Industrial and commercial units. Development will need to satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-3.813987 53.793034),F5,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Warehouse, adjacent Royal Oak pub, Stoney Stanton Road",yes,,,,0.33,15,15,Industrial building with off road car park. Development will need to satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-3.811957 53.793838),F6,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Cromwell Street,yes,,,,0.57,27,27,Industrial Units. Redevelopment of the site is an excellent opportunity to improve the built environment and enhance the connectivity to the adjoining greenspace.,,,,,not permissioned,,POINT(-3.811942 53.793847),F7,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
