site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Depot at Feltham Hill Road and Poplar Road, Ashford",yes,,2017-12-22,,1.47,30,30,Allocation within the current Development Plan,local-authority-eng:SPE,not owned by a public authority,,,not permissioned,,POINT(-0.444415 51.428108),BL1,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-09-01
28-44 Feltham Road,yes,,2017-12-22,,0.47,23,23,Allocation within the current Development Plan,local-authority-eng:SPE,not owned by a public authority,,,not permissioned,,POINT(-0.453851 51.432444),BL2,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-09-01
158-166 Feltham Road,yes,,2017-12-22,,1.3,60,60,Allocation within the current Development Plan,local-authority-eng:SPE,not owned by a public authority,,,not permissioned,,POINT(-0.443777 51.432421),BL3,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-09-01
"Works adjoining Harrow Road, Ashford",yes,,2017-12-22,,0.58,36,36,Allocation within the current Development Plan,local-authority-eng:SPE,not owned by a public authority,,,not permissioned,,POINT(-0.458937 51.44597),BL4,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-09-01
"Steel works and Builders Merchants, Gresham Road, Staines",yes,,2017-12-22,,1.37,100,100,Allocation within the current Development Plan,local-authority-eng:SPE,not owned by a public authority,,,not permissioned,,POINT(-0.50432 51.432314),BL5,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-09-01
"381-385 Staines Road West, Ashford",yes,,2017-12-22,,0.26,12,12,Erection of block comprising 8 no. one and two bed flats and 4 no. dwellings,local-authority-eng:SPE,not owned by a public authority,2017-02-13,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=16%2F01900%2FFUL,permissioned,full planning permission,POINT(-0.443849 51.422604),BL6,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=508307&Northing=170466&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-11-09
"Builders Merchants, Moor Lane, Staines",yes,,2017-12-22,,0.57,36,36,Flood zone 2. redevelopment of the site to provide 36 residential units and 11 flats,local-authority-eng:SPE,not owned by a public authority,2015-09-03,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2714/01882/FUL%27,permissioned,full planning permission,POINT(-0.515553 51.437618),BL7,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-11-09
"Riverside Works, Fordbridge Road, Sunbury",yes,,2017-12-22,,1.57,37,37,Flood zone 2. Erection of 37 houses and flats,local-authority-eng:SPE,owned by a public authority,2013-08-14,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2713/00153/FUL%27&history=132f29d94dde40b9a6389c670d6dd848,permissioned,full planning permission,POINT(-0.416206 51.399847),BL8,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-11-09
"Bridge Street Car Park, Staines",yes,,2017-12-22,,0.71,205,205,Redevelopment of the site to provide buildings ranging from 4 to 12 storeys in height comprising 205 residential units,local-authority-eng:SPE,owned by a public authority,2016-03-15,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2715/01718/FUL%27&history=ceaa42ce9f8845e3a660fb808ce3bcfa,permissioned,full planning permission,POINT(-0.516626 51.434253),BL9,https://www.spelthorne.gov.uk/media/1438/Allocations-DPD/pdf/allocations_dpd_-_final_17.12.09.pdf,2017-11-09
"Renshaw Trading Estate, Mill Mead, Staines",yes,,2017-12-22,,0.86,275,275,Flood zone 2. Erection of up to 275 units in 2 buildings only.,local-authority-eng:SPE,not owned by a public authority,,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2717/01365/OUT%27&history=992ca7de2e1b4c18bb9d7d64576b8a64,pending decision,outline planning permission,POINT(-0.509319 51.436083),BL10,http://my.spelthorne.gov.uk/constraints.aspx,2017-11-09
"Shapla Restaurant, Russell Road, Shepperton",yes,,2017-12-22,,0.04,5,5,Conversion of existing restaurant (A3) to 5 additional residential flats,local-authority-eng:SPE,not owned by a public authority,2016-10-07,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2716/01130/FUL%27&history=2f7ff44e4fe4475b8b5bd10daebebe77,permissioned,full planning permission,POINT(-0.44724 51.390021),BL11,http://my.spelthorne.gov.uk/constraints.aspx,2017-11-09
"Monkey Puzzle House, 69-71 Windmill Road, Sunbury",yes,,2017-12-22,,0.17,14,14,extension to provide 14 no. apartments,local-authority-eng:SPE,not owned by a public authority,2017-09-26,http://my.spelthorne.gov.uk/planningpublisher.aspx?requesttype=parsetemplate&template=DCApplication.tmplt&basepage=planningpublisher.aspx&Filter=^REFVAL^=%2717/00366/FUL%27&history=87e621be2d1c476ab806854454d5dfc1,permissioned,full planning permission,POINT(-0.429963 51.418195),BL12,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=509286&Northing=169970&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-11-09
"Headline House, Stanwell Road",yes,,2017-12-22,,0.95,10,10,Erection of a two storey building to provide 5 no. one bedroom flats and 5 no. two bedroom flats demolition of the existing commercial building on site,local-authority-eng:SPE,not owned by a public authority,2017-09-22,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=17%2F00782%2FFUL,permissioned,full planning permission,POINT(-0.471731 51.434454),BL13,http://my.spelthorne.gov.uk/constraints.aspx,2017-11-09
"8-12 Clarendon Road, Ashford",yes,,2017-12-22,,0.1,10,10,Application approved on appeal. Demolition of existing buildings and erection of a new building with 2 floor of accommodation to provide 10 flats,local-authority-eng:SPE,not owned by a public authority,2017-06-01,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=17%2F00262%2FFUL,permissioned,full planning permission,POINT(-0.467284 51.435287),BL14,http://my.spelthorne.gov.uk/constraints.aspx,2017-12-02
"Land to r/o Imtech House, 33-35 Woodthorpe Road, Ashford",yes,,2017-12-22,,0.29,26,26,"erection of a part 3-storey, part 4-storey residential development comprising 26 flats",local-authority-eng:SPE,not owned by a public authority,2016-06-07,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=16%2F00196%2FFUL,permissioned,full planning permission,POINT(-0.469537 51.435976),BL15,http://my.spelthorne.gov.uk/constraints.aspx,2017-12-02
"Land Including the former Majestic House Site to the north of High Street, Extending To Mill Mead and Fairfield Avenue",yes,,2017-12-22,,1.05,260,260,"To provide up to 39,750 sq m gross external area of built floorspace (in total) for: Class B1(a); Class C1; Class C3; Class D2; Class A1, A2, A3, A4, A5",local-authority-eng:SPE,not owned by a public authority,2016-06-07,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=09%2F00566%2FOUT,permissioned,outline planning permission,POINT(-0.503891 51.436153),BL16,http://my.spelthorne.gov.uk/constraints.aspx,2017-12-02
"430 Staines Road West, Ashford",yes,,2017-12-22,,0.08,6,6,"erection of a block of 6 no. two bed flats on ground, first and second floors",local-authority-eng:SPE,not owned by a public authority,2016-01-04,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=15%2F01498%2FFUL,permissioned,full planning permission,POINT(-0.489712 51.427514),BL17,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=508146&Northing=170400&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-12-02
7-11 ManyGate Lane,yes,,2017-12-22,,0.24,22,22,Demolition of existing houses and erection of accommodation to provide 22 no. 1 and 2 bed sheltered apartments,local-authority-eng:SPE,not owned by a public authority,2017-07-03,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=17%2F00630%2FFUL,permissioned,full planning permission,POINT(-0.442715 51.39135),BL18,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=508419&Northing=166910&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-12-02
"96-104 Church Street, Staines",yes,,2017-12-22,,0.89,48,48,redevelopment of the site to provide 16 houses and 32 apartments,local-authority-eng:SPE,not owned by a public authority,2014-01-27,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=12%2F01700%2FFUL,permissioned,full planning permission,POINT(-0.517446 51.43526),BL19,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=503163&Northing=171811&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-12-02
"251-253 Staines Road West, Sunbury",yes,,2017-12-22,,0.05,5,5,conversion of the ground floor retail units (A1) and first floor flats to provide 5 no. residential flats,local-authority-eng:SPE,not owned by a public authority,2016-11-01,http://my.spelthorne.gov.uk/planningpublisher.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DCResults.tmplt&requestType=parseTemplate&history=a4a1e05346f24495b3fa09aac330e04c&usesearch=true&order=DATEAPRECV%3ADESCENDING&basepage=planningpublisher.aspx&q%3ALIKE=16%2F01290%2FFUL,permissioned,full planning permission,POINT(-0.425377 51.420095),BL20,http://my.spelthorne.gov.uk/MapGetImage.aspx?RequestType=Map&MapSource=Spelthorne/publisher_planning&Easting=508987&Northing=170317&Zoom=175&mapid=-1&ServiceAction=GotoLocation&MapWidth=300&MapHeight=300&ZoomPin=1,2017-12-02
