name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"128 North Walls, Stafford","128 North Walls, Stafford",yes,,2017-11-15,,0.02,5,5,16/24628/FUL - Existing terraces (128-130 North Walls) converted into flats and bedsits (5 units) with new external access stair.,local-authority-eng:STA,not owned by a public authority,2016-11-01,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.112711 52.80695),"128 North Walls, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/128-North-Walls--Stafford
"36 Rowley Street, Stafford","36 Rowley Street, Stafford",yes,,2017-11-15,,0.03,8,8,15/21724/COU - Change of use of existing building from student accommodation into eight individual bedsits,local-authority-eng:STA,not owned by a public authority,2015-05-27,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.119677 52.815707),"36 Rowley Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/36-Rowley-Street--Stafford
"69-70 Foregate Street, Stafford","69-70 Foregate Street, Stafford",yes,,2017-11-15,,0.13,18,18,15/21611/POTH - Prior approval - change of use from offices to residential (18 apartments),local-authority-eng:STA,not owned by a public authority,2015-02-23,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.119794 52.810838),"69-70 Foregate Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/69-70-Foregate-Street--Stafford
"Areva Fairway, Stafford","Areva Fairway, Stafford",yes,,2017-11-15,,7.52,194,194,"15/22735/REM - Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",local-authority-eng:STA,not owned by a public authority,2015-12-02,http://www.staffordbc.gov.uk/planning-public-access,permissioned,reserved matters approval,POINT(-2.090787 52.801674),"Areva Fairway, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Areva-Fairway--Stafford
"CC4 Greengate Street, Stafford","CC4 Greengate Street, Stafford",yes,,2017-11-15,,0.03,9,9,"14/21305/FUL - Conversion of 1st, 2nd, 3rd floors above retail unit to provide nine residential apartments",local-authority-eng:STA,not owned by a public authority,2015-04-14,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.116871 52.806732),"CC4 Greengate Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/CC4-Greengate-Street--Stafford
"Former Castleworks , Castle Street, Stafford","Former Castleworks , Castle Street, Stafford",yes,,2017-11-15,,3.77,80,80,15/22596/REM - Residential development - 80 dwellings,local-authority-eng:STA,not owned by a public authority,2015-11-20,http://www.staffordbc.gov.uk/planning-public-access,permissioned,reserved matters approval,POINT(-2.128406 52.805975),"Former Castleworks , Castle Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Former-Castleworks---Castle-Street--Stafford
"Land adjacent to Yew Tree House, Egg Lane, Hixon","Land adjacent to Yew Tree House, Egg Lane, Hixon",yes,,2017-11-15,,0.16,5,5,14/20711/OUT (Brownfield section of the site only) - Outline application for the erection of 10 dwellings with access,local-authority-eng:STA,not owned by a public authority,2015-06-22,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-1.995586 52.829451),"Land adjacent to Yew Tree House, Egg Lane, Hixon",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Land-adjacent-to-Yew-Tree-House--Egg-Lane--Hixon
"Land at Elms Business Centre Phase 2, Main Road, Great Haywood","Land at Elms Business Centre Phase 2, Main Road, Great Haywood",yes,,2017-11-15,,0.2,10,10,15/23140/FUL - Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),local-authority-eng:STA,not owned by a public authority,2016-08-24,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.006571 52.802114),"Land at Elms Business Centre Phase 2, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Land-at-Elms-Business-Centre-Phase-2--Main-Road--Great-Haywood
"Land at Elms Business Centre, Main Road, Great Haywood","Land at Elms Business Centre, Main Road, Great Haywood",yes,,2017-11-15,,0.33,6,6,15/21841/FUL - Residential development (six units) at rear of elms business centre/elms lodge/elms farmhouse including demolition of asbestos clad commercial unit,local-authority-eng:STA,not owned by a public authority,2015-03-31,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.006691 52.802585),"Land at Elms Business Centre, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Land-at-Elms-Business-Centre--Main-Road--Great-Haywood
"Land at Former Carers Centre, Austin Friars, Stafford","Land at Former Carers Centre, Austin Friars, Stafford",yes,,2017-11-15,,0.08,8,8,"15/22789/OUT - Eight apartments, access, drying area, parking and associated works",local-authority-eng:STA,not owned by a public authority,2015-10-27,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.116556 52.799883),"Land at Former Carers Centre, Austin Friars, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15,/brownfield-land/local-authority-eng/STA/Land-at-Former-Carers-Centre--Austin-Friars--Stafford
