site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land at Barnwood Manor, Barnwood Road, Barnwood",yes,,2017-12-01,,0.7,20,20,proposal by barnwood trust and city plan proposed allocation. there are proposals for new residential development replacing existing dwellings,local-authority-eng:GLO,not owned by a public authority,,,not permissioned,,POINT(-2.199187 51.858536),GLOSBR001,http://www.gloucester.gov.uk/Documents/GLOSBR001%20%20Barnwood%20Manor.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR001
"Jordans Brook House, North Upton Lane, Barnwood",yes,,2017-12-01,,0.85,20,20,county council residential care facility site to be vacated early 2018. county council site proposed for residential development,local-authority-eng:GLO,owned by a public authority,2001-10-08,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-2.201159 51.85776),GLOSBR002,http://www.gloucester.gov.uk/Documents/GLOSBR002%20%20Jordans%20Brook%20House.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR002
"Norvilles Factory, Tarrington Road, Barton and Tredworth",yes,,2017-12-01,,0.77,63,63,former factory to be converted into affordable dwellings,local-authority-eng:GLO,not owned by a public authority,2017-02-10,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-2.234135 51.852475),GLOSBR003,http://www.gloucester.gov.uk/Documents/GLOSBR003%20%20Former%20Norville%20Factory.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR003
"Allstone site, off Myers Road, Elmbridge",yes,,2017-12-01,,5.5,200,200,this site has permission for residential and student units but at the point of entry into this register is still operating as a commercial waste transfer station. outline application for housing and student accommodation,local-authority-eng:GLO,not owned by a public authority,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DFGHMLI000,pending decision,,POINT(-2.223049 51.862458),GLOSBR004,http://www.gloucester.gov.uk/Documents/GLOSBR004%20%20Allstone%20Site.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR004
"Cheltenham Surfacing, off Myers Road, Elmbridge",yes,,2017-12-01,,0.36,10,10,residential development on this site would be dependent on a new site being found for the existing business. proposed for residential development,local-authority-eng:GLO,not owned by a public authority,,,not permissioned,,POINT(-2.22751 51.863061),GLOSBR005,http://www.gloucester.gov.uk/Documents/GLOSBR005%20%20Land%20at%20Cheltenham%20Surfacing.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR005
"Car park at Tuffley Library, off Windsor Drive, Grange",,,2017-12-01,,0.2,7,7,county council site. no housing development is currently proposed,local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.260956 51.830696),GLOSBR006,http://www.gloucester.gov.uk/Documents/GLOSBR006%20%20Land%20at%20Tuffley%20Library.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR006
"Great Western Road Sidings, Great Western Road, Kingsholm and Wotton",yes,,2017-12-01,,4.5,100,100,a brownfield site which has been used as an operational siding but which has now been acquired by the homes and communities agency for housing and a university technical college with links to the hospital. proposed for c.100 dwellings on part of the site,local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.231492 51.863647),GLOSBR007,http://www.gloucester.gov.uk/Documents/GLOSBR007%20%20Great%20Western%20Road%20Sidings.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR007
"Wessex House, Great Western Road, Kingsholm and Wotton",yes,,2017-12-01,,0.3,20,20,"city council owned site in a strategic location near to the railway station and underpass. proposed for residential, employment or for educational use",local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.23804 51.866061),GLOSBR008,http://www.gloucester.gov.uk/Documents/GLOSBR008%20%20Wessex%20House.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR008
"Hare Lane Car Park, Hare Lane, Kingsholm and Wotton",,,2017-12-01,,0.32,12,12,flood risk is significant on this site but mitigation design may be possible which would mean that housing could be viable. no housing development is currently proposed but could potentially come forward at a later date,local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.242763 51.869252),GLOSBR009,http://www.gloucester.gov.uk/Documents/GLOSBR009%20%20Hare%20Lane%20Car%20Park.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR009
"9-11 St Catherine Street, Kingsholm and Wotton",,,2017-12-01,,0.06,6,6,"flood risk is significant on this site but mitigation design may be possible which would mean that housing could be viable. no housing development is currently proposed, flood risk is an issue that would need to be carefully managed",local-authority-eng:GLO,not owned by a public authority,,,not permissioned,,POINT(-2.243709 51.869628),GLOSBR010,http://www.gloucester.gov.uk/Documents/GLOSBR010%20%209-11%20St%20Catherine%20St.pdf,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR010
