site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Burgess Hill Station yard/car park, Burgess Hill",,,2017-12-13,,1.75,100,100,Local Plan Allocation,local-authority-eng:MSS,mixed ownership,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.12858 50.952994),SHLAAID83,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID83
"The Oaks Centre, Junction Road, Burgess Hill",yes,,2017-12-13,,0.42,12,12,Local Plan Allocation,local-authority-eng:MSS,not owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.123413 50.959314),SHLAAID84,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID84
"Open air market, Cyprus Road, Burgess Hill",yes,,2017-12-13,,0.4,25,25,Local Plan Allocation,local-authority-eng:MSS,owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.129534 50.956903),SHLAAID92,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID92
"Station Goods Yard, Hassocks",,,2017-12-13,,1.35,70,70,SSHAD allocation,local-authority-eng:MSS,not owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.14725 50.923146),SHLAAID106,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID106
"National Tyre Centre, 60 Keymer Road, Hassocks",,,2017-12-12,,0.14,20,20,Included within draft Neighbourhood Plan for allocation.,local-authority-eng:MSS,not owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.140114 50.923707),SHLAAID375,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-12,brownfield-land/local-authority-eng/MSS/SHLAAID375
"67-69 Railway Approach, East Grinstead",,,2017-12-13,,0.09,10,10,East Grinstead Neighbourhood Plan allocation,local-authority-eng:MSS,not owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.013918 51.126516),SHLAAID441,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID441
"48-50 Junction Road, Burgess Hill",yes,,2017-12-13,,0.38,6,6,No further information available.,local-authority-eng:MSS,not owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.123345 50.956768),SHLAAID446,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID446
"The Emperor Restaurant, Cyprus Road, Burgess Hill",yes,,2017-12-13,,0.05,12,12,Planning Permission Reference: DM/17/4575 - Demolition of existing restaurant and ancillary staff accommodation. Creation of 12 new flats with a new restaurant and retail space on the ground floor,local-authority-eng:MSS,not owned by a public authority,2021-07-20,https://pa.midsussex.gov.uk/online-applications/,permissioned,full planning permission,POINT(-0.130303 50.956529),SHLAAID447,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID447
"Wealden House, Lewes Road, Ashurst Wood",yes,,2017-12-13,,1.6,54,54,Proposed new build residential development consisting of 54 units following the demolition of all existing site buildings,local-authority-eng:MSS,not owned by a public authority,2020-11-11,https://pa.midsussex.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.016104 51.113286),SHLAAID470,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID470
"Courtmeadow School, Hanlye Lane, Cuckfield",yes,,2017-12-13,,0.64,10,10,Cuckfield Neighbourhood Plan allocation,local-authority-eng:MSS,owned by a public authority,,https://pa.midsussex.gov.uk/online-applications/,Not permissioned,,POINT(-0.12951 51.015603),SHLAAID480,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,2017-12-13,brownfield-land/local-authority-eng/MSS/SHLAAID480
