site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Friar Street and Station Road, Reading",,,2019-12-16,,1.0,69,43,"Allocation CR11a in Local Plan - remainder of site unpermitted shown here. There will be active retail and leisure uses on the ground floor along Friar Street and Station Road, with a mix of uses on higher floors. Development should enhance linkages in a north-south direction to link to the Station Hill area. Listed buildings and their settings in the area will be conserved, and opportunities to improve the environment of Merchants Place will be sought.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf",local-authority-eng:RDG,not owned by a public authority,,,not permissioned,,POINT(-0.973021 51.457239),BL1001,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1001
"29-35 Station Road, Reading",yes,,2019-12-16,,0.05,33,33,Prior approval 170772. Alternative permission 181930 now in place for redevelopment for hotel. Forms part of allocation in Local Plan (ref CR11a). Change of use from offices to residential under prior approval.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf,local-authority-eng:RDG,not owned by a public authority,2017-07-10,,permissioned,full planning permission,POINT(-0.972447 51.457764),BL1002,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1002
"30-31 Friar Street, Reading",,,2019-12-16,,0.08,25,25,Prior approval 150829 expired July 2018. Forms part of allocation in Local Plan (ref CR11a). Change of use of upper floors from offices to 25 flats.,local-authority-eng:RDG,not owned by a public authority,,,not permissioned,,POINT(-0.973402 51.456919),BL1004,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1004
"35-38 Friar Street, Reading",,,2019-12-16,,0.1,25,25,Prior approval 160232 expired April 2019. Forms part of allocation in Local Plan (ref CR11a). Change of use of 1st to 3rd floor from offices to 25 flats,local-authority-eng:RDG,not owned by a public authority,,,not permissioned,,POINT(-0.97382 51.456913),BL1005,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1005
"52-55 Friar Street and 12 Greyfriars Road, Reading",,,2019-12-16,,0.26,135,135,"Full permission 162210. Forms part of allocation in Local Plan (ref CR11b). Demolition of existing building and structures (Class A1) and erection of 3 new buildings ranging between 6 - 12 (and basement) storeys in height to provide 135 (1xstudio, 54x1, 73x2 & 7x3-bed) residential units (Class C3), a flexible Class A1-A5 use at ground floor level fronting onto Friar St, a flexible Class A1-5, B1(a) or D2 (gym only) use at ground floor level fronting onto Greyfriars Rd, with associated access, parking, servicing, landscaping and engineering works.",local-authority-eng:RDG,not owned by a public authority,2018-03-20,,permissioned,full planning permission,POINT(-0.975342 51.457052),BL1006,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1006
"Station Hill, Reading",yes,,2019-12-16,,2.87,570,380,"Outline permissions 190441 and 190442 cover the site, and would result in up to 538 dwellings. Reserved matters for parts of site under consideration. Some demolition complete, much of remainder underway. Forms allocation in Local Plan (ref CR11c), and dwelling range in this entry derived from draft policy rather than permission, which is a maximum.. Redevelopment of site for offices, town centre uses including retail, leisure and residential, infrastructure, public realm works.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf",local-authority-eng:RDG,not owned by a public authority,2019-12-06,,permissioned,outline planning permission,POINT(-0.978008 51.4582),BL1007,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1007
"1-3 Greyfriars Road, Reading",,,2019-12-16,,0.03,8,8,"Application for development of 12 dwellings refused (070944), but a reduced scheme may be suitable. Change of use or redevelopment of offices to residential",local-authority-eng:RDG,not owned by a public authority,,,not permissioned,,POINT(-0.976045 51.457176),BL1008,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1008
"Greyfriars House, 30 Greyfriars Road, Reading",,,2019-12-16,,0.12,43,43,"Prior approval 170229. Forms part of allocation in Local Plan (ref CR11b).. Change of use from Class B1(a) (offices) to C3 (dwelling houses) to comprise of 43 apartments comprising 23 one bed flats, 19 two bed flats and a single three bed flat.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf",local-authority-eng:RDG,not owned by a public authority,2017-04-05,,permissioned,full planning permission,POINT(-0.97568 51.457397),BL1009,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1009
"Brunel Arcade and Apex Plaza, Forbury Road, Reading",,,2019-12-16,,1.51,380,250,"Allocation CR11d in Local Plan. This area will be developed for a mix of uses at high density, including residential and/or offices. Retail and/or leisure uses will activate the ground floor facing the southern station square.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf",local-authority-eng:RDG,mixed ownership,,,not permissioned,,POINT(-0.97084 51.458209),BL1011,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1011
"3-10 Market Place, Abbey Hall and Abbey Square, Reading",,,2018-12-16,,0.29,70,46,"Allocation CR14e in Local Plan. Development for retail and related uses on ground floor with residential and/or offices on upper floors, designed to enhance contribution of site to Conservation Area.. https://www.reading.gov.uk/media/10410/Reading-Borough-Council-Local-Plan/pdf/Local_Plan_Adopted_November_2019.pdf",local-authority-eng:RDG,not owned by a public authority,,,not permissioned,,POINT(-0.968884 51.455584),BL1012,https://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1052/pdf/Brownfield_Land_Register_Maps_2019_1001_to_1052.pdf,2017-12-15,brownfield-land/local-authority-eng/RDG/BL1012
