site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
13A Derby Road,,,2017-12-31,,0.05,7,7,,local-authority-eng:HCK,,2017-01-03,,permissioned,full planning permission,POINT(-0.046241 51.537561),2016/4140,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535599&lat=183882,2017-12-31
238 Stamford Hill,,,2017-12-31,,0.03,6,6,,local-authority-eng:HCK,,2017-04-25,,permissioned,full planning permission,POINT(-0.071942 51.573938),2017/0873,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533710&lat=187880,2017-12-31
Cambridge Court Amhurst Park,,,2017-12-31,,0.29,5,5,,local-authority-eng:HCK,,2016-08-24,,permissioned,full planning permission,POINT(-0.077202 51.574798),2016/2420,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533343&lat=187966,2017-12-31
54-54a Clapton Common,,,2017-12-31,,0.06,19,19,,local-authority-eng:HCK,,2017-03-08,,permissioned,full planning permission,POINT(-0.063742 51.571294),2015/4019,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534286&lat=187601,2017-12-31
"Stamford Lodge, Amhurst Park",,,2017-12-31,,0.36,8,8,,local-authority-eng:HCK,,2017-03-27,,permissioned,full planning permission,POINT(-0.074206 51.573301),2016/2345,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533555&lat=187805,2017-12-31
"Lyttleton House, Well Street",,,2017-12-31,,0.31,25,25,,local-authority-eng:HCK,,2017-03-10,,permissioned,full planning permission,POINT(-0.049279 51.54271),2016/1348,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535373&lat=184449,2017-12-31
Land to the R/O 130-134 Richmond Road,,,2017-12-31,,0.03,7,7,,local-authority-eng:HCK,,2017-06-20,,permissioned,full planning permission,POINT(-0.067719 51.542836),2016/3833,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534094&lat=184429,2017-12-31
154 Dalston Lane,,,2017-12-31,,0.04,7,7,,local-authority-eng:HCK,,2015-01-20,,permissioned,full planning permission,POINT(-0.066598 51.547853),2014/0610,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534157&lat=184989,2017-12-31
34 Englefield Road,,,2017-12-31,,0.05,9,9,,local-authority-eng:HCK,,2014-12-09,,permissioned,full planning permission,POINT(-0.081945 51.543024),2014/3457,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533107&lat=184424,2017-12-31
231a Graham Road,,,2017-12-31,,0.04,9,9,,local-authority-eng:HCK,,2014-05-22,,permissioned,full planning permission,POINT(-0.056285 51.546837),2014/0727,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534875&lat=184895,2017-12-31
