site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"JD Hotchkiss Ltd, London Road, West Kingsdown",,1970/01/01 00:00:00+00,2020-12-23,,0.55,31,31,Emerging Local Plan Ref ST2-69 - Careful design and layout to minimise impact on the amenity of neighbouring properties. The review of the existing use is to be considered as part of any planning application. A contamination assessment is to be submitted as part of any planning application.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.256548 51.347068),BFR139,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR139
"College Road Nurseries, College Road, Hextable",yes,1970/01/01 00:00:00+00,2020-12-23,,0.27,9,9,Some agricultural use remains on site. Emerging Local Plan Ref ST2-58 - Careful design and layout to minimise impact on the openness of the Green Belt in this important strategic gap.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.171689 51.408239),BFR133,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR133
"Highways Depot, Tonbridge Road, Chiddingstone Causeway",yes,1970/01/01 00:00:00+00,2020-12-23,,0.21,8,8,Emerging Local Plan ST2-46 - A noise assessment is to be submitted as part of any planning application. Retain existing trees and hedges along railway line. Careful design and layout to minimise impact on the amenity of neighbouring properties.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.17208 51.197682),BFR126,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR126
"Wested Farm, Eynsford Road, Crockenhill",yes,1970/01/01 00:00:00+00,2020-12-23,,0.66,10,10,Emerging Local Plan ST2-49 - Redevelopment of the modern industrial buildings will provide an opportunity for enhancement. Mitigation measures are required to soften the impact on the setting of the nearby listed buildings.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.17891 51.379967),BFR128,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR128
"Gills Farm, Gills Road, South Darenth",yes,1970/01/01 00:00:00+00,2020-12-23,,0.92,16,16,Some agricultural use remains on site. Emerging Local Plan Ref ST2-63 - Retain existing tourist accommodation and commercial workshops as part of any scheme. Priority habitats to be protected. Retain or divert public footpath.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.263865 51.405405),BFR135,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR135
"Kent & Surrey Driving Range, Crouch House Road, Edenbridge",yes,1970/01/01 00:00:00+00,2020-12-23,,0.14,7,7,Emerging Local Plan Ref ST2-31 - A new access onto Crouch House Road is required.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.050794 51.204111),BFR120,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR120
"Oak Tree Farm, London Road, Halstead",,1970/01/01 00:00:00+00,2020-12-23,,1.29,37,37,Emerging Local Plan Ref ST2-56 - A contamination assessment is to be submitted as part of any planning application. The review of the existing use is to be considered as part of any planning application. Access to be improved.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.150766 51.326057),BFR131,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR131
"Gorse Hill Nursery, Gorse Hill, Farningham",,1970/01/01 00:00:00+00,2020-12-23,,1.38,55,55,Emerging Local Plan Ref ST2-50 - Careful design and layout to conserve the character of the AONB. The review of the existing use is to be considered as part of any planning application.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.244657 51.366164),BFR129,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR129
"Swanley Village Nursery, Swanley Village Road, Swanley Village",yes,1970/01/01 00:00:00+00,2020-12-23,,0.28,6,6,Emerging Local Plan Ref ST2-25 - Mitigation measures are required to soften the impact on the setting of the conservation area and nearby listed buildings. Retain existing trees and hedges.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.197773 51.403817),BFR119,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR119
"Edenbridge & District War Memorial Hospital, Mill Hill, Edenbridge",,1970/01/01 00:00:00+00,2020-12-23,,0.76,30,30,Emerging Local Plan Ref ST2-32 - Redevelopment of site subject to confirmation of health commissioning requirements in relation to the current uses. Replacement facilities to serve the local community to be provided as part of any redevelopment scheme. A heritage assessment is to be submitted as part of any planning application and mitigation measures are required to soften the impact on the setting of the conservation area and nearby listed buildings. Retain existing trees and hedges,local-authority-eng:SEV,owned by a public authority,,,not permissioned,,POINT(0.066587 51.189479),BFR121,https://maps.sevenoaks.gov.uk/brownfield_register/,,brownfield-land/local-authority-eng/SEV/BFR121
