site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land West of Ashton Rd., Roade, NN7 2LF",,,2019-10-20,,11.1,,,Former Pianoforte Site:vacant commercial site with more than two-thirds previously developed with less than a third Greenfield land located to the south of Roade. Site area 11.1ha with 0.5ha for employment and/or doctors surgery,local-authority-eng:SNR,not PA_owned,,,,MAR,POINT(-0.892718 52.154797),BFL 1,,,brownfield-land/local-authority-eng/SNR/BFL-1
"Burcote Road, Towcester, NN12 6TF & NN12 6LX",,,2017-11-21,,3.74,,,Brownfield Site; Hybrid application. [2.75 Brownfield newbuilt; 0.99 Greenfield newbuilt];,local-authority-eng:SNR,not PA_owned,,,,MAR,POINT(-0.983727 52.125155),BFL 2,,,brownfield-land/local-authority-eng/SNR/BFL-2
"Brackley Sawmills, Northampton Road Brackley, NN13 7DL",,,2019-10-20,,2.36,,,2nd built-out stage: Former Brackley Sawmills Northampton Road Brackley,local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-1.098558 54.116291),BFL 3,,,brownfield-land/local-authority-eng/SNR/BFL-3
"Moat Lane, Towcester, NN12 6AD [58 units]",,,2019-10-20,,2.74,,,Originally WNDC Outline Planning Permission - Outline application for regeneration of Moat Lane; residential development is just part of an otherwise dominantly comm. development site,local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-0.988799 52.133381),BFL 4,,,brownfield-land/local-authority-eng/SNR/BFL-4
"Land south of Syresham Village Hall, Syresham, NN13 5HL [next to 42a High Sreet, Syresham ]",,,2017-11-21,,1.37,,,"Hybrid application: Green and brownfield land involved: Land contains old Village Hall!; 1.366ha covers the whole site for both, the res. & commun. Parts of the dev'mt.",local-authority-eng:SNR,not PA_owned,,,,MAR,POINT(-1.085292 52.066611),BFL 5,,,brownfield-land/local-authority-eng/SNR/BFL-5
"Hayes Road, Deanshanger, MK19 6HP & MK19 6FA & MK19 6HR",,,2017-11-21,,1.63,,,Redevelopment of the former Elementis Works site (Site 1); [SNC588 partially built out with app. 2/2009/0411/P],local-authority-eng:SNR,not PA_owned,,,,MAO,POINT(-0.884884 52.050563),BFL 6,,,brownfield-land/local-authority-eng/SNR/BFL-6
"Moat Lane, Towcester, NN12 6AD [17 units]",,,2019-10-20,,0.5,,,Comprising of 4 smaller commercial sites within previous Plg. application S/2012/1476/MAF,local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-0.988798 52.133444),BFL 7,,,brownfield-land/local-authority-eng/SNR/BFL-7
"Britannia Works, High Street & Maltings Row, Deanshanger, MK19 6HR",,,2019-10-20,,0.28,,,"Former Britannia Works: no site ref. in SHLAA 2012, though site is in between SNC454 & SNC588]",local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-0.886645 52.050121),BFL 8,,,brownfield-land/local-authority-eng/SNR/BFL-8
"The Hunters, The Green Deanshanger, MK19 6HL",,,2017-11-21,,0.35,,,Conversion of former ambulance headquarters,local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-0.884344 52.048212),BFL 11,,,brownfield-land/local-authority-eng/SNR/BFL-11
"Sun Moon and Stars, 64 High Street Blisworth NN7 3BJ",,,2019-10-20,,1.08,,,Conversion of Public House,local-authority-eng:SNR,not PA_owned,,,,MAF,POINT(-0.942419 52.174413),BFL 13,,,brownfield-land/local-authority-eng/SNR/BFL-13
