site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Former Network Rail Depot, Kings Road, Spalding",yes,,2018-12-01,,1.29,42,42,Residential development - erection of 42 dwellings. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0486-16&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2017-01-04,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0486-16&from=planningSearch,permissioned,reserved matters approval,POINT(-0.153864 52.791491),BLR/SPA/001,,2017-11-22
"Land immediately adjact to Spalding Library, Victoria Street, Spalding",yes,,2018-12-01,,0.14,7,7,"Erection of 7 apartments, including part demolition of existing brick building. https://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0601-17&from=planningSearch",local-authority-eng:SHO,not owned by a public authority,2017-12-01,https://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0601-17&from=planningSearch,permissioned,full planning permission,POINT(-0.154791 52.787091),BLR/SPA/005,,2017-11-22
"The Robin Hood Inn, 1 Bourne Road, Spalding",yes,,2018-12-01,,0.03,6,6,Conversion of Public House into 6 self-contained flats. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0172-16&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2016-05-19,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0172-16&from=planningSearch,permissioned,full planning permission,POINT(-0.167888 52.784219),BLR/SPA/006,,2017-11-22
"Banbury Close, Spalding",yes,,2018-12-01,,0.35,10,10,Residential development of 10 dwellings with associated parking and garages on former builders yard. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-1163-15&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2017-01-12,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-1163-15&from=planningSearch,permissioned,full planning permission,POINT(-0.148101 52.795519),BLR/SPA/007,,2017-11-22
"Land off Willow Walk (Former Laws Yard), Spalding",yes,,2018-12-01,,0.52,20,20,Residential development of 20 dwellings. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0283-17&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2018-07-30,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0283-17&from=planningSearch,permissioned,full planning permission,POINT(-0.143589 52.790378),BLR/SPA/009,,2017-11-22
"Former Glen Farrow premises, land off Spalding Road, Pinchbeck",yes,,2018-12-01,,0.37,5,5,Demolition of vacant industrial buildings and the erection of up to 5 detached houses. https://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H14-1187-17&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2018-02-05,https://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H14-1187-17&from=planningSearch,permissioned,outline planning permission,POINT(-0.153326 52.805238),BLR/SPA/010,,2017-11-22
"Spalding Lifestyle, Spalding Road, Pinchbeck",yes,,2018-12-01,,1.68,50,50,"The South East Lincolnshire Strategic Housing Land Availability Assessment (SHLAA) (April 2017) indicates that there is a need to improve the water and foul sewerage network but that this should not impact upon the site's deliverability. The site is adjacent to an industrial estate which has the potential to be a bad neighbour, although there are residential properties nearby. The impact of the adjacent industrial uses on residential development might be addressed by dwelling choice, layout and the use of open space. SHLAA ref no: Pin050. The site is a proposed housing allocation in the South East Lincolnshire Local Plan (2011-2036): Publication Version (March 2017).. http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Spalding-map-and-report.pdf",local-authority-eng:SHO,not owned by a public authority,,,Not permissioned,,POINT(-0.151173 52.802831),BLR/SPA/011,,2017-11-22
"36 Holbeach Road, Spalding",yes,,2018-12-01,,0.05,6,6,Erection of 6 two-storey dwellings. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0505-17&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2017-09-11,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0505-17&from=planningSearch,permissioned,full planning permission,POINT(-0.138332 52.795735),BLR/SPA/012,,2017-11-22
"Land to the east of Crease Drove, Crowland",yes,,2018-12-01,,1.54,50,50,Residential development. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H02-0554-16&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2017-10-09,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H02-0554-16&from=planningSearch,permissioned,outline planning permission,POINT(-0.171081 52.670499),BLR/CRO/003,,2017-11-22
"Former Red Cow Hotel, 8 High Street, Donington",yes,,2018-12-01,,0.33,31,31,Proposed residential development (31 dwellings) and demolition of Tap Bar. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H04-0314-16&from=planningSearch,local-authority-eng:SHO,not owned by a public authority,2016-12-07,http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H04-0314-16&from=planningSearch,permissioned,full planning permission,POINT(-0.20341 52.905614),BLR/DON/001,,2017-11-22
