site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"52-60 Poulton Road, Fleetwood",yes,,2017-12-14,,0.05,9,9,Erection of six two bedroomed and three one bedroomed self-contained apartments with parking to the rear (resubmission of 13/00712/FULMAJ),local-authority-eng:WYR,not owned by a public authority,2015-04-20,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.01868 53.921435),BR003,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR003
"Land north and east of Bourne Road, Thornton.",yes,,2018-09-30,,4.11,186,186,Residential development consisting of 186 dwellings,local-authority-eng:WYR,not owned by a public authority,2012-10-10,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.005927 53.888771),BR004,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR004
"Royal Oak, 64 Breck Road, Poulton",yes,,2017-12-14,,0.12,12,12,Variation of condition 2 on application 14/00928/FULMAJ to allow for the full demolition of existing building and the erection of a three storey and part two storey apartment block (12 apartments) including associated access/parking provision and a cycle store.,local-authority-eng:WYR,not owned by a public authority,2017-06-08,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.988458 53.850689),BR005,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR005
"Preesall Service Station, Sandy Lane, Preesall",yes,,2017-12-14,,0.12,6,6,"Reserved matters application for the appearance, landscaping and scale of six dwellings, following outline approval 11/00599/OUT",local-authority-eng:WYR,not owned by a public authority,2016-01-22,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,POINT(-2.962063 53.921991),BR006,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR006
"Brimelows Garage, 54 Hardhorn Road, Poulton",yes,,2017-12-14,,0.14,12,12,Reserved matters application for the appearance and landscaping of 7 town houses and 6 apartments following outline approval 11/00765/OUTMAJ,local-authority-eng:WYR,not owned by a public authority,2016-01-14,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,POINT(-2.992506 53.844418),BR007,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR007
"Fairfield Nurseries, Puddle House Lane, Poulton",yes,,2017-12-14,,1.18,9,9,Reserved matters application for the erection of nine detached dwellings (following outline approval 17/00410/OUTMAJ),local-authority-eng:WYR,not owned by a public authority,2017-09-27,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,POINT(-2.978081 53.830047),BR008,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR008
"North of Garstang Road, Pilling",yes,,2017-12-14,,1.69,40,40,Outline planning application for erection of up to 40 dwellings,local-authority-eng:WYR,not owned by a public authority,2015-05-01,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-2.882255 53.921166),BR011,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR011
"Throstles Nest, Whinney Brow Lane, Forton",yes,,2017-12-14,,0.27,5,5,Demolition of part of former restaurant and the erection of 6 dwellings,local-authority-eng:WYR,not owned by a public authority,2015-08-11,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.774727 53.955946),BR012,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR012
"Prospect Farm, Skippool Road, Thornton",yes,,2017-12-14,,0.61,8,8,Erection of 9 dwellings with associated parking and landscaping (following demolition of existing agricultural buildings and farmhouse),local-authority-eng:WYR,not owned by a public authority,2016-05-25,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.985434 53.857851),BR013,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR013
"Rear The Steamer, Victoria Street, Fleetwood",yes,,2017-12-14,,0.05,5,5,Erection of three 3 bed dwellings and two 1 bed flats,local-authority-eng:WYR,not owned by a public authority,2016-06-25,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.006143 53.924354),BR014,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR014
"5 Lockwood Avenue, Poulton",yes,,2017-12-14,,0.07,7,7,Change of use from offices to 7 no. self-contained Class C3 residential apartments,local-authority-eng:WYR,not owned by a public authority,2016-12-16,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.991998 53.849312),BR015,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR015
"Barneys Bingo Club, Poulton Road, Fleetwood",yes,,2017-12-14,,0.14,12,12,Change of use from disused former bingo hall to 12 apartments and 2 retail units,local-authority-eng:WYR,not owned by a public authority,2017-01-03,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.021006 53.920651),BR016,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR016
"Garstang Business & Community Centre, 96 High Street, Garstang",,,2017-12-14,,0.07,18,18,Erection of 3 storey building following partial demolition of existing building to provide approx. 1400sqm (gross) of retail floor space (Class A1) and 18 residential apartments,local-authority-eng:WYR,owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,pending decision,full planning permission,POINT(-2.773271 53.902791),BR017,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR017
"Fleetwood Pier, The Esplanade, Fleetwood",,,2017-12-14,,0.22,15,15,Outline application for the erection of 15 apartments for persons aged 55 and over together with retail unit and car parking (re-submission 16/00407/OUTMAJ),local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,pending decision,outline planning permission,POINT(-3.012169 53.927979),BR018,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR018
"Carleton Court, 155-161 Lord Street, Fleetwood",yes,,2017-12-14,,0.07,20,20,Change of use of first floor offices and conversion of roof area to form 20 flats.,local-authority-eng:WYR,not owned by a public authority,2017-07-27,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.014364 53.921139),BR019,https://arcg.is/1yDieW,2017-12-14,brownfield-land/local-authority-eng/WYR/BR019
"North of Norcross Lane, Thornton Cleveleys",yes,,2017-12-15,,13.61,338,220,Housing estimate reflects planning permission (220) and remaining potential allocation (118) identified in the Publication Draft Local Plan. Part of the site is the subject of a planning applition (decision pending) for retail use. This does not effect the hosuing capacity of the site.,local-authority-eng:WYR,not owned by a public authority,2015-12-08,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-3.016704 53.862632),BR020,https://arcg.is/1yDieW,2017-12-15,brownfield-land/local-authority-eng/WYR/BR020
"South of Fleetwood Dock, Fleetwood",,,2018-09-30,,32.67,120,120,The site is allocated for 120 dwellings in the Fleetwood-Thornotn AAP.,local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,,,POINT(-3.017116 53.912846),BR021,https://arcg.is/1yDieW,2017-12-15,brownfield-land/local-authority-eng/WYR/BR021
"Garstang Country Hotel & Golf Club, Garstang Road, Bowgreave",yes,,2017-12-15,,0.29,9,9,The site is a small parcel of a much larger site with permission for 95 dwellings but mostly greenfield. The PDL section is 0.29 ha.,local-authority-eng:WYR,not owned by a public authority,2018-01-12,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-2.768701 53.886849),BR022,https://arcg.is/1yDieW,2017-12-15,brownfield-land/local-authority-eng/WYR/BR022
"Former Fleetwood Health Centre, London Street, Fleetwood",yes,,2018-09-30,,0.2,19,19,Housing estimate reflects planning permission - Part demolition and part refurbishment to create 19 residential units and 3 dwellings; erection of 4 dwellings and a 12 unit flat development,local-authority-eng:WYR,not owned by a public authority,2017-12-21,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.012866 53.922769),BR025,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR025
"Land at Foxes Farm,Hardhorn Road, Poulton",yes,,2018-09-30,,0.31,2,2,Housing estimate reflects planning permission - Application for the erection of 2 detached dwellings with associated access and landscaping (following the demolition of existing buildings),local-authority-eng:WYR,not owned by a public authority,2018-01-12,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.985177 53.829423),BR026,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR026
"Acresfield, 9 Garstang Bypass Road, Garstang",yes,,2018-09-30,,0.01,6,6,Housing estimate reflects planning permission - Erection of building to form 7 apartments (following demolition of existing dwelling),local-authority-eng:WYR,not owned by a public authority,2018-05-04,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.778352 53.912457),BR027,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR027
"15 Newton Drive East, Normoss",yes,,2018-09-30,,0.07,7,7,Housing estimate reflects planning permission - Erection of 8 apartments following demolition of existing residential dwelling,local-authority-eng:WYR,not owned by a public authority,2018-06-06,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.008473 53.827072),BR028,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR028
"Bloomfield Garage, Cockerham Road, Forton",yes,,2018-09-30,,0.37,4,4,Housing estimate reflects planning permission - Outline application for the erection of four dwellings with access applied for (all other matters reserved)(re-submission of 15/01001/FUL),local-authority-eng:WYR,not owned by a public authority,2016-06-08,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-2.785418 53.961251),BR029,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR029
"Rear 91 Victoria Street, Fleetwood",yes,,2018-09-30,,0.11,6,6,"Housing estimate reflects planning permission - Outline application for demolition of existing garage, warehouse and store buildings and erection of two 2/3 bed mews houses and four 1 bed apartments with associated access (all other matters reserved) (re-submission of 17/00977/OUTMAJ)",local-authority-eng:WYR,not owned by a public authority,2018-09-28,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-3.012701 53.924784),BR030,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR030
"67-69 Beach Road, Thornton-Cleveley",yes,,2018-09-30,,0.04,8,8,"Housing estimate reflects planning permission - Change of use from vacant guesthouse to 8 no. residential apartments. Two storey rear extension, front dormer and external alterations",local-authority-eng:WYR,not owned by a public authority,2018-04-06,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,POINT(-3.043399 53.880712),BR031,https://arcg.is/1yDieW,2018-09-30,brownfield-land/local-authority-eng/WYR/BR031
