site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Ribble Close & Gas Holder Site,,,2017-08-04,,1.2,40,40,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.203305 52.190268),SWDP43/3,https://www.worcester.gov.uk/documents/10499/8862850/Ribble+Close+-+Site+Plan.pdf/126aa937-08db-5039-7615-3f985f234844,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-3
Former Sansome Walk Swimming Pool,yes,,2017-08-04,,0.8,33,33,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.220537 52.199018),SWDP43/7,https://www.worcester.gov.uk/documents/10499/8862850/Sansome+Walk+-+Site+Plan.pdf/93c25fe0-3a1c-b2d0-0f16-3af7e590bb4f,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-7
"Old Brewery Service Station, Barbourne Road",yes,,2017-08-04,,0.14,12,12,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,permissioned,full planning permission,POINT(-2.2261 52.202013),SWDP43/9,https://www.worcester.gov.uk/documents/10499/8862850/Old+Brewery+Service+Station+-+Site+Plan.pdf/1417d974-d495-a693-e561-1830ef9b977e,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-9
"Blackpole Road, Western Power Distribution Depot",,,2017-08-04,,2.58,40,40,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.199564 52.208674),SWDP43/19,https://www.worcester.gov.uk/documents/10499/8862850/Western+Power+Distribution+Power+Depot+-+Site+Plan.pdf/3ec890d6-a69d-eec6-931d-b190eaf3bcbb,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-19
73-77 Bromwich Road,,,2017-08-04,,0.14,5,5,,local-authority-eng:WOC,not owned by a public authority,2015-03-05,https://www.worcester.gov.uk/planning-application-search,permissioned,full planning permission,POINT(-2.230961 52.183613),SWDP43/a,https://www.worcester.gov.uk/documents/10499/8862850/73-74+Bromwich+Road+-+Site+Plan.pdf/2429ddb2-2ca0-7ffb-b7ec-7731bf14cb8f,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-a
"Malvern Gate, Bromwich Road",yes,,2017-08-04,,1.28,45,45,,local-authority-eng:WOC,not owned by a public authority,2014-05-28,https://www.worcester.gov.uk/planning-application-search,permissioned,outline planning permission,POINT(-2.234108 52.173761),SWDP43/c,https://www.worcester.gov.uk/documents/10499/8862850/Malvern+Gate+-+Site+Plan.pdf/43f57c01-aa99-ebaa-ca5f-e42349ef9295,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-c
"County Council Offices, Sherwood Lane",,,2017-08-04,,0.5,25,25,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.237981 52.17502),SWDP43/f,https://www.worcester.gov.uk/documents/10499/8862850/Sherwood+Lane+-+Site+Plan.pdf/920d44f8-5427-3f77-e615-73ddcc920a42,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-f
"County Council Offices, Bilford Road",,,2017-08-04,,0.67,15,15,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.216007 52.213017),SWDP43/g,https://www.worcester.gov.uk/documents/10499/8862850/Bilford+Road+-+Site+Plan.pdf/1109c526-a4db-f46e-2b5e-06235c4f77b1,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-g
"Laugherne Garage, Bransford Road",,,2017-08-04,,0.44,8,8,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.253973 52.183961),SWDP43/h,https://www.worcester.gov.uk/documents/10499/8862850/Bransford+Road+-+Site+Plan.pdf/077d92d9-43e8-510f-92db-50399d9fe404,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-h
"Former Club House, Tolladine Golf Course",,,2017-08-04,,0.5,9,9,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,,POINT(-2.188366 52.199268),SWDP43/m,https://www.worcester.gov.uk/documents/10499/8862850/Former+Club+House+Tolladine+Golf+Course+-+Site+Plan.pdf/c0ce0ad2-3133-df00-ebf5-c0a5310fd530,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-m
