site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Land to rear of 50/52 Brackenhurst Road,yes,,,,0.28,8,8,Large existing residential plots. Site would require clearance of existing homes to allow its development. Previously granted permission on appeal - now expired. Development must consider the creation of appropraite access.,,,,,not permissioned,,POINT(-1.530788 52.42992),Bab1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Garages off Bowness Close,yes,,,,0.12,10,10,"Derelict and underused parking provision, considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision, and have regard to the nearby Springfield Brook and adjacent allotments.",,,,,not permissioned,,POINT(-1.526331 52.434128),Bab3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Parking area, Santos Close",yes,,,,0.07,5,5,Off road car park that is considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision.,,owned by a public authority,,,not permissioned,,POINT(-1.448075 52.397981),BW1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Dunsmore Avenue Garages (rear of 412 and 440),yes,,,,0.1,6,6,Open public space considered to be readily available. Development will need to conisder the loss of informal parking space.,,,,,not permissioned,,POINT(-1.469314 52.387982),BW3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Former Stretton Avenue Offices and vacant land to the south,yes,,,,0.72,34,34,"Recently cleared former commercial building and office site with off street parking and open public space, considered to be a viable redevelopment option that is unconstrained. Development will need to satisfy the employment and community facilities protection policies of the coventry local plan 2016.",,owned by a public authority,2016-10-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784784,not permissioned,full planning permission,POINT(-1.46611 52.386862),BW22,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Chace Primary School, Robin Hood Road",yes,,,,1.46,53,53,Site situated in established residential area and is considered suitable. Long-term redevelopment opportunity.,,,,,not permissioned,,POINT(-1.468604 52.388338),BW35,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Social Club, Grange Avenue",yes,,,,0.51,20,20,"Community building with off street parking, considered to be a viable redevelopment option that is available. Development will beed to be mindful that the site is situated adjacent to a SSSI. Development will need to satisfy the loss of community facilities policy in the coventry local plan 2016.",,mixed ownership,,,not permissioned,,POINT(-1.445291 52.390263),BW36,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
"Former Wisteria Lodge, Earlsdon Avenue South",yes,,,,0.49,12,12,Vacant site considered to be a viable redevelopment option that is available. Development will need to conisder the trees that could be identified for protection.,,owned by a public authority,,,not permissioned,,POINT(-1.526421 52.395506),E1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Land at Sir Henry Parks Road (COVRAD and CoovPress),yes,,,,6.1,110,110,Commercial / Industrial site considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,,,,,not permissioned,,POINT(-1.551349 52.398031),E2a+b,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
Former Spencer Sports and Social club,yes,,,,0.26,12,12,Spencer Sports and Social club with off road parking considered to be a viable redevelopment option that is available. Development will need to consider the noise from the railway line.,,,,,not permissioned,,POINT(-1.525898 52.403227),E3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,,
