site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Pan Autos and adjacent uses Dark Lane and Grove Road,yes,,2019-12-31,,0.35,14,14,"Permission Granted 5/2018/2000- Outline application (access, layout and scale sought) for demolition of existing and construction of three blocks creating 39 dwellings with associated underground and surface level parking, amenity space and associated works; Adjacent site 299; Harpenden Neighbourhood Plan 2018 site allocation",local-authority-eng:SAL,not owned by a public authority,2019-09-04,,permissioned,outline planning permission,POINT(-0.338574 51.806617),298,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514533&y=213352&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Jewsons Dark Lane,yes,,2019-12-31,,0.34,14,14,Adjacent site 298; Harpenden Neighbourhood Plan 2018 site allocation,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.339303 51.806736),299,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514483&y=213364&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
The Red House Harpenden Memorial Hospital,yes,,2019-12-31,,1.62,34,34,Mixed use. Allocated partially for healthcare in Harpenden Neighbourhood Plan 2018,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.351426 51.818349),331,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=513618&y=214637&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
72 High Street,yes,,2017-05-23,,0.66,6,6,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.291398 51.721429),235,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=518008&y=203955&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Haseldine Road car park,,,2017-05-23,,0.52,9,9,Possible part use with some parking retained or development over car park,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.296072 51.722336),283,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517683&y=204048&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Hertfordshire Business Centre Alexander Road,yes,,2017-05-23,,0.28,45,45,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.294286 51.725333),310,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517798&y=204385&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Sphere industrial estate,yes,,2017-05-23,,1.35,120,120,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.313241 51.748925),80,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516429&y=206977&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Morrisons car park,,,2017-05-23,,1.65,76,76,Possible part use with some parking retained or development over car park,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.311251 51.750921),81,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516561&y=207203&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Abbey Station,,,2017-05-23,,0.94,40,40,Requires rail relocation / development over rail,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.340263 51.744003),83,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514576&y=206387&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Civic Centre,yes,,2017-05-23,,0.43,70,70,Mixed use (SPD),local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.333966 51.752458),208,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514989&y=207337&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
