site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Balderton, Hawton Lane (Flowserve)",yes,,2020-01-20,,15.57,259,210,The site has a previous planning permission for the erection of up to 210 dwellings. Application pending for 322 dwellings - outline application with all matters reserved except for access for up to 322-unit residential development (19/00854/OUTM). Applicant: Colliers,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HTZTIFLBF3000,pending decision,,POINT(-0.796934 53.053167),BF0001,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0001.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0001
"Bilsthorpe, The Moor, Bilsthorpe",yes,,2020-01-20,,5.45,136,106,Allocated for up to 55 dwellings in the Allocations and DM DPD (Bi/Ho/2). Pending decision for 136 dwellings combined with site below: 18/00931/OUTM seeking outline planning permission for up to 136 dwellings and public open spaces.,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JSBUFGLB05Q00,pending decision,,POINT(-1.021598 53.129919),BF0002,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0002.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0002
"Bilsthorpe, The Moor (Noble Foods Ltd)",yes,,2020-01-20,,,,,The site has a previous planning permission for the erection of 77 dwellings. Pending decision for 136 dwellings combined with site above: 18/00931/OUTM seeking outline planning permission for up to 136 dwellings and public open spaces.,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JSBUFGLB05Q00,pending decision,,POINT(-1.024101 53.130254),BF0003,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0003.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0003
"Clipstone, Mansfield Road (Former Squinting Cat)",yes,,2020-01-20,,0.19,9,6,Previous full permission for the change of use from vehicle sales site to redevelopment for 5 houses and 4 flats. non-residential development including 4 shop units (15/01153/FUL),local-authority-eng:NEA,not owned by a public authority,2016-11-08,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MZTC4SLB04E00,permissioned,full planning permission,POINT(-1.126653 53.159384),BF0004,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0004.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0004
"Edwinstowe, Abbey Road (Garage Court)",yes,,2020-01-20,,0.14,4,4,,local-authority-eng:NEA,owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001CGQOILI000,not permissioned,,POINT(-1.056708 53.185756),BF0005,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0005.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0005
"Edwinstowe, Fourth Avenue",yes,,2020-01-20,,0.53,28,28,Reserved matters application for residential development of 28 affordable dwellings and associated landscaping and parking. Applicant: Westleigh Homes,local-authority-eng:NEA,owned by a public authority,2017-04-04,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DUTOILI000,permissioned,reserved matters approval,POINT(-1.069851 53.192529),BF0006,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0006.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0006
"Edwinstowe, High Street (Edwinstowe House)",yes,,2020-01-20,,3.56,34,34,"Full permission for the erection of 34 dwellings and to include demolition of cottages, extension and remodelling of business centre.",local-authority-eng:NEA,not owned by a public authority,2017-03-13,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KDQ5WALB05Q00,permissioned,full planning permission,POINT(-1.064685 53.19194),BF0007,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0007.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0007
"Newark, Hawton Lane (Tarmac Site)",yes,,2020-01-20,,8.59,206,168,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00127NOILI000,not permissioned,,POINT(-0.799168 53.059743),BF0008,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0008.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0008
"Newark, Bowbridge Road (The Bearings)",yes,,2020-01-20,,1.6,62,62,Full permission for erection of 62 dwellings including new vehicular access road and removal of 8 TPO trees (Under Construction),local-authority-eng:NEA,not owned by a public authority,2019-03-15,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0016OLOILI000,permissioned,full planning permission,POINT(-0.806572 53.069373),BF0009,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0009.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0009
"Newark, Howes Court, William Street",yes,,2020-01-20,,0.97,39,35,,local-authority-eng:NEA,owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001JY6OILI000,not permissioned,,POINT(-0.803676 53.073677),BF0010,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0010.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0010
"Newark, Land at Beacon Hill Road",yes,,2020-01-20,,0.4,3,3,Full planning permission for the construction of three new detached dwellings.,local-authority-eng:NEA,not owned by a public authority,2016-09-12,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MZJV6KLB04E00,permissioned,full planning permission,POINT(-0.789021 53.075713),BF0011,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0011.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0011
"Newark, Castle Gate (The Gap Site)",yes,,2020-01-20,,0.11,4,3,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001BG5OILI000,not permissioned,,POINT(-0.813965 53.076261),BF0012,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0012.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0012
"Newark, Lincoln Road (96)",yes,,2020-01-20,,0.18,5,5,Full permission for construction of 5x 2 bed dwellings and associated parking/landscaping,local-authority-eng:NEA,not owned by a public authority,2017-02-16,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000G8OOILI000,permissioned,full planning permission,POINT(-0.79421 53.087686),BF0014,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0014.pdf,2017-11-30,brownfield-land/local-authority-eng/NEA/BF0014
