site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Wixams New Settlement LPH14 H31, Wixams (Land focused on the Elstow Storage Depot)",yes,,2019-10-31,,189.72,1198,1198,"Built development consisting of building and engineering works for a mixed use development of residential, employment, retail (A1, A2, A3) leisure and community uses, open space and associated uses together with supporting infrastructure (roads, paths, cycleways, pumping stations, electricity substations), public transport, interchange and car parking (1198 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2006-06-02,,permissioned,outline planning permission,POINT(-4.397928 54.416511),99/01645/OUT,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Telecom House, 25 - 27 St John's Street, Bedford",yes,,2017-09-30,,0.24,44,44,Conversion and change of use of offices to form flats (44 residential units to be completed).,local-authority-eng:BDF,not owned by a public authority,2017-03-16,,permissioned,full planning permission,POINT(-4.325063 54.418871),05/00598/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Britannia Iron Works, Kempston Road Phase E, Bedford",yes,,2019-10-31,,3.73,53,53,"Erection of 206 residential units forming apartments, mezzanine and family 2, 3 and 4 bedroom units (53 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2013-12-20,,permissioned,full planning permission,POINT(-4.329109 54.412753),11/02691/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Formerly Park Avenue, 25 High Street, Stagsden",yes,31/10/2019,2019-10-31,,0.35,0,0,Erection of 9 dwellings. Monitoring Report 2018/19 shows completed.,local-authority-eng:BDF,not owned by a public authority,2013-01-03,,permissioned,full planning permission,POINT(-4.32474 54.357893),12/01253/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2018-11-30
"1-13 Greyfriars and 57-65 Midland Road, Bedford",yes,,2018-11-30,,0.2,18,18,Change of use of second floor offices to residential to form 18 studio flats.,local-authority-eng:BDF,mixed ownership,2015-02-17,,permissioned,full planning permission,POINT(-4.316284 54.415723),12/01549/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2018-11-30
"Land at RAF Cardington, Phase 2A, The Highway, Shortstown",yes,,2019-10-31,,4.01,19,19,"Phase 2A, erection of 93 dwellings, 6xB1 office units, access roads, parking, open space, public art landscaping and associated works pursuant to outline permission 02/01920/OUT (19 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2013-09-12,,permissioned,reserved matters approval,POINT(-4.356059 54.442461),13/00612/MAR,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Land at RAF Cardington, Phase 2B, The Highway, Shortstown",yes,,2019-10-31,,4.55,1,1,"Phase 2B, erection of 128 dwellings, access, parking, open space including pay areas landscaping and associated works pursuant to outline permission 02/01920/OUT (1 unit to be completed).",local-authority-eng:BDF,not owned by a public authority,2014-01-24,,permissioned,reserved matters approval,POINT(-4.360974 54.442374),13/00829/MAR,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Land at RAF Cardington, Phase 2C, The Highway, Shortstown",yes,,2019-10-31,,5.43,18,18,"Phase 2C, erection of 171 dwellings, parking, open space, landscaping and associated works pursuant to outline permission 01/01920/OUT (18 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2014-01-24,,permissioned,reserved matters approval,POINT(-4.360782 54.443609),13/01054/MAR,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Land at junction of Alexandra Road and Midland Road, Bedford",yes,,2019-10-31,,0.07,3,3,Erection of 12 flats and 2 ground floor retail units (3 units to be completed).,local-authority-eng:BDF,not owned by a public authority,2014-03-27,,permissioned,full planning permission,POINT(-4.317428 54.413867),13/01166/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"14 St Cuthberts Street, Bedford",yes,,2018-11-30,,0.03,11,11,Change of use from offices (B1) to residential (C3).,local-authority-eng:BDF,not owned by a public authority,2013-08-01,,permissioned,full planning permission,POINT(-4.314374 54.420668),13/01217/CPNJ,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2018-11-30
"Former De Montford University site, Lansdowne Road, Bedford",yes,,2019-10-31,,1.84,70,70,Demolition of existing buildings and erection of 152 dwellings (70 units to be completed).,local-authority-eng:BDF,not owned by a public authority,2015-01-30,,permissioned,full planning permission,POINT(-4.307483 54.412161),13/02417/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"North End Farm, 187 Bedford Road, Wilstead",yes,,2019-10-31,,0.91,39,39,Although the outline permission has lapsed the site has been retained in the Register as a new full application (19/02289/MAF) for 39 units was received on the 14/10/19.,local-authority-eng:BDF,not owned by a public authority,2016-02-15,,permissioned,outline planning permission,POINT(-4.390703 54.418704),14/00700/MAO,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"16 Bunyan Road, Kempston",yes,,2017-09-30,,0.03,7,7,Demolition of existing building and erection of new building comprising 7 flats.,local-authority-eng:BDF,not owned by a public authority,2015-08-20,,permissioned,full planning permission,POINT(-4.347428 54.401332),14/02613/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"139 to 145 Tavistock Street, Bedford",yes,,2017-09-30,,0.09,13,13,Demolition of buildings for the redevelopment of site for 13 new residential dwellings.,local-authority-eng:BDF,not owned by a public authority,2015-01-19,,permissioned,full planning permission,POINT(-4.306839 54.414421),14/02684/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"30 The Broadway, Bedford",yes,,2019-10-31,,0.02,4,4,"Change of use of nightclub to retail unit (A1) at ground floor and residential use (C3) on first and existing front section on second floor, to create a total of 8 flats together with new second floor extension including 1 existing flat (4 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2015-01-28,,permissioned,full planning permission,POINT(-4.311086 54.417854),14/02875/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"West One, 63 to 67 Bromham Road, Bedford",yes,,2018-11-30,,0.12,12,12,Change of use from B1 (offices) to C3 (dwelling houses).,local-authority-eng:BDF,not owned by a public authority,2015-01-15,,permissioned,full planning permission,POINT(-4.310205 54.411776),14/02912/CPNJ,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"College Farm, Church Road, Keysoe",yes,,2017-09-30,,0.32,8,8,Conversion of barns to provide 8 dwellings.,local-authority-eng:BDF,not owned by a public authority,2015-05-01,,permissioned,full planning permission,POINT(-4.135997 54.439965),15/00512/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Nisa Local, North Drive, Shortstown",yes,,2017-09-30,,0.16,4,4,Change of use of part of Post Office and shop to residential (C3) and formation of 5 residential units including external alterations (4 dwellings still to be completed).,local-authority-eng:BDF,not owned by a public authority,2015-06-10,,permissioned,full planning permission,POINT(-4.360259 54.439071),15/00541/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Chaddesley House, 12 Lime Street, Bedford",yes,,2018-11-30,,0.1,12,12,Change of use from B1 (offices) to C3 (dwelling houses).,local-authority-eng:BDF,not owned by a public authority,2015-08-19,,permissioned,full planning permission,POINT(-4.314129 54.417958),15/01527/CPNO,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"18 to 20 St Peters Street, Bedford",yes,,2017-09-30,,0.08,14,14,"Refurbishment of ground floor restaurant and bar, change of use and extension of first and second floors to residential to provide 6 one bedroom flats and 8 two bedroom flats.",local-authority-eng:BDF,not owned by a public authority,2015-10-21,,permissioned,full planning permission,POINT(-4.31172 54.419532),15/01555/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"Land at Lurke Street and St Cuthberts Street, Bedford",yes,,2017-09-30,,0.17,49,49,Demolition of boundary walls and erection of 5 storey building and a 3 storey building comprising 49 residential apartments.,local-authority-eng:BDF,not owned by a public authority,2016-03-21,,permissioned,full planning permission,POINT(-4.313156 54.420125),15/02315/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"77 High Street, Bedford",yes,,2018-11-30,,0.04,4,4,"Re-design of existing shopfront, two storey rear extension, second storey rear extension and change of use from offices to form 11 residential flats (4 units to be completed).",local-authority-eng:BDF,not owned by a public authority,2016-05-06,,permissioned,full planning permission,POINT(-4.315143 54.418721),15/03004/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"22 Linden Road, Bedford",yes,,2017-09-30,,0.23,13,13,"Conversion of former school boarding house, including existing dwelling, and single storey rear extension to form a total of 14 dwellings comprising 2 houses and 12 flats.",local-authority-eng:BDF,not owned by a public authority,2016-07-15,,permissioned,full planning permission,POINT(-4.30643 54.410428),16/00153/MAF,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
"30 - 32 Bromham Road, Bedford",yes,31/10/2019,2019-10-31,,0.17,0,0,Conversion of internal areas into 9 residential apartments. Monitoring Report 2018/19 shows completed.,local-authority-eng:BDF,not owned by a public authority,2016-06-20,,permissioned,full planning permission,POINT(-4.312396 54.414836),16/00515/FUL,http://bedford-borough.maps.arcgis.com/apps/webappviewer/index.html?id=6979ef7d6dfa46199cd16490135fa791,2017-09-30
