site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Heathside and Lethbridge Estate,yes,,2020-11-11,,6.05,443,443,"DC/09/72554 dated 22 March 2010, as amended by: DC/10/75267 dated 29 September 2010, DC/10/75395 dated 27 January 2011, DC/12/81165 dated 24 January 2013, 14/087333, DC/14/087835 dated 18 August 2014, DC/14/087335 dated 28 October 2014, DC/15/090624 dated 21 April 2015, DC/15/092670 dated 21 August 2015, DC/17/101616 dated 19 June 2017, DC/17/101686 dated 24 August 2017, DC/17/104709 dated 1 December 2017, DC/18/106053 dated 29 March 2018, DC/18/107715 dated XXX and DC/19/111861 dated XXX for mixed use development including 2-6 phases with a total of 1,225 residential units minus 565 existing units, with phase 4 (236 units) still to be logged as completed and phases 5 (284 units) and 6 (159 units) still to be approved 18/107715 and s73 Minor Material Amendment for an additional 34 residential units in Phases 5 and 6. Up to 512m2 retail floorspace and 768m2 community floorspace",local-authority-eng:LEW,mixed ownership,2019-04-12,,permissioned,other,POINT(-0.0128 51.47114),BK001,,2017-11-30,brownfield-land/local-authority-eng/LEW/BK001
1 Myron Place,yes,,2020-11-11,,0.02,12,12,16/099036 Prior Approval for residential development including 12 studio flats,local-authority-eng:LEW,not owned by a public authority,2016-12-21,,permissioned,full planning permission,POINT(-0.0092 51.46277),BK007,,2017-11-30,brownfield-land/local-authority-eng/LEW/BK007
17 Brandram Road,,,2018-10-22,,0.03,6,6,Lapsed 07/65979 and Lapsed 09/73230 for residential development including 4 x one bedroom and 2 x two bedroom self-contained flats,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(0.001491 51.46022),BK010,,2017-11-30,brownfield-land/local-authority-eng/LEW/BK010
Merchant Taylors Almshouses Brandram Road,yes,,2019-10-21,,0.28,4,4,10/74140 for residential development including 2 x three bedroom houses and 2 x two bedroom semi-detached houses,local-authority-eng:LEW,not owned by a public authority,2016-01-08,,permissioned,full planning permission,POINT(0.002159 51.459479),BK012,,2019-10-21,brownfield-land/local-authority-eng/LEW/BK012
12a Eton Grove,yes,,2020-11-11,,0.08,10,10,19/113556 Prior approval for residential development including 10 x one bed units.,local-authority-eng:LEW,not owned by a public authority,2019-10-22,,permissioned,full planning permission,POINT(0.00264 51.4622),BK013,,2020-11-11,brownfield-land/local-authority-eng/LEW/BK013
"Kenton Court, 132 Adamsrill Road",yes,,2020-11-11,,0.2,25,25,"17/103961 for residential development including 5 x one bedroom, 15 x two bedroom, 4 x three bedroom and 1 x four bedroom self contained flats",local-authority-eng:LEW,owned by a public authority,2017-12-20,,permissioned,full planning permission,POINT(-0.04084 51.43023),BL003,,2018-10-22,brownfield-land/local-authority-eng/LEW/BL003
"Home Park Housing Office, 129 Winchfield Road",yes,,2018-10-22,,0.24,31,31,"18/106485 for mixed use development including 8 x one bedroom, 16 x two bedroom, 7 x three bedroomed self-contained flats. 1 commercial unit",local-authority-eng:LEW,mixed ownership,2018-08-20,,permissioned,full planning permission,POINT(-0.03969 51.42521),BL004,,2018-10-22,brownfield-land/local-authority-eng/LEW/BL004
86-92 Bell Green,yes,,2019-10-21,,0.04,23,23,"17/102792 for mixed use development including 23 residential units. 59m2 commercial ground floor space ( A1, A2 & B1)",local-authority-eng:LEW,not owned by a public authority,2019-03-08,,permissioned,full planning permission,POINT(-0.037628 51.429209),BL005,,2019-10-21,brownfield-land/local-authority-eng/LEW/BL005
Broomsleigh Business Park Worsley Bridge Road,yes,,2020-11-11,,0.02,13,13,"DC/17/105064, DC/19/111544, DC/19/111609, DC/19/112851 Prior Aproval for residential use including 13 units",local-authority-eng:LEW,not owned by a public authority,2019-09-16,,permissioned,full planning permission,POINT(-0.0321 51.4249),BL006,,2020-11-11,brownfield-land/local-authority-eng/LEW/BL006
"302-308, 310-312 New Cross Road",yes,,2019-10-21,,0.09,11,11,"Lapsed 15/93085 for mixed use development including 16 x studio flats and 2 x one bedroom self-contained flats. Live-work accommodation (sui-generis), workspace and flexible retail",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(-0.0374 51.47538),BR001,,2017-11-30,brownfield-land/local-authority-eng/LEW/BR001
1 Brockley Cross,yes,,2017-11-30,,0.02,5,5,17/100503 for residential development including 3 x one bedroom and 2 x two bedroom self-contained flats. One office unit (B1),local-authority-eng:LEW,not owned by a public authority,2017-05-22,,permissioned,full planning permission,POINT(-0.03528 51.46578),BR003,,2017-11-30,brownfield-land/local-authority-eng/LEW/BR003
97 - 103 Florence Road,,,2018-10-22,,0.09,9,9,"Lapsed 09/73121 for residential development including 1 x three bedroom, 2 x two bedroom and 6 x one bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(-0.03072 51.47231),BR004,,2017-11-30,brownfield-land/local-authority-eng/LEW/BR004
Land adjoining 196 Brockley Road,,,2018-10-22,,0.02,5,5,Lapsed 11/77443 for residential development including 2 x one bedroom and 2 x two bedroom self-contained flats and 1 x two bedroom self-contained maisonette,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(-0.03592 51.46276),BR005,,2017-11-30,brownfield-land/local-authority-eng/LEW/BR005
111 and 115 Endwell Road,,,2018-10-22,,0.43,40,40,Site Allocation SA30 for mixed use development including 40 residential units. Commercial/employment,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(-0.0366 51.46592),BR006,,2017-11-30,brownfield-land/local-authority-eng/LEW/BR006
72 Loampit Hill,yes,,2020-11-11,,0.12,8,8,19/114510 for mixed use development including 8 x residential units. Commercial unit (B1a),local-authority-eng:LEW,not owned by a public authority,2020-01-21,,permissioned,full planning permission,POINT(-0.022207 51.467769),BR009,,2019-10-21,brownfield-land/local-authority-eng/LEW/BR009
1 Harton Street,yes,,2020-11-11,,0.03,9,9,"DC/19/111069 for residential development including 7 x one bedroom flats, 4 x two bedroom flats and 1 x three bedroom house.",local-authority-eng:LEW,not owned by a public authority,2019-09-11,,permissioned,full planning permission,POINT(-0.0249 51.4745),BR011,,2020-11-11,brownfield-land/local-authority-eng/LEW/BR011
219 Stanstead Road,yes,,2020-11-11,,0.05,8,8,"16/097266 Prior Approval for residential development including 5 x one bedroom self-contained flats, 18/106769 for residential development including 2 x one bedroom and 4 x two bedroom self-contained flats, 19/113011 for 8 residential units",local-authority-eng:LEW,not owned by a public authority,2018-08-31,,permissioned,full planning permission,POINT(-0.04098 51.44242),CP004,,2017-11-30,brownfield-land/local-authority-eng/LEW/CP004
58-64 Brockley Rise,,,2018-10-22,,0.05,5,5,Lapsed 11/78739 for residential development including 7 x two bedroom and 2 x one bedroom self-contained units,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(-0.041 51.44776),CP006,,2017-11-30,brownfield-land/local-authority-eng/LEW/CP006
26 Marnock Road,yes,,2020-11-11,,0.19,6,6,17/102317 for residential development including 6 x three storey terraced houses,local-authority-eng:LEW,owned by a public authority,2017-11-27,,permissioned,full planning permission,POINT(-0.03465 51.45385),CP008,,2018-10-22,brownfield-land/local-authority-eng/LEW/CP008
1-3 Bellingham Road,yes,,2020-11-11,,0.2,18,18,"DC/18/110243 for mixed use development including 18 residential units (comprising 10 x 2 bedroom units, 6 x 3 bedroom units and 2 x 4 bed units of which 4 are flats and 14 mews houses) and two commercial units (flexible B1/B2 use class)",local-authority-eng:LEW,not owned by a public authority,2019-10-28,,permissioned,full planning permission,POINT(-0.0169 51.4338),CS006,,2020-11-11,brownfield-land/local-authority-eng/LEW/CS006
"Former Gas Valve House, 4 Bellingham Road",yes,,2020-11-11,,0.08,8,8,"DC/19/111789 for residential development comprising 5 x one bedroom, and 4 x two bedroom units",local-authority-eng:LEW,not owned by a public authority,2019-05-09,,permissioned,full planning permission,POINT(-0.0166 51.4331),CS007,,2020-11-11,brownfield-land/local-authority-eng/LEW/CS007
