site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Boal Quay, Boal Street, King's Lynn",yes,,2017-11-15,yes,4.13,74,74,South of site - WDPS/3800 - HARDINGS PITS WASTE SITE,local-authority-eng:KIN,owned by a public authority,,,NOT PERMISSIONED,,POINT(0.395464 52.748887),1,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-10-31,brownfield-land/local-authority-eng/KIN/1
"South Quay, King's Lynn",yes,,2017-12-18,,0.49,11,11,"14/00534/FM - Erection of retirement living housing for the elderly (Cat II type accomodation), communal facilities, landscaping and car parking",local-authority-eng:KIN,owned by a public authority,2015-06-15,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=N3RE5DIV07800,permissioned,full planning permission,POINT(0.394384 52.750536),2,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-10-31,brownfield-land/local-authority-eng/KIN/2
Hardings Pits Wisbech Road King's Lynn Norfolk,yes,,2017-11-15,yes,3.8,68,68,Site in WDPS/3800 HARDINGS PITS WASTE SITE,local-authority-eng:KIN,owned by a public authority,,,NOT PERMISSIONED,,POINT(0.397489 52.746103),3,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-10-31,brownfield-land/local-authority-eng/KIN/3
"South Gates, King's Lynn, Norfolk",,,2017-11-15,,0.19,350,350,,local-authority-eng:KIN,not owned by a public authority,,,NOT PERMISSIONED,,POINT(0.400824 52.745038),4,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-13,brownfield-land/local-authority-eng/KIN/4
"Land at Bankside,West Lynn, Norfolk",yes,,2017-12-18,,2.58,46,46,,local-authority-eng:KIN,not owned by a public authority,,,NOT PERMISSIONED,,POINT(0.388549 52.754664),5,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-13,brownfield-land/local-authority-eng/KIN/5
"Land off Globe Street / St George's Court, Methwold",yes,,2017-11-15,,0.51,11,11,16/00611/F - Erection of 5 new dwellings being phase 2 of the redevelopment of a former coal yard and paddock,local-authority-eng:KIN,not owned by a public authority,2017-01-16,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O4WP4ZIV09K00,permissioned,full planning permission,POINT(0.548959 52.525416),6,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-14,brownfield-land/local-authority-eng/KIN/6
"Land Between Bramcote House And Village Hall, Lynn Road, Stoke Ferry",yes,,2017-11-15,,1.16,25,25,16/00493/FM- Proposed residential development (29 dwellings) with minor demolition of former opening in boundary wall for access to plot 24. To include parking and access to existing village hall,local-authority-eng:KIN,not owned by a public authority,2017-02-09,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O42UVZIV07800,permissioned,full planning permission,POINT(0.513229 52.571982),7,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-14,brownfield-land/local-authority-eng/KIN/7
"St Johns Road, Tilney St Lawrence",yes,,2017-11-15,,3.35,60,60,11/01923/OM - Outline Planning Permission for Residential Development,local-authority-eng:KIN,not owned by a public authority,2013-01-23,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LUPFSGIV06X00,permissioned,outline planning permission,POINT(0.284299 52.70314),8,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-14,brownfield-land/local-authority-eng/KIN/8
"Former Three Tuns / Village Hall, Welney",yes,,2017-11-15,,0.25,6,6,2/03/1210/F - Construction of 7 terraced houses,local-authority-eng:KIN,not owned by a public authority,2004-02-10,,permissioned,full planning permission,POINT(0.250925 52.52017),9,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-14,brownfield-land/local-authority-eng/KIN/9
"Site at Gayton Mill, Gayton",yes,,2017-12-18,,1.15,39,39,14/00325/OM - Redevelopment of former industrial site for housing,local-authority-eng:KIN,not owned by a public authority,2014-12-03,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=N1WS40IV09K00,permissioned,outline planning permission,POINT(0.56578 52.743415),10,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2017-11-14,brownfield-land/local-authority-eng/KIN/10
