site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Land to the Rear 35-47 Jordan Court,yes,,2019-12-10,,0.11,5,5,,local-authority-eng:WFT,not owned by a public authority,,,not permissioned,,POINT(-0.004999 51.623249),2014/1061/OUT,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/2014-1061-OUT
1-20 Forest Court,yes,10/12/2019,2019-12-10,,0.1,5,5,,local-authority-eng:WFT,not owned by a public authority,,,not permissioned,,POINT(0.018193 51.628231),132613,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/132613
16 Forest View,yes,,2019-12-10,,0.09,5,5,,local-authority-eng:WFT,not owned by a public authority,2018-08-07,,permissioned,full planning permission,POINT(0.008518 51.635222),181043,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/181043
Kirkdale House 7 Kirkdale Road,yes,,2019-12-10,,0.06,34,34,,local-authority-eng:WFT,not owned by a public authority,,,not permissioned,,POINT(0.009676 51.569529),151810,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/151810
9 Osier Way,yes,,2019-12-10,,0.43,196,196,,local-authority-eng:WFT,not owned by a public authority,,,pending decision,,POINT(-0.016118 51.560085),171743,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/171743
The Score Centre 100 Oliver Road,yes,,2019-12-10,,2.89,750,750,,local-authority-eng:WFT,owned by a public authority,,,pending decision,,POINT(-0.013814 51.559336),193694,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/193694
Rowden Parade,yes,,2019-12-10,,0.15,30,30,,local-authority-eng:WFT,not owned by a public authority,2017-06-20,,permissioned,full planning permission,POINT(-0.016651 51.608178),160233,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/160233
676-678 High Road Leytonstone,yes,,2019-12-10,,0.15,9,9,,local-authority-eng:WFT,not owned by a public authority,2017-01-25,,permissioned,full planning permission,POINT(0.011777 51.568765),162160,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/162160
428 Hale End Road,yes,,2019-12-10,,0.03,5,5,,local-authority-eng:WFT,not owned by a public authority,2017-09-29,,permissioned,full planning permission,POINT(0.000034 51.607607),171712,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/171712
Gresham Works Rear of 1-3 Mornington Road,yes,,2019-12-10,,0.03,9,9,,local-authority-eng:WFT,not owned by a public authority,2015-12-04,,permissioned,other,POINT(0.003544 51.631881),153229,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/153229
The Substation Gainsborough Road,yes,,2019-12-10,,0.08,9,9,,local-authority-eng:WFT,not owned by a public authority,2018-10-01,,permissioned,full planning permission,POINT(0.011837 51.571093),174038,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/174038
370-372 Grove Green Road,yes,,2019-12-10,,0.04,7,7,,local-authority-eng:WFT,not owned by a public authority,,,not permissioned,,POINT(0.002308 51.566382),141775,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/141775
Naseberry Court 2 Meriam Close SSA11,yes,10/12/2019,2019-12-10,,1.03,48,48,,local-authority-eng:WFT,owned by a public authority,2019-01-25,,permissioned,full planning permission,POINT(-0.003594 51.611167),182249,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/182249
Juniper House Hoe Street,yes,10/12/2019,2019-12-10,,0.36,90,90,,local-authority-eng:WFT,owned by a public authority,2019-08-16,,permissioned,full planning permission,POINT(-0.017506 51.582896),183989,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/183989
Webbs Industrial Estate 108 BHL06,yes,,2019-12-10,,1.7,359,359,,local-authority-eng:WFT,owned by a public authority,,,pending decision,,POINT(-0.038784 51.590574),183424,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/183424
Blackhorse Road Car Park (TfL Forest Road Carpark - Part of BHL site 1),yes,,2019-12-10,,0.73,350,350,,local-authority-eng:WFT,owned by a public authority,2019-02-18,,permissioned,full planning permission,POINT(-0.042472 51.587407),182917,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/182917
Osier Way (Bywaters Waste Site - NOF Site 7 also BEA3),yes,,2019-12-10,,5.16,730,730,,local-authority-eng:WFT,not owned by a public authority,2017-12-28,,permissioned,outline planning permission,POINT(-0.016227 51.558909),160923,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/160923
"Forest Works, 1 Forest Road",yes,10/12/2019,2019-12-10,,1.25,337,337,,local-authority-eng:WFT,not owned by a public authority,2017-10-09,,permissioned,full planning permission,POINT(-0.042189 51.587933),170893,https://maps.london.gov.uk/brownfield-site-register,2017-12-06,brownfield-land/local-authority-eng/WFT/170893
