site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Pinson Road (Little London School), Willenhall",,,2017-12-29,,0.87,20,20,,local-authority-eng:WLL,not owned by a public authority,2016-01-08,,permissioned,full planning permission,POINT(-2.056279 52.585999),HO0014a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0014a
"Kendrick Place and Castle View Road, Moxley",,,2017-12-29,,0.73,25,25,,local-authority-eng:WLL,owned by a public authority,,,not permissioned,,POINT(-2.054603 52.559429),HO0023b,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0023b
"Goscote Lodge Crescent (Site B), Goscote",,,2017-12-29,,11.11,426,426,,local-authority-eng:WLL,mixed ownership,,,pending decision,,POINT(-1.972005 52.610173),HO0027,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0027
"Goscote Lane Copper Works, Goscote",,,2017-12-29,,8.76,395,395,,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.979133 52.61814),HO0029,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0029
"Wilkes Avenue (Bentley Home), Bentley",,,2017-12-29,,0.69,37,37,,local-authority-eng:WLL,,2016-04-08,,permissioned,full planning permission,POINT(-2.0171 52.588874),HO0036,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0036
"Joynson Street (site of former Kings Hill JMI School), Darlaston",,,2017-12-29,,0.49,17,17,,local-authority-eng:WLL,,,,not permissioned,,POINT(-2.02746 52.56522),HO0039a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0039a
"Adjoining 15 Joynson Street, Darlaston",,,2017-12-29,,0.08,5,5,planning permission expired,local-authority-eng:WLL,,,,not permissioned,,POINT(-2.028501 52.564786),HO0039b,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0039b
"Hatherton Liberal Club, North Street, Walsall",,,2017-12-29,,0.18,6,6,,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.980325 52.592296),HO0041a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0041a
"Mill Street, (former scrap yard), Walsall",,,2017-12-29,,0.34,12,12,,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.980994 52.592004),HO0041b,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0041b
"Watling Street (land north of Kings Deer Road), Brownhills",,,2017-12-29,,0.21,15,15,,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.930725 52.655402),HO0043,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0043
"Noose Crescent (former Lakeside School), Willenhall",,,2017-12-29,,1.71,59,59,,local-authority-eng:WLL,owned by a public authority,,,not permissioned,,POINT(-2.070365 52.588621),HO0046,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0046
"Hollyhedge Lane (east side) (30 to 32), Walsall",,,2017-12-29,,0.29,33,33,,local-authority-eng:WLL,not owned by a public authority,,,not permissioned,,POINT(-1.992808 52.587217),HO0060a,,2017-12-29,brownfield-land/local-authority-eng/WLL/HO0060a
