site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former Sewage Works, South of Harbury Lane",,,2020-12-22,,13.1,327,196,Local plan allocation for 215 dwellings. Policy DS13 allocation of land for a country park also applies.,local-authority-eng:WAW,not owned by a public authority,,,not permissioned,,POINT(-1.548981 52.260077),H02,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=430971.638333333^262649.498916666&layersidentifier=021869103e9f4d37b240cc7d6d2279e8&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H02
"Kenilworth School Site, Leyes Lane",,,2020-12-22,,9.41,315,189,Local plan allocation for 250 dwellings.,local-authority-eng:WAW,owned by a public authority,,,not permissioned,,POINT(-1.560275 52.345406),H09,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=430041^272016&layersidentifier=0f4fdfc628fe41a7af8503e630c9b3e1&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H09
Land at Montague Road,yes,,2020-12-22,,3.49,,,"Local plan allocation for 140 dwellings. W/20/0760 - Application for full planning permission for the demolition of existing buildings and construction of 121 dwellings with associated internal roads, footways, cycleways and retained access for ambulance station.",local-authority-eng:WAW,owned by a public authority,,https://planningdocuments.warwickdc.gov.uk/online-applications/simpleSearchResults.do?action=firstPage&searchType=Application&searchCriteria.reference=W/20/0760,pending decision,full planning permission,POINT(-1.575863 52.291566),H11,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=429026.375^266020.65&layersidentifier=731dbe6be5544a0596cf8c0c17c03528&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H11
"Kenilworth VI Form College, Rouncil Lane",,,2020-12-22,,5.2,187,112,Local plan allocation for 130 dwellings.,local-authority-eng:WAW,owned by a public authority,,,not permissioned,,POINT(-1.579415 52.331781),H12,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=428758.1^270492.4&layersidentifier=3bffc6a4dba04c679084ac47e486ad4b&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H12
"Riverside House, Milverton Hill",,,2020-12-22,,1.75,,,Local plan allocation for 100 dwellings. W/17/1701 - Demolition of Riverside House and the redevelopment of the site to provide new buildings ranging from 2.5 to 6 storeys for up to 170 residential dwellings.,local-authority-eng:WAW,owned by a public authority,2018-04-17,https://planningdocuments.warwickdc.gov.uk/online-applications/simpleSearchResults.do?action=firstPage&searchType=Application&searchCriteria.reference=W/17/1701,permissioned,outline planning permission,POINT(-1.543017 52.289204),H14,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=431268.25^265771.54&layersidentifier=e90b4740d4504def98b6da8f297f0b24&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H14
"Court Street, Leamington Spa",,,2020-12-22,,1.48,75,30,Local plan allocation for 75 dwellings. W/19/0531 -Outline application for the erection of two no. blocks of residential accommodation of up to 90 bed spaces including student accommodation together with undercroft parking.,local-authority-eng:WAW,owned by a public authority,,https://planningdocuments.warwickdc.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_WARWI_DCAPR_83547,pending decision,outline planning permission,POINT(-1.530456 52.282987),H16,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=432129.52^265085.468&layersidentifier=bb892dee65d1431d981c7d0523f19ed8&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/H16
"Land at Hazelmere, Golf Lane",,,2020-12-22,,0.57,22,10,SHLAA allocation,local-authority-eng:WAW,not owned by a public authority,,,not permissioned,,POINT(-1.517988 52.260271),L55,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=500&location=432996.875^262564.28&layersidentifier=ba7ac4bf47974ded8bffdcbf0725a517&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/L55
"Land at Little Acre, Golf Lane",,,2020-12-22,,2.78,93,56,SHLAA allocation,local-authority-eng:WAW,not owned by a public authority,,,not permissioned,,POINT(-1.516619 52.259817),L56,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=433090.665^262514.52&layersidentifier=5301a37defc1469e83847aad19b51361&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/L56
"IDEX/Godiva, Charles Street",,,2020-12-22,,0.84,42,25,SHLAA allocation,local-authority-eng:WAW,not owned by a public authority,,,not permissioned,,POINT(-1.570065 52.289192),W43,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=750&location=429423.377^265758.875&layersidentifier=9359b13ad85b4184b93dedd0f7b0956c&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/W43
"Former Storage Depot, Oakdene Crescent",,,2020-12-22,,1.17,40,35,SHLAA allocation,local-authority-eng:WAW,not owned by a public authority,,,not permissioned,,POINT(-1.670331 52.294548),R77,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=422602.704375^266319.0284375&layersidentifier=4d46b38eeaa34924942905f4d4d52c85&backgroundmap=MapDefaultLayerNames,2017-12-31,brownfield-land/local-authority-eng/WAW/R77
