site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Ayton Village Primary School, Dunlin Drive, Ayton",yes,,2018-11-30,,1.58,36,36,Development Brief prepared and out to market. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,local-authority-eng:SND,owned by a public authority,,https://www.sunderland.gov.uk/online-applications,not permissioned,,POINT(-1.55298 54.889873),98,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/98
"High Usworth School, Well Bank Road",yes,,2018-11-30,,0.65,14,14,Permitted application ref. 16/02266/FU4. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,local-authority-eng:SND,mixed ownership,2017-06-14,https://www.sunderland.gov.uk/online-applications,permissioned,full planning permission,POINT(-1.533492 54.918358),B056,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/B056
Site of former Broomhill Estate.,yes,,2018-11-30,,3.9,124,124,Permitted application ref. 12/03140/FUL. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,local-authority-eng:SND,not owned by a public authority,2017-08-18,https://www.sunderland.gov.uk/online-applications,permissioned,full planning permission,POINT(-1.457422 54.832565),112,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/112
"Former Junglerama, Victoria Road",yes,,2018-11-30,,0.29,12,12,Permitted application ref. 16/00115/FU4. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,local-authority-eng:SND,mixed ownership,2016-11-28,https://www.sunderland.gov.uk/online-applications,permissioned,full planning permission,POINT(-1.522537 54.912052),312,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/312
Penshaw House,,,2018-11-30,,1.09,9,9,"Development Brief prepared and out to market, with response to application ref. 10/02549/MNQ confirming residential development is acceptable in principle. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf",local-authority-eng:SND,owned by a public authority,,https://www.sunderland.gov.uk/online-applications,pending decision,,POINT(-1.499632 54.869823),B448,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/B448
Philadelphia Complex,yes,,2018-11-30,,17.29,250,250,Permitted hybrid application ref. 14/00538/HYB - mixed-use development with Outline Planning Permission for up to 500 dwellings overall. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,local-authority-eng:SND,not owned by a public authority,2016-06-10,https://www.sunderland.gov.uk/online-applications,permissioned,other,POINT(-1.478291 54.864495),B330A,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/B330A
63 Fawcett Street,yes,,2018-11-30,,0.02,7,7,Permitted application ref. 14/02357/FUL. Part of Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,local-authority-eng:SND,not owned by a public authority,2015-07-07,https://www.sunderland.gov.uk/online-applications,permissioned,full planning permission,POINT(-1.382274 54.907224),660,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2016-06-30,brownfield-land/local-authority-eng/SND/660
Ryhope and Cherry Knowles Hospital,yes,,2018-11-30,,27.67,640,640,"Permitted hybrid application ref. 16/01524/HYB - Full Planning Permission for 304 dwellings, with Outline Planning Permission for 496 dwellings and an 80-bed care village. Part of South Sunderland Growth Area masterplan (Cherry Knowle) and draft SPD. https://www.sunderland.gov.uk/media/20418/SHLAA-Sunderland-South-Appendices/pdf/20b_Sunderland_South_App_N.pdf?m=636645831713500000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/SSGA",local-authority-eng:SND,mixed ownership,,https://www.sunderland.gov.uk/online-applications,permissioned,other,POINT(-1.374281 54.861397),B062,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2017-11-30,brownfield-land/local-authority-eng/SND/B062
Farringdon Row Phase 2-4,,,2018-11-30,,1.99,44,44,Part of Farringdon Row Development Framework SPD and Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/article/13177/Farringdon-Row-Development-Framework-Adopted-July-2006|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,local-authority-eng:SND,mixed ownership,,https://www.sunderland.gov.uk/online-applications,not permissioned,,POINT(-1.393119 54.912014),B078,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2017-11-30,brownfield-land/local-authority-eng/SND/B078
Stadium Village Site C,,,2018-11-30,,0.92,72,72,Part of Stadium Village Development Framework SPD masterplan and Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf|https://www.sunderland.gov.uk/media/8707/Stadium-Village-Development-Framework-2010/pdf/Stadium_Village_Development_Framework_2010.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,local-authority-eng:SND,mixed ownership,,https://www.sunderland.gov.uk/online-applications,not permissioned,,POINT(-1.385584 54.911051),B080C,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2017-11-30,brownfield-land/local-authority-eng/SND/B080C
"Southwick Primary School, Clarence Street",,,2018-11-30,,1.49,22,22,https://www.sunderland.gov.uk/media/20417/SHLAA-Sunderland-North-Appendices/pdf/20a_Sunderland_North_App_L.pdf?m=636645831239900000|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,local-authority-eng:SND,owned by a public authority,,https://www.sunderland.gov.uk/online-applications,not permissioned,,POINT(-1.407579 54.920479),B091,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2017-11-30,brownfield-land/local-authority-eng/SND/B091
"High Ford Estate, Flodden Road",yes,,2018-11-30,,1.91,116,116,Permitted application ref. 11/01794/FUL - under construction. https://www.sunderland.gov.uk/media/20418/SHLAA-Sunderland-South-Appendices/pdf/20b_Sunderland_South_App_N.pdf?m=636645831713500000|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,local-authority-eng:SND,not owned by a public authority,2012-10-25,https://www.sunderland.gov.uk/online-applications,permissioned,full planning permission,POINT(-1.431928 54.903135),B106,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,2017-11-30,brownfield-land/local-authority-eng/SND/B106
