site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Gables, 6 Cumnor Hill, Botley, Oxford OX2 9HA",yes,,2018-12-21,,0.1,8,8,"Demolition of existing guest house and garage. Erection of 9no. Apartments (8no. 2-bed and 1no. 1-bed), off-street car parking provision and covered bicycle and bin storage. (As amended by plans and letter (dated 18 January 2018) from agent received on 31 January 2018). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3275/FUL",local-authority-eng:VAL,not owned by a public authority,2018-02-26,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3275/FUL,permissioned,full planning permission,POINT(-1.302949 51.749908),P17/V3275/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3275_FUL-V3.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P17-V3275-FUL
"St Lawrence House, North Hinksey Lane, Botley OX2 0NB",yes,,2018-12-21,,0.48,20,20,Change of use from Office (B1(a) to 20 residential flats (C3). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3417/PDO,local-authority-eng:VAL,not owned by a public authority,2018-02-14,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3417/PDO,permissioned,other,POINT(-1.285631 51.745776),P17/V3417/PDO,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3417_PDO-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P17-V3417-PDO
"55-59 Stert Street, Abingdon, OX14 3JF",yes,,2018-12-21,,0.13,32,32,Superseeded existing application. Change of use from B1(a) Offices to 32 Flats. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V2427/PDO,local-authority-eng:VAL,not owned by a public authority,2018-02-27,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V2427/PDO,permissioned,other,POINT(-1.281145 51.671552),P17/V2427/PDO,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V2427_PDO-V2.pdf,2017-12-08,brownfield-land/local-authority-eng/VAL/P17-V2427-PDO
"Land to the south of Challow Road and north of Naldertown, Wantage, OX12 9DJ",yes,,2018-12-21,,0.97,29,29,"Outline planning application with the means of access and layout only to be considered for the demolition of Aberclare, hall (St John Ambulance) and Cedarholme and construction of 31 homes.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V0569/FUL",local-authority-eng:VAL,not owned by a public authority,2018-05-17,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V0569/FUL,permissioned,full planning permission,POINT(-1.435391 51.590591),P17/V0569/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V0569_FUL-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P17-V0569-FUL
"8 Elms Road, Botley, Oxford, OX2 9JZ",yes,,2018-12-21,,0.06,8,8,"Demolition of an existing two storey house and the creation of a two storey apartment block to accommodate seven 2 bedroom and one 1 bedroom apartments. (As amended by plans received 30 June 2017_changes include bin stores, cycle stores, design amendments) (As clarified by plans received 20 July 2017_bin and cycle store details) (Additional Information received on ownership of access on 24 July 2017.). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3039/FUL",local-authority-eng:VAL,not owned by a public authority,2018-06-22,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3039/FUL,permissioned,full planning permission,POINT(-1.298753 51.753345),P17/V3039/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3039_FUL-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P17-V3039-FUL
"5 Lechlade Road, Faringdon, SN7 8AL",yes,,2018-12-21,,0.36,14,14,Superseeded existing application. Erection of 14 dwellings with associated access (current permission ref. P13/V2301/O) (Amended planning statement received 23 November 2017). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V1310/O,local-authority-eng:VAL,not owned by a public authority,2018-02-12,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V1310/O,permissioned,outline planning permission,POINT(-1.589744 51.657768),P17/V1310/O,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V1310_O.pdf,2017-12-08,brownfield-land/local-authority-eng/VAL/P17-V1310-O
"Letcombe Bowers Farm, Letcombe Regis, Wantage, OX12 9NG",yes,,2018-12-21,,0.38,5,5,"Change of use of agricultural land to residential garden, conversion of agricultural buildings to create 5 No. dwellings, erection of connecting link and one detached garage and creation of new access road. (additional plans received 26/02/18 to extend red line to include drainage and access and further amended plans received 14/03/2018 to extend red line to include drainage area, the omission of the garages except the garage between the barns and farmhouse, alteration to the north-west elevation of house 5, and additional landscaping between houses 4 and 5. Additional tree and bat mitigation received 29th March 2018).. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3395/FUL",local-authority-eng:VAL,not owned by a public authority,2018-04-20,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3395/FUL,permissioned,full planning permission,POINT(-1.445902 51.542897),P17/V3395/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3395_FUL-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P17-V3395-FUL
"1 Stert Street, Abingdon, Oxon OX14 3JG",yes,,2018-12-21,,0.02,6,6,Prior approval for the change of Use Class (B1a) (offices) to Use Class C3 (residential) in the form of 6 no. residential units.(amended Plans received 22 March 2018 reducing number of flats from seven to six).. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0585/PDO,local-authority-eng:VAL,not owned by a public authority,2018-05-15,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0585/PDO,permissioned,other,POINT(-1.280801 51.670426),P18/V0585/PDO,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0585_PDO.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P18-V0585-PDO
"31 Eynsham Road, Botley, Oxford, OX2 9BS",yes,,2018-12-21,,0.11,5,5,"Demolition of existing dwelling. Erection of a replacement two and half storey building containing 4no. x 1 bedroom and 2no. x 2 bedroom flats with provision of revised access and parking for no.6 cars, covered cycle storage and enclosed bin store.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0695/FUL",local-authority-eng:VAL,not owned by a public authority,2018-05-11,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0695/FUL,permissioned,full planning permission,POINT(-1.305719 51.749718),P18/V0695/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0695_FUL-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P18-V0695-FUL
"96 West Way, Oxford, OX2 9JU",yes,,2018-12-21,,0.08,5,5,Erection of apartment block comprising 6 apartments (4 x 2 bedroom and 2 x 1 bedroom). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0787/FUL,local-authority-eng:VAL,not owned by a public authority,2018-07-19,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0787/FUL,permissioned,full planning permission,POINT(-1.300597 51.751189),P18/V0787/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0787_FUL-V2.pdf,2018-12-21,brownfield-land/local-authority-eng/VAL/P18-V0787-FUL
