site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Spring Road Riddings,yes,,2020-03-31,,1.27,14,14,The site is currently under construction. 14 new dwellings,local-authority-eng:AMB,not owned by a public authority,2004-07-06,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2004-0043,permissioned,full planning permission,POINT(-1.350658 53.069235),BFLR0001,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0692352277&lng=-1.3506579388,2017-12-06
Land at Greenhill Lane Leabrooks,yes,,2020-03-31,,2.02,24,24,The site is currently under construction. Residential development with two planning applications,local-authority-eng:AMB,not owned by a public authority,2007-11-15,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2004-1104,permissioned,reserved matters approval,POINT(-1.372058 53.075517),BFLR0002,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0755165967&lng=-1.3720578812,2017-12-06
John Smedley Ltd Lea Road Lea Bridge,yes,,2020-03-31,,0.46,26,26,The site is currently under construction. Redevelopment of the site including conversion and new build to provide 26 dwellings,local-authority-eng:AMB,not owned by a public authority,2015-12-11,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2014-0265,permissioned,full planning permission,POINT(-1.525055 53.104037),BFLR0005,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.1040369302&lng=-1.5250554687,2017-12-06
Bradshaw Avenue Ridding,yes,,2020-03-31,,2.5,87,87,Two-storey residential dwellings,local-authority-eng:AMB,owned by a public authority,2019-05-14,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0472,permissioned,full planning permission,POINT(-1.362249 53.068588),BFLR0010,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0685877201&lng=-1.3622487862,2017-12-06
17 King Street Alfreton,yes,,2020-03-31,,1,11,11,"The site is currently under construction. Conversion of buildings (17,19 and 21) into 11 flats",local-authority-eng:AMB,not owned by a public authority,2015-11-11,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2015-0347,permissioned,full planning permission,POINT(-1.390162 53.096798),BFLR0017,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0967981203&lng=-1.3901619656,2017-12-06
Former American Adventure Theme Park Pit Lane Shipley,,,2020-03-31,,46.48,307,307,(Outline planning application with 7years time period)Residential element as part of large mixed use development. Sustainable mixed use development including upto 307 residential units,local-authority-eng:AMB,owned by a public authority,2016-01-12,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2015-0403,permissioned,outline planning permission,POINT(-1.338263 52.993639),BFLR0018,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.9936392978&lng=-1.3382626567,2017-12-06
Marehay Garage Derby Road Marehay,,,2020-03-31,,0.42,20,20,"Previously had outline planning permission for demolition of existing buildings and proposed residential re-development, demolition works have taken place however permission has since lapsed.",local-authority-eng:AMB,not owned by a public authority,,,not permissioned,,POINT(-1.406543 53.031736),BFLR0021,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0317361246&lng=-1.4065426835,2017-12-06
Memory Lane Inn 72 Derby Road Heanor,yes,,2020-03-31,,0.12,13,13,"The site is currently under construction. Reserved matters application for AVA/2016/1078. Appearance, Landscaping, layout, and scale",local-authority-eng:AMB,not owned by a public authority,2017-10-03,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0766,permissioned,reserved matters approval,POINT(-1.361152 53.013541),BFLR0023,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0135406622&lng=-1.3611515064,2017-12-06
Land West of Old Coppice Side Heanor,yes,,2020-03-31,,0.93,30,30,The site is currently under construction. Erection of 30 dwellings,local-authority-eng:AMB,owned by a public authority,2016-12-21,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-0729,permissioned,full planning permission,POINT(-1.356408 53.004733),BFLR0024,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0047326278&lng=-1.356408232,2017-12-06
Labour Club Lander Lane Belper,yes,,2020-03-31,,0.14,13,13,Demolition works have taken place. Demolition of former Labour Club buildings and erection of 13 dwellings,local-authority-eng:AMB,not owned by a public authority,2017-01-13,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2015-0338,permissioned,full planning permission,POINT(-1.47769 53.023997),BFLR0025,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.02399708&lng=-1.4776903346,2017-12-06
Land at 34 Greenhill Lane Leabrooks,yes,,2020-03-31,,1.27,58,58,The site is currently under construction. Proposed residential development of 58 dwellings,local-authority-eng:AMB,not owned by a public authority,2017-03-08,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-0530,permissioned,full planning permission,POINT(-1.374342 53.07445),BFLR0026,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0744499141&lng=-1.3743421891,2017-12-06
Land at Bullbridge Hill Ambergate,,,2020-03-31,,8.2,143,143,"Another reserved matters application on the site for phase 2 & 3 AVA/2019/0598 - 122 dwellings, compunal space and highway works. Reserved matters application for phase 1 for residential development, open space and highway works",local-authority-eng:AMB,not owned by a public authority,2019-11-26,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2019-0252,permissioned,reserved matters approval,POINT(-1.46954 53.066138),BFLR0027,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0661383088&lng=-1.4695395665,2017-12-06
Land adj 130 Station Road Langley Mill,yes,,2020-03-31,,3.14,92,92,"Reserved Matters submission for 92 dwellings on land off Amber Drive, Langley Mill together with access roads and open spaces incorporating public footpath (Not EIA Development)",local-authority-eng:AMB,not owned by a public authority,2017-11-07,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0556,permissioned,reserved matters approval,POINT(-1.331508 53.016263),BFLR0030,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.016263292&lng=-1.3315081078,2017-12-06
All Saints Church Hall Site Moseley Street Ripley,yes,,2020-03-31,,0.15,10,10,Existing buildings on site have been demolished. Previously considered as a proposed housing allocation in the now withdrawn Local Plan. Demolition of existing church hall and redevelopment of 10 dwellings and off-street parking,local-authority-eng:AMB,not owned by a public authority,2019-12-19,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2019-0744,permissioned,full planning permission,POINT(-1.407775 53.051743),BFLR0034,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0517432986&lng=-1.4077751188,2017-12-06
Duffield Depot Derby Road Duffield,yes,,2020-03-31,,1.09,15,15,"Previously considered as a proposed housing allocation in the now withdrawn Local Plan. Planning Permission approved for 15 dwellings, comprising 14 new build and conversion and extension of former gate house",local-authority-eng:AMB,owned by a public authority,2018-05-04,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2019-0424,permissioned,full planning permission,POINT(-1.483239 52.976207),BFLR0035,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=52.9762072903&lng=-1.4832390315,2017-12-06
Former Anchor Inn Chesterfield Road Oakerthorpe,yes,,2020-03-31,,1.19,14,14,The site is currently under construction. 14 proposed dwellings following outline consent AVA/2015/0914,local-authority-eng:AMB,not owned by a public authority,2018-10-19,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0529,permissioned,reserved matters approval,POINT(-1.420039 53.092524),BFLR0039,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.09252&lng=-1.42004,2019-03-31
Firs Works Car Park Spanker Lane Nether Heage,yes,,2020-03-31,,0.9,30,30,Redevelopment of former car park to accommodate 30 new dwellings. Currently an additional planning application pending consideration for 34 affordable dwelling,local-authority-eng:AMB,not owned by a public authority,2019-01-18,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0999,permissioned,full planning permission,POINT(-1.470529 53.052433),BFLR0040,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.05243&lng=-1.47053,2019-03-31
Newlands Inn Golden Valley Riddings,yes,,2020-03-31,,0.7,19,19,Conversion of public house to 5 flats and construction of 14 new dwellings,local-authority-eng:AMB,not owned by a public authority,2019-01-18,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-1120,permissioned,full planning permission,POINT(-1.370598 53.057162),BFLR0041,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.05716&lng=-1.3706,2019-03-31
Firs Works Spanker Lane Nether Heage,,,2020-03-31,,9.03,160,160,"Outline application, all matters reserved for the development of up to 160 dwellings with associated public open space, play space and on-site drainage and flood balancing",local-authority-eng:AMB,not owned by a public authority,2019-03-11,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0895,pending decision,outline planning permission,POINT(-1.469304 53.050247),BFLR0042,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.05025&lng=-1.4693,2019-03-31
Land west of Aeromatic Co Ltd Derby Road Marehay,yes,,2020-03-31,,1.26,45,45,residential development for around 45 dwellings,local-authority-eng:AMB,not owned by a public authority,2019-03-05,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-1264,permissioned,outline planning permission,POINT(-1.40942 53.031907),BFLR0043,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.03191&lng=-1.40942,2019-03-31
Land off Butterley Hill Ripley,yes,,2020-03-31,,0.31,16,16,The site is currently under construction. residential development to accommodate 12 dwellings and 4 apartments,local-authority-eng:AMB,not owned by a public authority,2019-03-01,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0320,permissioned,full planning permission,POINT(-1.403182 53.056097),BFLR0044,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0561&lng=-1.40318,2020-03-31
Derwentside Industrial Estate Derby Road Belper,,,2020-03-31,,5.93,136,136,Reserved matters following outline consent for residential development,local-authority-eng:AMB,not owned by a public authority,2020-02-07,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2019-0408,permissioned,reserved matters approval,POINT(-1.479898 53.01285),BFLR0045,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.01285&lng=-1.4799,2020-03-31
The Willows Slack Lane Ripley,,,2020-03-31,,0.2,10,10,Demolition of existing buildings and erection of 10 affordable dwellings,local-authority-eng:AMB,not owned by a public authority,2020-03-24,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2019-0974,permissioned,full planning permission,POINT(-1.409373 53.048487),BFLR0046,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.04849&lng=-1.40937,2020-03-31
Land off Cemetery Lane Ripley,,,2020-03-31,,1.77,20,20,Site allocated for residential development in the Ripley Neighbourhood Plan,local-authority-eng:AMB,owned by a public authority,,,not permissioned,,POINT(-1.402545 53.044293),BFLR0047,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.04429&lng=-1.40254,2020-03-31
Bowbridge Garage Ashbourne Road Mackworth,,,2020-03-31,,1.16,22,22,"Demolition of single dwelling, existing Cafe, Petrol station and MOT service garage, construction of new MOT service garage and 22 new dwellings.",local-authority-eng:AMB,not owned by a public authority,2020-02-12,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA/2018/0178,permissioned,full planning permission,POINT(-1.546321 52.939734),BFLR0048,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=52.93973&lng=-1.54632,2020-03-31
