site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Group 1, Euxton Lane, Buckshaw",,,2019-11-21,,2.3,96,96,"Outline planning application for the redevelopment of land at Group 1 for mixed use development (parcels without reserved matters). Planning Ref: 08/00910/OUTMAJ. There are 2 remaining parcels (H1d and H1b(i)) without reserved matters planning permission. It was estimated in the housing land monitoring that their will be 96 dwellings (H1d = 12 dwellings, H1b(i) = 84 dwellings) on these parcels based on 35 dwellings per hectare. A planning application was under consideratino on 1st April 2019 for 128 dwellings on both of these parcels. For the Brownfield Register, as the planning application has not yet been approved the estimated number of dwellings used in the housing land monitoring has been used. Planning REf: 14/00927/OUTMAJ and 19/00137/REMMAJ)",,not owned by a public authority,2009-12-22,,permissioned,outline planning permission,POINT(-2.669526 53.675024),2528,,2017-10-12,
"Talbot Mill, Froom Street, Chorley",yes,,2019-11-21,,4.44,149,149,Erection of 149 dwellings. Planning Ref: 07/01426/FULMAJ (2009-06-12); 1/00875/FULMAJ (2012-01-19). Information taken from the 'Five Year Housing Supply Statement for Chorley suggests that Land remediation and contamination works started in 2015 however construction of the dwellings has not yet started. It is estimated that the 120 dwellings will be completed in the 5-year period.,,not owned by a public authority,2012-01-19,,permissioned,full planning permission,POINT(-2.632376 53.649618),2525,,2017-10-12,
"The Mill Hotel, Moor Road, Croston",,,2019-11-21,,0.9,7,7,Demolition of hotel and restaurant and erection of 7 dwellings. Planning Ref: 14/00761/OUTMAJ (2015-12-17); 16/00452/OUTMAJ (2017-02-10). Outline planning permission granted 2017-02-10 for erection of 4 detatched dwellings. Outline planning permission granted 10/02/17 for 4 dwellings.,,not owned by a public authority,2015-12-17,,permissioned,outline planning permission,POINT(-2.752891 53.66563),3124,,2017-10-12,
"Hole House Farm, Chorley Road, Heath Charnock",,,2019-11-21,,0.29,5,5,Demolition of existing farmhouse and outbuildings and erection of 6 dwellings associated garages and access improvements. Planning Ref: 15/00556/OUT (2015-09-02),,not owned by a public authority,2019-05-11,,permissioned,full planning permission,POINT(-2.710161 53.690631),3105,,2017-10-12,
"JF Electrical, Little Quarry, Hill Top Lane, Whittle-le-Woods",,,2019-11-21,,6.61,83,83,Outline application for means of access for up to 85 new dwellings. Application pending for a reserved matters application 16/00808/REMMAJ for the erection of 83 no. dwellings. Planning Ref: 12/01134/OUTMAJ (2013-08-30). A reserved matters planning application is currently under consideration . However there is uncertainty about the deliverability of this site due to issues relating to filling works required and associated permission required from Lancashire County Council for waste operations. It has therefore not been included in the five year supply.,,not owned by a public authority,2013-08-30,,permissioned,outline planning permission,POINT(-2.677402 53.67622),2952,,2017-10-12,
"Chimney and Building, Withnell Fold Mill, Withnell Fold, Withnell",,,2019-11-21,,2.08,37,37,"Refurbishment and restoration of chimney and associated building to form office, demolition of remaining buildings and erection of 37 dwellings. Planning Ref: 12/00084/FULMAJ (2013-08-29). Development of the site had not started in April 2019.",,not owned by a public authority,2013-08-29,,permissioned,full planning permission,POINT(-2.603602 53.622037),2955,,2017-10-12,
"Camelot Theme Park, Hall Road, Charnock Richard",,,2019-11-21,,14.96,195,195,"Outline application was REFUSED on 28/3/18 for the mixed use redevelopment of the former CamelotTheme Park, comprising of up to 195 dwellings, 1,000sqm of office space Use Class B1, and 2,000sqm workshop starter units, together with associated infrastructure, open space and landscaping, with all matters reserved except for access. Planning application 17/00710/OUTMAJ refused on 28/3/18. Reasons for refusal were: 1) impact on openess of Green Belt compared with existing development 2) Site lies in area not identified for growth in CS Policy 1 and would not meet requirements for development in other areas 3) Council has a 5-year housing land supply therefore no exceptional circumstances.",,not owned by a public authority,,,not permissioned,,POINT(-2.767459 53.625251),Camelot,,2017-10-12,
"Regent Street, Coppull",,,2019-11-21,,0.5,22,22,,,not owned by a public authority,,,not permissioned,,POINT(-2.660412 53.674913),HS1.34,,2017-10-12,
"Hospital Car Park, Preston Road, Chorley",,,2019-11-21,,0.18,28,28,"Outline application for the erection of a 4 storey apartment building providing 28 No. one and two bedroom apartments with associated car parking, all matters reserved save for access, layout and scale. Planning Ref: 09/00033/OUTMAJ (2009-04-20); 13/00076/OUTMAJ (2013-04-26); 16/00236/OUTMAJ (2016-05-26). The site has outline planning permission for 28 dwellings. It also has temporary planning permission for use a hospital car park until July 2019 therefore redevelopment of the site is unlikely until after this date. The outline planning permission has been renewed several times as well as the temporary planning permission for use as a car park.",,not owned by a public authority,2016-05-26,,permissioned,outline planning permission,POINT(-2.558043 53.71899),2502,,2017-10-12,
41 Cunliffe Street,,,2019-11-21,,0.03,5,5,Change of use from GP Surgery to 5no. Flats. Planning Ref: 17/00635/FUL (2017-08-16).,,not owned by a public authority,2017-08-16,,permissioned,full planning permission,POINT(-2.774279 53.662482),3321,,2017-10-12,
"Land north of Railway Public House, Wigan Road, Euxton, PR7 6LA",,,2019-11-21,,0.16,9,9,Erection of 9 dwelling houses. Planning Ref: 15/01092/OUT (2016-10-03).,,not owned by a public authority,2016-10-03,,permissioned,outline planning permission,POINT(-2.659395 53.675718),3227,,2017-10-12,
"Brinscall Plumbing and Building Supplies, 17 Hartington Road, Brinscall, Chorley, PR6 8RF",,,2019-11-21,,0.15,7,7,Outline application for the erection of up to 7 dwellings. Planning Ref: 16/00258/OUT (2017-03-08).,,not owned by a public authority,2017-03-08,,permissioned,outline planning permission,POINT(-2.684528 53.657232),3217,,2017-10-12,
"Finnington Industrial Estate, Finnington Lane, Feniscowles",,,2019-11-21,,0.87,15,15,Demolition of existing industrial units and erection of 15 dwellings. Planning permission 12/01211/OUTMAJ expired in August 2017.,,not owned by a public authority,,,not permissioned,,POINT(-2.721373 53.642157),2559,,2017-10-12,
"The Moor Inn, 26 Moor Road",,,2019-11-21,,0.03,8,8,"Reserved matters application for the erection of two buildings comprising 8no. 1 bedroom self contained apartments, caretakers office and common room (pursuant to outline planning permission ref. 16/00953/OUT). Planning Ref: 16/00953/OUT (2017-02-09); 17/01160/REM (2018-03-07).",,not owned by a public authority,2018-03-07,,permissioned,reserved matters approval,POINT(-2.638912 53.642395),3213,,2018-12-17,
"Land 20m West of 6 Ellerbeck View, Castle House Lane",,,2019-11-21,,0.2,7,7,"Demolition of existing buildings, erection of 6 dwellings and change of use of existing office to bungalow. Planning Ref: 16/00075/FUL (2016-04-13).",,not owned by a public authority,2016-04-13,,permissioned,full planning permission,POINT(-2.616674 53.610036),3162,,2019-01-30,
"Former Shell Garage, Preston Road",,,2019-11-21,,0.2,5,5,,,not owned by a public authority,,,not permissioned,,POINT(-2.61321 53.662048),Former Shell Garage,,2019-01-31,
"Pemberton House Farm, Park Hall Road",,,2019-11-21,,1.1,6,6,"Outline application for the erection of 6 detached dwellings following demolition of existing dwelling and stables including details of access, layout and scale. Planning Ref: 18/00416/out (2019-05-20)",,not owned by a public authority,2019-05-20,,permissioned,outline planning permission,POINT(-2.694948 53.634649),3461,,2019-09-11,
"Hop Pocket Car Park, Carr Lane",,,2019-11-21,,0.27,8,8,Erection of 8no. dwellings including alterations to access and demolition of existing public house. Planning Ref: 18/00855/FULMAJ (2019-06-11).,,not owned by a public authority,2019-06-11,,permissioned,full planning permission,POINT(-0.2625 53.639853),3468,,2019-09-11,
"Church Farm Livery Stables, High Street",,,2019-11-21,,0.78,3,3,Demolition of existing livery stables and associated outbuildings and erection of 3 dwellings and new livery stables. Planning Ref: 19/00214/FUL,,not owned by a public authority,2019-05-23,,permissioned,full planning permission,POINT(-2.774038 53.623584),3456,,2019-11-21,
"Berkeley Farm, Shady land",,,2019-11-21,,0.33,3,3,Demolition of storage barn and outbuildings and erection of 2 dwellings and conversion of stables to dwelling. Planning Ref: 18/00813/FUL,,not owned by a public authority,2019-05-22,,permissioned,full planning permission,POINT(-2.664519 53.70769),3460,,2019-11-21,
Land rear of 24-26 Westhoughton Road,,,2019-11-21,,0.49,7,7,Erection of 7 dwellings. Planning Ref: 18/00191/FUL,,not owned by a public authority,2019-05-30,,permissioned,full planning permission,POINT(-2.610197 53.62206),3462,,2019-11-21,
"Alfreds Court, Market Street",,,2019-11-21,,0.11,25,25,Erection of building comprising 25 flats. Planning Ref: 19/00145/FULMAJ,,not owned by a public authority,2019-08-14,,permissioned,full planning permission,POINT(-2.631419 53.651126),3475,,2019-11-21,
"Lingmell House, Water Street, Chorley, PR7 1EJ",,,2017-10-12,,0.3,33,33,Prior approval for change to use of offices to 29 appartments and erection of 4 apartments. Premises now being used by NHS.,,not owned by a public authority,2016-10-14,,permissioned,full planning permission,POINT(-2.638571 53.706148),3184,,2017-10-12,
