site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land Between 94A Willow Street and Oak Street, Oswestry",,,2020-03-20,,0.06,6,6,Lapsed Outline Planning Permission previously granted for 6 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-3.05816 52.861606),10/00540/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Phoenix Garage, Great Hales Street, Market Drayton",,,2020-03-20,,0.31,14,14,Lapsed Full Planning Permission previously granted for a residential development of 14 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.48162 52.903575),10/00968/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Land At 1 Pinkham, Cleobury Mortimer",,,2020-03-20,,0.3,9,9,Lapsed Full Planning Permission previously granted for a residential development of 9 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.47849 52.379613),10/01319/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Pentons Haulage And Coldstore, School Road, Ruyton XI Towns, Shrewsbury, Shropshire, SY4 1JT",,,2020-03-20,,4.77,80,80,Outline Planning Permission previously granted on the 23/12/2011 (10/04143/OUT) for 94 dwellings. The application subsequently lapsed. |There remains a known interest in bringing this site forward for residential development.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.905193 52.796102),10/04143/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"6 St Marys Street, Market Drayton",,,2020-03-20,,0.03,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.484148 52.903287),11/00983/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Land at 1 Forge Way, Dorrington, Shrewsbury",,,2020-03-20,,0.05,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.77324 52.621864),11/02325/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Coach Garage, Village Road, Childs Ercall, Market Drayton",,,2020-03-20,,0.19,5,5,Lapsed Outline Planning Permission previously granted for 5 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.499056 52.82229),11/03859/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"7 Claremont Street, Shrewsbury",,,2020-03-20,,0.04,7,7,Lapsed Full Planning Permission previously granted for a residential development of 7 dwellings.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.756135 52.708154),11/04508/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Bromfield, 66 Spring Gardens, Shrewsbury, Shropshire, SY1 2TE",,,2020-03-20,,0.13,9,9,"Lapsed Outline Planning Permission previously granted for 9 dwellings, net.",local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.740744 52.720582),13/00022/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"McKeand Smith & Co Ltd, Station Road, Albrighton, Wolverhampton, WV7 3EA",yes,,2020-03-20,,0.17,8,8,Planning Permission 13/00097/FUL superseded by Planning Permission 17/02469/FUL granted n the 13/09/2018 for 8 dwellings.,local-authority-eng:SHR,not owned by a public authority,2018-09-13,,permissioned,full planning permission,POINT(-2.268485 52.637485),13/00097/FUL,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2017-12-22
"Land East Of Black Park Road, Black Park, Whitchurch, Shropshire",yes,,2020-03-20,,2.18,60,60,Outline Planning Application (13/01405/OUT) pending decision for a residential development of up to 60 dwellings. | The site is considered deliverable.,local-authority-eng:SHR,not owned by a public authority,,,Not permissioned,,POINT(-2.670954 52.972029),13/01405/OUT,https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,2020-03-20
