site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Village Stores, Station Road, Henfield",,,2017-12-31,,0.09,8,8,"The site is located within the BUAB of Henfield and would be accessed from Station Road. The ground floor of the site is in use as a village store, and is therefore considered to meet the definition of brownfield land. The relatively large plot means that there may be some potential for intensification of residential uses on this site. The site is in private ownership and will need to be considered as part of the emerging Henfield Neighbourhood Plan. A scheme of this size would likely be delivered in a single phase",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA511,https://www.horsham.gov.uk/__data/assets/pdf_file/0007/49399/SA511_BLR.pdf,2017-12-31
"Post Office & Library Car Park, off High Street, Henfield",,,2017-12-31,,0.9,6,6,"The site is located within the BUAB of Henfield and is close to existing services and facilities. Some of the land is in public ownership and the owners have indicated their willingness for development to come forward, demonstrating that the site is available for development. There may be potential for this site to be allocated within the Neighbourhood Plan for Henfield. It is considered that any commercial use or potential loss of parking spaces would need to be considered prior to any development on this site, and as a consequence the likely maximum number of dwellings the site could deliver would be around 6 units. The site is also located in Henfield Conservation Area and the Post Office is a Grade II listed building. Access to Henfield library would also need to be maintained. Any development of this site would be likely to take place in a single phase",local-authority-eng:HOR,owned by a public authority,,,Not Permissioned,,SA554,https://www.horsham.gov.uk/__data/assets/pdf_file/0004/49405/SA554_BLR.pdf,2017-12-31
"West Point, Springfield Road, Horsham, (Denne)",,,2017-12-31,,0.03,18,18,This building is located close to the town centre of Horsham. The lower floor is in retail use occupied by Sussex Lighting. The upper four floors are vacant office space and may therefore be suitable for conversion to residential use. Access would be from London Road. There is potential for residential use on this site within the next 6-10 years and a scheme of this size would likely be delivered in a single phase.,local-authority-eng:HOR,,,,Not Permissioned,,SA198,https://www.horsham.gov.uk/__data/assets/pdf_file/0009/49383/SA198_BLR.pdf,2017-12-31
"Old Pumping Station, 133 Rusper Road, Horsham (North Horsham)",,,2017-12-31,,0.5,30,30,"This site is located in the built-up area of Horsham and is accessed from Rusper Road. Planning permission for 24 flats was granted in 2002 for 24 flats, (NH/157/02) but was not implemented. This permission expired in 2010, but the landowner has indicated that they would like the site to remain in the SHLAA, indicating that the land is available for residential development. The site area of this land extends beyond the original planning permission to include additional units. This extended area increases the potential of the site to 30 dwellings. Given that the permission was not implemented, further work may be required to bring this site forward and the site is considered available and suitable for development 6-10 years. A scheme of this size would likely be delivered in a single phase",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA285,https://www.horsham.gov.uk/__data/assets/pdf_file/0003/49386/SA285_BLR.pdf,2017-12-31
"The Rising Sun, The Rising Sun PH, Pondtail Road, Horsham (North Horsham)",,,2017-12-31,,0.11,6,6,"The site is within an urban area within the settlement of Horsham. The site was formally a public house has been proposed to the Council for housing development by the landowner. Since that time a planning application has been submitted for a change of use to a children?s nursery (DC/17/1704). This application has not yet been determined, but the outcome will need to be taken into account on any future updates of this register",local-authority-eng:HOR,not owned by a public authority,,,pending decision,,SA530,https://www.horsham.gov.uk/__data/assets/pdf_file/0003/49404/SA530_BLR.pdf,2017-12-31
"Land at Fox Inn, Guildford Road, Rudgwick",,,2017-12-31,,0.37,6,6,"The site is located within the settlement of Bucks Green and surrounded by linear residential development. The site is currently used as a public house, however the landowner has expressed an interest to develop the site meaning it is available for development. Any loss of the public house would however need to be considered through the development management process, but a small amount of residential development may be suitable in the longer term provided it is compliant with local policy and does not harm the setting of the Fox Inn which is a listed building. This site will need to be considered as part of the emerging Neighbourhood Plan for Rudgwick",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA529,https://www.horsham.gov.uk/__data/assets/pdf_file/0020/49403/SA529_BLR.pdf,2017-12-31
"Land at the Post Office Depot, High Street, Storrington",,,2017-12-31,,0.15,10,10,"This site is located in the Storrington High Street, and is situated in a designated Conservation Area. At the current time the site is not available for development given the use of the site as a Post Office depot, but it is considered that there is potential for the site to come forward in the next 15 years. This site is identified as a reserve site in the pre-submission (Regulation 14) draft of the Storrington, Sullington and Washington Neighbourhood Plan and the supporting text in relation to the draft policy indicates that the development would be expected to deliver in the region of 10 dwellings in a Courtyard development. The shopping frontage would need to be retained as part of any development. In addition to preserving and enhancing the Storrington Conservation area, any development would also need to consider potential impacts on the Air Quality Management Area which has been declared for this part of Storrington.",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA550,https://www.horsham.gov.uk/__data/assets/pdf_file/0008/49418/SA550_BLR.pdf,2017-12-31
"Station Garage (Skoda), Billingshurst Road, Broadbridge Heath",,,2017-12-31,,0.9,45,45,The site was allocated in the Site Specific Land Allocation SSAL document 2007 and is considered suitable for development (Policy AL1). The site is located within the built-up area of Broadbridge Heath on the Billingshurst Road. Although some legal issues may need to be resolved it is considered that the site will be available for development in the longer term and is therefore considered available for development in 11+ years. Possible contamination from previous uses would need to be investigated prior to any development coming forward on this site,local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA137,https://www.horsham.gov.uk/__data/assets/pdf_file/0003/49377/SA137_BLR.pdf,2017-12-31
"137 Crawley Road, Horsham (North Horsham)",,,2017-12-31,,0.17,21,21,The site was allocated for 21 units in the Site Specific Allocations of Land (2007) SSAL Policy AL1 and is within the built up area of Horsham town meaning it is considered suitable for development. There is a legal agreement which might affect the availability of the site in the short term; it is therefore assessed as 11+ years developable.,local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA138,https://www.horsham.gov.uk/__data/assets/pdf_file/0004/49378/SA138_BLR.pdf,2017-12-31
"9-13 Crawley Road, Horsham (North Horsham)",,,2017-12-31,,0.29,15,15,The site was allocated for residential development in the 2007 SSAL policy AL1 and is within the built up area of Horsham town meaning it is considered suitable for development. An application for 37 dwellings (DC/17/1853) was submitted for this site in September 2017 but has yet to be determined. It should be noted that the application covers a larger area than the allocation as it also includes 15 Crawley Road,local-authority-eng:HOR,not owned by a public authority,,,pending decision,,SA139,https://www.horsham.gov.uk/__data/assets/pdf_file/0005/49379/SA139_BLR.pdf,2017-12-31
"Parsonage Farm, Parsonage Road, Horsham (North Horsham)",,,2017-12-31,,4.5,127,127,"The site has been allocated in the Site Specific Allocations of Land Document (SSAL) 2007 for 160 dwellings, policy AL1. The site is located in the built up area of Horsham and is close to services and facilities, so is considered a suitable location for residential development. Although the site owner has indicated that this site is in employment use and not available for residential development at the current time, this site is considered achievable in the longer term. Part of the site has permission for 33 units (DC/13/1890). The remainder of the site is therefore considered developable in the next 15 years",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA144,https://www.horsham.gov.uk/__data/assets/pdf_file/0007/49381/SA144_BLR.pdf,2017-12-31
"Star Reservoir, Comptons Brow Lane, Horsham (North Horsham)",,,2017-12-31,,0.8,32,32,"The site was allocated in the SSAL 2007 for 32 dwellings, Policy AL1. Any development on this site would be in the longer term due to the uncertainty over Southern Water's long term intentions for the site and the high costs involved in making the site suitable for development. The site is therefore assessed as 11+ years.",local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA146,https://www.horsham.gov.uk/__data/assets/pdf_file/0008/49382/SA146_BLR.pdf,2017-12-31
"The Cobblers, Slinfold",,,2018-12-31,,0.29,13,13,This site was allocated for residential development in Policy 10 of the made Slinfold Neighbourhood Plan. The site lies within the built up area boundary of Slinfold and adjacent the Slinfold Conservation Area. The site comprises 17 residential units (which are marketed to 55 year olds) with garages which may impact delivery. Future development would need to take these factors into account as appropriate.,local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA655,https://www.horsham.gov.uk/planningpolicy/planning-policy/housing-land-availability/brownfield-site-maps/related-site-maps/SA655_BLR.pdf,2018-12-31
"Thakeham Tiles, Thakeham",,,2018-12-31,,4.8,50,50,This site was allocated for residential development in Policy 2 of the made Thakeham Neighbourhood Plan. It is located within the built up area boundary of Storrington and an Archaeological Notification Area and a Bat Sustenance Zone. Much of the southern section of the allocated site is covered by a Tree Preservation Order. The Heath Common Design Statement SPD area lies nearby to the east of the site. Future development would need to take these factors into account as appropriate. An outline planning application DC/18/2095 for the demolition of all existing buildings and the erection of 90 dwellings was submitted on 3 October 2018. The outcome will need to be taken into account on any future updates of this register.,local-authority-eng:HOR,not owned by a public authority,,,Not Permissioned,,SA012,https://www.horsham.gov.uk/planningpolicy/planning-policy/housing-land-availability/brownfield-site-maps/related-site-maps/SA012_BLR.pdf,2018-12-31
"Nyewood Court, Brookers Road, Billingshurst",yes,,2017-12-31,,0.26,18,18,"DC/15/1325 External alterations to Nyewood Court, including addition of parapet to roof and projecting bay windows and change of use of the resulting building to 12 flats, and external alterations to the former Beverley Engineering building, including a roof extension and dormer windows to provide second storey accommodation, and change of use of the resulting building to a terrace of 6 dwellings.",local-authority-eng:HOR,not owned by a public authority,2015-08-20,,permissioned,full planning permission,SA032,https://www.horsham.gov.uk/__data/assets/pdf_file/0011/49376/SA032_BLR.pdf,2017-12-31
"Garage Block, Sleets Road, Broadbridge Heath",yes,,2017-12-31,,0.1,9,9,DC/16/2934 - Proposed demolition of existing garages and erection 9 dwellings and associated landscaping and parking. (NB ? site is not published in 2016 SHELAA as permitted 2017). Development of this site has now commenced.,local-authority-eng:HOR,not owned by a public authority,2017-10-02,,permissioned,reserved matters approval,SA659,https://www.horsham.gov.uk/__data/assets/pdf_file/0018/49410/SA659_BLR.pdf,2017-12-31
"Garage Block, Swann Way, Broadbridge Heath",yes,,2017-12-31,,0.07,9,9,DC/16/2935 - Proposed demolition of existing garages and erection of 9 affordable dwellings and associated parking and landscaping (NB ? site is not published in 2016SHELAA as permitted May 2017). Development of this site has now commenced.,local-authority-eng:HOR,not owned by a public authority,2017-05-26,,permissioned,reserved matters approval,SA660,https://www.horsham.gov.uk/__data/assets/pdf_file/0019/49411/SA660_BLR.pdf,2017-12-31
"Durrants Village, Faygate Lane, Faygate",yes,,2017-12-31,,0.3,17,17,DC/14/1187: Full application for the erection of an apartment block (consisting of 12 retirement apartments) and 5 retirement cottages with parking and associated works.,local-authority-eng:HOR,not owned by a public authority,2015-09-04,,permissioned,full planning permission,SA495,https://www.horsham.gov.uk/__data/assets/pdf_file/0005/49397/SA495_BLR.pdf,2017-12-31
"Lifestyle Ford and Bishops Weald, Bishopric, Horsham (Denne)",yes,,2017-12-31,,0.58,70,70,"DC/13/2126 Part demolition and redevelopment of Bishops Weald House, Albion Way including change of use of part of ground and first floor to provide A1/A2/A3/A5 uses, D2 and C3 uses comprising 53 apartments, and demolition and redevelopment of part of Lifestyle Ford site, Bishopric to provide 17 residential units. Development has commenced.",local-authority-eng:HOR,not owned by a public authority,2014-08-14,,permissioned,full planning permission,SA143,https://www.horsham.gov.uk/__data/assets/pdf_file/0006/49380/SA143_BLR.pdf,2017-12-31
"14 - 15 West Street, Horsham (Denne)",yes,,2017-12-31,,0.03,6,6,DC/13/1916 Change of use from B1 (Offices) at first and second floors to create 2 x C3 (Residential) dwellings along with an additional 4 x C3 (Residential) dwellings created within new build extension at first and second floors,local-authority-eng:HOR,not owned by a public authority,2015-01-12,,permissioned,full planning permission,SA200,https://www.horsham.gov.uk/__data/assets/pdf_file/0011/49385/SA200_BLR.pdf,2017-12-31
"Horsham District Council Offices, North Street, Horsham (Denne)",yes,,2017-12-31,,0.23,96,96,DC/16/2812 Prior Approval for Change of Use from (B1 Offices) to a residential use comprising multiple apartments (use class C3) Development has commenced,local-authority-eng:HOR,not owned by a public authority,2016-02-07,,permissioned,other,SA436,https://www.horsham.gov.uk/__data/assets/pdf_file/0007/49390/SA436_BLR.pdf,2017-12-31
"Norfolk House, 32-40 North Street (Denne)",yes,,2017-12-31,,0.05,31,31,DC/15/1175. Prior notification of a proposed change of use from B1 office to dwellings (31 No. units).,local-authority-eng:HOR,not owned by a public authority,2015-06-28,,permissioned,other,SA449,https://www.horsham.gov.uk/__data/assets/pdf_file/0010/49393/SA449_BLR.pdf,2017-12-31
"Prewetts Mill, Worthing Road, Horsham (Denne)",yes,,2017-12-31,,0.04,59,59,DC/16/2872: Conversion of existing office building (use class B1) to create 59 studios and apartments and secure cycle storage. (Prior Notification),local-authority-eng:HOR,not owned by a public authority,2017-02-02,,permissioned,other,SA453,https://www.horsham.gov.uk/__data/assets/pdf_file/0011/49394/SA453_BLR.pdf,2017-12-31
Envision House 5 North Street Horsham (Denne),yes,,2017-12-31,,0.9,18,18,"DC/14/1880: Change of use from offices (Use Class B1a) to form 18 residential units (5 x 1 bed flats, 13 x 2 bed flats (Use Class C3)",local-authority-eng:HOR,not owned by a public authority,2014-10-07,,permissioned,other,SA490,https://www.horsham.gov.uk/__data/assets/pdf_file/0004/49396/SA490_BLR.pdf,2017-12-31
"Peel House, Barttelot Road, Horsham (Denne)",yes,,2017-12-31,,0.14,14,14,DC/14/2151 conversion of existing offices to accommodate 14 dwellings Class C3 and provision of 14 car parking spaces (Prior Notification):,local-authority-eng:HOR,not owned by a public authority,2014-12-05,,permissioned,other,SA577,https://www.horsham.gov.uk/__data/assets/pdf_file/0006/49407/SA577_BLR.pdf,2017-12-31
"Garages at Pelham & Waverley Court, Bishopric Horsham (Denne)",yes,,2017-12-31,,0.15,21,21,A planning application (DC/16/2936) for the demolition of existing garages and erection 21 dwellings (NB ? site is not published in 2016 SHELAA as permitted May 2017),local-authority-eng:HOR,not owned by a public authority,2017-05-26,,permissioned,full planning permission,SA664,https://www.horsham.gov.uk/__data/assets/pdf_file/0003/49413/SA664_BLR.pdf,2017-12-31
"St Marks Court, St Marks Court Chart Way Horsham (Denne)",yes,,2017-12-31,,1.3,203,203,"Prior Approval application for a change of use from Office to Dwellings to provide 203 units, (174 x 1 bed/studio apartments and 29 x 2 bed apartments) (DC/17/0684 ) (NB ? site is not published in 2016 SHELAA as permitted 2017)",local-authority-eng:HOR,not owned by a public authority,2017-05-17,,permissioned,other,SA672,https://www.horsham.gov.uk/__data/assets/pdf_file/0004/49414/SA672_BLR.pdf,2017-12-31
"Century House, Station Road, Horsham (Forest)",yes,,2018-12-31,,0.2,37,37,DC/17/2148 ? Full permission for the conversion of offices to residential. (NB ? site is not published in 2016 SHELAA as permitted 2018),local-authority-eng:HOR,not owned by a public authority,2017-03-22,,permissioned,other,SA199,https://www.horsham.gov.uk/__data/assets/pdf_file/0010/49384/SA199_BLR.pdf,2017-12-31
"Horsham Gates Site, Horsham (Forest)",yes,,2017-12-31,,0.61,45,45,Planning permission for an additional 45 residential units at Gate 3 (DC/15/0611) was permitted in 2016 and has commenced.,local-authority-eng:HOR,not owned by a public authority,2014-10-23,,permissioned,other,SA448,https://www.horsham.gov.uk/__data/assets/pdf_file/0009/49392/SA448_BLR.pdf,2017-12-31
"112 Brighton Road, Horsham (Forest)",yes,,2017-12-31,,0.4,5,5,"DC/13/1794: Erection of 6 x 2- storey, 3-bedroom houses with associated gardens, refuse, recycling and cycling stores, together with the retention of the existing vacant cottage and demolition of the existing derelict cottage",local-authority-eng:HOR,not owned by a public authority,2014-05-14,,permissioned,full planning permission,SA478,https://www.horsham.gov.uk/__data/assets/pdf_file/0003/49395/SA478_BLR.pdf,2017-12-31
"Queens Head, Horsham (Forest)",yes,,2017-12-31,,0.12,9,9,"DC/14/2591. Demolition of rear extension and outbuildings to existing pub, and alteration to elevation, together with erecting storey single storey rear extension together with the creation of 9 residential units total comprising 3 flats (1st and 2nd floor above pub) conversion of 39 Queen Street (2 flats) and 4 houses along New Street, with associated parking and access (existing) PERMITTED Nov 2015",local-authority-eng:HOR,not owned by a public authority,2015-11-18,,permissioned,full planning permission,SA525,https://www.horsham.gov.uk/__data/assets/pdf_file/0019/49402/SA525_BLR.pdf,2017-12-31
"4 Brighton Road, Horsham (Forest)",yes,,2017-12-31,,0.1,22,22,DC/16/0128: Prior Notification for Change of Use of offices (Class B1a) to form 22 Apartments (Class C3,local-authority-eng:HOR,not owned by a public authority,2014-02-24,,permissioned,other,SA535,https://www.horsham.gov.uk/__data/assets/pdf_file/0007/49417/SA535_BLR.pdf,2017-12-31
"Land at 40 Brighton Road (Dairy Crest Site), Horsham (Forest)",yes,,2017-12-31,,0.16,14,14,DC/15/1545. Demolition of existing buildings and the construction of 14 residential units comprising 12 apartments and 2 semi-detached houses with associated landscaping and parking,local-authority-eng:HOR,not owned by a public authority,2016-03-24,,permissioned,full planning permission,SA557,https://www.horsham.gov.uk/__data/assets/pdf_file/0005/49406/SA557_BLR.pdf,2017-12-31
