site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Meadow Road Industrial Site, Meadow Road, Carlton",,,2019-12-13,,1.18,40,35,Outline planning application for up to 40 dwellings (2018/0045) granted in October 2018 subject to the signing of the s106.,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.082693 52.961695),6\7,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C7,2017-04-01
"Rolleston Drive (NCC Offices), Rolleston Drive, Arnold",yes,,2019-12-13,,3.64,140,140,The site is allocated in the Local Planning Document (site H1).,local-authority-eng:GED,owned by a public authority,,,not permissioned,,POINT(-1.116093 53.003151),6\18,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C18,2017-04-01
"Bestwood Business Park, Park Road, Bestwood Village",,,2019-12-13,,6.01,220,220,The site is allocated in the Local Planning Document (site H13).,local-authority-eng:GED,not owned by a public authority,,,not permissioned,,POINT(-1.180971 53.020485),6\20,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C20,2017-04-01
"Brookfields Garden Centre, Mapperley Plains, Arnold",yes,,2019-12-13,,3.52,90,90,The site is allocated in the Local Planning Document (site H2). Outline planning application (2017/0155) for up to 32 homes on part of the site (to the rear of Brookfields Garden Centre) granted in October 2018 subject to the signing of the s106.,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.102291 53.004843),6\49,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C49,2017-04-01
"Bestwood Hotel, Park Road, Bestwood Village",yes,2017-12-19,2019-12-13,,0.15,12,12,Site built in December 2017.,local-authority-eng:GED,not owned by a public authority,2015-09-24,,permissioned,full planning permission,POINT(-1.175971 53.022213),6\73,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C73,2017-04-01
"Mansfield Lane (110-112), Mansfield Lane, Calverton",yes,,2019-12-13,,0.11,6,6,The site has full planning permission for 6 homes (2004/1471). Information from the SHLAA 2018 consultation states that the foundations to the garages have been laid and further work on the site has not yet proceeded.,local-authority-eng:GED,not owned by a public authority,2004-12-21,,permissioned,full planning permission,POINT(-1.081316 53.041728),6\154,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C154,2017-04-01
"Burton Road, Burton Road, Carlton",yes,,2019-12-13,,0.06,8,8,Planning permission (2006/0202) for 3 dwellings lapsed in April 2009. Information from the SHLAA 2019 consultation indicates that the Council are still working on proposals to redevelop the site for social housing.,local-authority-eng:GED,owned by a public authority,,,not permissioned,,POINT(-1.085946 52.967507),6\209,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C209,2017-04-01
"Fraser Street (Site of 36), Fraser Street, Newstead",yes,2017-12-06,2019-12-13,,0.2,8,8,Site built in December 2017.,local-authority-eng:GED,not owned by a public authority,2016-10-04,,permissioned,full planning permission,POINT(-1.225328 53.069804),6\216,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C216,2017-04-01
"Westdale Lane East (72-74), Westdale Lane East, Carlton",yes,,2019-12-13,,0.09,10,10,Full planning permission for residential development (2017/0157) granted in October 2017.,local-authority-eng:GED,not owned by a public authority,2017-10-19,,permissioned,full planning permission,POINT(-1.087858 52.974199),6\229,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C229,2017-04-01
"Sol Construction Ltd, Vale Road, Carlton",yes,,2019-12-13,,0.74,44,44,Construction work delayed on site (2008/0287). Full planning application to vary condition 12 of 2008/0287 for minor changes and amend previously agreed s106 planning obligation (2016/0347) was refused in December 2018. Appeal allowed in June 2019.,local-authority-eng:GED,not owned by a public authority,2008-07-03,,permissioned,full planning permission,POINT(-1.092242 52.956599),6\260,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=6%5C260,2017-04-01
