site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land to the north of, Hall Lane, Thornhill, Dewsbury, WF12 0PL",yes,,2017-12-20,,0.77801,0,0,Part of a larger site that includes some greenfield land.. Former residential institution (unoccupied). Outline permission for residential development (including demolition of hostel).,local-authority-eng:KIR,owned by a public authority,2016-01-25,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2014%2f92815,permissioned,outline planning permission,POINT(-1.6146 53.66704),BLR_001,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land to the south of, Lock Street, Thornhill, Dewsbury, WF12 9BZ",yes,,2017-12-20,,1.98518,0,0,"Part of a larger site that includes some greenfield land.. Outline permission for erection of 104 dwellings, demolition of existing buildings and removal of disused railway embankment.",local-authority-eng:KIR,not owned by a public authority,2015-04-17,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f90249,permissioned,outline planning permission,POINT(-1.62493 53.67463),BLR_002,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Headfield Mills, Savile Road, Savile Town, Dewsbury, WF12 9NP",yes,,2017-12-20,,1.18597,0,0,"Former mill site, potentially suitable for housing-led redevelopment.",local-authority-eng:KIR,not owned by a public authority,,,not permissioned,,POINT(-1.63594 53.68222),BLR_003,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land north west of, Forge Lane, Thornhill Lees, Dewsbury",yes,,2017-12-20,,2.67662,0,0,"Former industrial/warehouse site, potentially suitable for housing-led redevelopment.",local-authority-eng:KIR,not owned by a public authority,,,not permissioned,,POINT(-1.64466 53.67488),BLR_004,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land at, Carlton Road/Hirst Road, Dewsbury",,,2017-12-20,,0.48531,0,0,"Site currently in use as car park, potentially suitable for housing-led redevelopment.",local-authority-eng:KIR,not owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2008%2f90245,not permissioned,,POINT(-1.63465 53.69593),BLR_005,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Site of former Woolpack Inn, 167, Heckmondwike Road, Dewsbury Moor, Dewsbury, WF13 3NS",yes,,2017-12-20,,0.17373,0,0,Permission for erection of 10 dwellings.,local-authority-eng:KIR,not owned by a public authority,2017-11-01,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2017%2f90555,permissioned,full planning permission,POINT(-1.65809 53.69494),BLR_006,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Pepperoyd Mills, Pepper Royd Street, Dewsbury, WF13 1PA",,,2017-12-20,,0.57184,0,0,Previous permission for demolition of existing buildings and erection of 21 dwellings with associated parking and garages.,local-authority-eng:KIR,not owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2010%2f93442,not permissioned,,POINT(-1.62362 53.6948),BLR_007,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Forge Lane, Dewsbury, WF12 9AA",,,2017-12-20,,1.85054,0,0,Part of a larger site containing some greenfield land.. Outline permission for residential development.,local-authority-eng:KIR,not owned by a public authority,2017-03-17,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f92657|http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2004%2f94709,permissioned,outline planning permission,POINT(-1.64347 53.67435),BLR_008,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Cliffe Street, Dewsbury",yes,,2017-12-20,,1.26888,0,0,Existing car park site potentially suitable for housing-led redevelopment.,local-authority-eng:KIR,owned by a public authority,,,not permissioned,,POINT(-1.62703 53.69478),BLR_009,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Red Laithes Court, Red Laithes Lane, Ravensthorpe, Dewsbury, WF13 3DB",,,2017-12-20,,0.45106,0,0,Site potentially suitable for housing-led redevelopment.,local-authority-eng:KIR,owned by a public authority,,,not permissioned,,POINT(-1.66397 53.68207),BLR_010,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
