site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Lichfield Highway Depot, Trent Valley Road, Lichfield",yes,,2018-09-01,,1.37,57,52,Not proposed for allocation in LPA as no alternative site for current uses identified by land owner (SCC) therefore considered to be uncertain in terms of delivery. However would represent potential brownfield option.. Highways depot and waste/recycling centre and associated car parking.,local-authority-eng:LIF,owned by a public authority,,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=0000778OUT,not permissioned,,LDC-BLR-1,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land rear of Chase Terrace Primary School, Rugeley Road, Burntwood",yes,,2018-09-01,,1.56,12,12,"Proposed for allocation in LPA, site is under construction. Derelict land to rear of school, formerly car park.",local-authority-eng:LIF,owned by a public authority,2017-06-27,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=OD4GTVJEH0R00,permissioned,full planning permission,LDC-BLR-2,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land at Maple Close, Burntwood",yes,,2018-09-01,,1.33,35,29,"Proposed for allocation in LPA. Former primary school building, currently used as offices. Large grassed area to rear",local-authority-eng:LIF,owned by a public authority,,,not permissioned,,LDC-BLR-3,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Whittington Youth Centre, Main Street, Whittington",yes,,2018-09-01,,0.32,7,7,Proposed for allocation in LPA. Derelict buildings of former youth centre and tarmacked play ground,local-authority-eng:LIF,owned by a public authority,2018-02-26,,permissioned,full planning permission,LDC-BLR-4,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Minster Hall Youth Centre, Bird Street, Lichfield",yes,,2018-09-01,,0.15,17,13,Not proposed for allocation in LPA as considered to be uncertain in terms of delivery due to access. However would represent potential brownfield option.. Youth centre buildings,local-authority-eng:LIF,owned by a public authority,,,not permissioned,,LDC-BLR-5,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Shenstone Business Park and Birchbrook Industrial Estate, Lynn Lane, Shenstone",yes,,2018-09-01,,2.09,55,45,Allocated through 'made' Shenstone neighbourhood plan. Proposed for allocation in LPA. Several small to medium sized buildings used for employment uses and associated car parking,local-authority-eng:LIF,not owned by a public authority,,,not permissioned,,LDC-BLR-6,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Lichfield Tennis Club, St Johns Hospice, Birmingham Road, Lichfield",yes,,2018-09-01,,0.45,20,16,Proposed for allocation in LPA. Adjacent part of site currently under construction for residential development.. Derelict club house and concrete tennis courts,local-authority-eng:LIF,not owned by a public authority,,,not permissioned,,LDC-BLR-7,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Integra Works, Eastern Avenue, Lichfield",yes,,2018-09-01,,2.8,99,99,"Site currently under construction. Proposed for allocation in LPA. Derelict land, former site of large industrial unit. Redevelopment currently under construction",local-authority-eng:LIF,not owned by a public authority,2016-12-16,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=O7UCICJEFNJ00,permissioned,full planning permission,LDC-BLR-8,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"St Chads House, Cross Keys, Lichfield",yes,,2018-09-01,,0.15,12,12,Proposed for allocation in LPA. Three storey office building,local-authority-eng:LIF,not owned by a public authority,,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=NB0QJ0JE05C00,pending decision,,LDC-BLR-9,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Packington Hall, Tamworth Road",yes,,2018-09-01,,2.31,24,24,Proposed for allocation in LPA. Listed Building to front of site with large modular warehousing to rear,local-authority-eng:LIF,not owned by a public authority,2016-06-10,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=NN8ZMWJEIWL00,permissioned,full planning permission,LDC-BLR-11,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land at Quonians Lane, Cross Keys, Lichfield",yes,,2018-09-01,,0.81,52,42,Proposed for allocation in LPA. Site consists of a number of buildings and small warehouse type units and associated car parking,local-authority-eng:LIF,not owned by a public authority,,,not permissioned,,LDC-BLR-12,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Regal Cinema (former Kwick Save), Tamworth Street, Lichfield",yes,,2018-09-01,,0.16,38,38,Site currently under construction. Proposed for allocation in LPA. Former cinema building most recently used as supermarket at ground floor.,local-authority-eng:LIF,not owned by a public authority,2017-02-08,,permissioned,full planning permission,LDC-BLR-13,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Angel Croft Hotel, Beacon Street, Lichfield",yes,,2018-09-01,,0.27,8,8,Site currently under construction. Proposed for allocation in LPA. Listed former hotel building with outbuildings and associated car parking to side and rear.,local-authority-eng:LIF,not owned by a public authority,2014-04-28,,permissioned,full planning permission,LDC-BLR-14,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Windmill Public House, Grange Lane, Lichfield",yes,,2018-09-01,,0.31,12,12,Proposed for allocation in LPA. Former public house and associated car parking,local-authority-eng:LIF,not owned by a public authority,2018-02-19,,permissioned,full planning permission,LDC-BLR-15,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"The Greyhound Public House, Upper St John Street, Lichfield",yes,,2018-09-01,,0.15,8,8,Proposed for allocation in LPA. Derelict land to rear of public house,local-authority-eng:LIF,not owned by a public authority,2017-05-18,,permissioned,full planning permission,LDC-BLR-16,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"41 Cherry Orchard, Lichfield",yes,,2018-09-01,,0.25,7,7,Site currently under construction. Proposed for allocation in LPA. Site of former nursery which has now been demolished. Redevelopment currently under construction,local-authority-eng:LIF,not owned by a public authority,2013-10-17,,permissioned,full planning permission,LDC-BLR-17,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land at Mount Road, Burntwood",yes,,2018-09-01,,2.77,96,96,Proposed for allocation in LPA. Derelict industrial buildings.,local-authority-eng:LIF,not owned by a public authority,2018-04-26,,permissioned,outline planning permission,LDC-BLR-18,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"114 High Street, Chasetown, Burntwood",yes,,2018-09-01,,0.33,8,8,UCA considered site was unavailable. However planning application now submitted and approved.. Derelict land.,local-authority-eng:LIF,not owned by a public authority,2016-08-19,,permissioned,full planning permission,LDC-BLR-19,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"82 Queen Street, Chasetown, Burntwood",yes,,2018-09-01,,0.24,14,14,Proposed for allocation in LPA. Former care sales garage which has been demolished.,local-authority-eng:LIF,not owned by a public authority,2016-12-20,,permissioned,full planning permission,LDC-BLR-21,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land adjacent to 84 Cherry Orchard, Lichfield",yes,,2018-09-01,,0.1,10,8,Proposed for allocation in LPA- Landowner/agent confirmed likely to be pursued for development within plan period. Site currently used for self storage containers,local-authority-eng:LIF,not owned by a public authority,,,not permissioned,,LDC-BLR-23,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Royal Oak Public House, Uttoxeter Road, Hill Ridware",yes,,2018-09-01,,0.23,9,9,Proposed for allocation in LPA. Former public house building and associated car parking - site is currently under construction,local-authority-eng:LIF,not owned by a public authority,2017-05-24,,permissioned,full planning permission,LDC-BLR-25,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Buffer Depot, Trent Valley Road, Lichfield",yes,,2018-09-01,,1.9,75,45,"Proposed for allocation in LPA. Former rail depot, consists of several large warehouses and areas of hardstanding",local-authority-eng:LIF,owned by a public authority,,,not permissioned,,LDC-BLR-26,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Beaconsfield House, Sandford Street, Lichfield",yes,,2018-09-01,,0.05,31,31,Proposed for allocation in LPA. Three storey office building identified as out of scale and character with area,local-authority-eng:LIF,not owned by a public authority,,,pending decision,,LDC-BLR-27,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Hawthorn House, Burton Old Road, Lichfield",yes,,2018-09-01,,0.6,25,25,Proposed for allocation in LPA. County council offices and associated accommodation.,local-authority-eng:LIF,owned by a public authority,2016-11-30,,permissioned,full planning permission,LDC-BLR-28,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Land off Gorse Lane, Fradley Park",yes,,2018-09-01,,12,300,250,Part of SDA within adopted LPS. Outline planning application submitted but not yet determined.. Part of former airfield - allocated for development in Local Plan,local-authority-eng:LIF,not owned by a public authority,,,pending decision,,LDC-BLR-29,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Former Home, Scotch Orchard, Lichfield",yes,,2018-09-01,,0.97,27,27,Proposed for allocation in LPA. Former Children's care home building and associated car parking,local-authority-eng:LIF,owned by a public authority,2017-04-24,,permissioned,full planning permission,LDC-BLR-30,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
"Cottage of Content Public House, Queen Street, Chasetown, Burntwood",yes,,2018-09-01,,0.24,11,9,Proposed for allocation in LPA. Operational public house and associated car parking,local-authority-eng:LIF,not owned by a public authority,,,not permissioned,,LDC-BLR-31,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2017-07-17
